#1.3																																			
494	34	1	11																																
id	ppName	20087-50060-10008-nan	20088-50060-10029-nan	20089-50060-10046-nan	20090-50060-10049-nan	20091-50060-10050-nan	20092-50060-10068-nan	20093-50060-10017-10	20094-50061-10079-10	20095-50061-10080-10	20097-50061-10086-10	20097-50454-10086-10	20098-50061-10087-10	20098-50454-10087-10	20099-50061-10091-10	20099-50454-10091-10	20100-50061-10092-10	20100-50454-10092-10	20101-50061-10093-10	20101-50454-10093-10	20102-50061-10094-10	20102-50454-10094-10	20103-50061-10106-10	20103-50454-10106-10	20104-50454-10200-0.05	20104-50454-10200-0.5	20104-50454-10200-5	20105-50061-10201-10	20106-50061-10070-10	20106-50454-10070-10	20204-51097-10075-1	20206-50811-10129-1	20207-51099-10188-1	20209-50335-10337-1	20210-50811-10351-1
200827	SLK	nan	nan	nan	nan	nan	nan	nan	2.2	0.3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	47.7	nan	nan	nan	nan	nan	nan	nan
200828	SLK	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	24.5	nan	nan	nan	nan	nan	nan	nan
200829	SLK	nan	nan	nan	nan	nan	nan	-1.1	13.4	3.2	4.9	21	11.7	-10.7	24.5	-5.2	21.2	14	-13	-5.2	-6.5	4.3	6.8	-4.1	2.3	6.4	5.6	-22.3	46.4	12.8	-4.760224095	-4.1	8.9	93.4	-35.2
200830	SMG1	nan	nan	nan	nan	nan	nan	12.2	26.7	75.1	14.1	nan	6.1	nan	14.6	nan	-0.6	nan	7	nan	6.4	nan	-5.5	nan	-6.5	-8.2	-1.4	-10.4	-7.2	nan	-2.05694511	nan	-6.7	98.1	nan
200831	SRC	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200832	SRC	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.6	nan	26.3	nan	72.8	nan	-2	nan	3	nan	17.5	nan	94.6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200833	STLK5	nan	nan	nan	nan	nan	nan	nan	nan	nan	-10.3	nan	-30	nan	nan	nan	75.6	nan	-21.5	nan	-20.9	nan	nan	nan	-8.7	3.5	10.4	nan	69.5	nan	83.55619082	-14.7	-5.1	83.5	5.4
200834	"TAO1,TAOK3"	nan	nan	nan	nan	nan	nan	ND	-3.5	0.7	0.3	13.7	-15.8	-1.8	52.3	74.3	-2	31.5	-25.3	9.6	-28.1	5.6	28.9	52.3	4.2	14	10.8	-26.7	-21.1	-2.8	-18.0296974	-15.4	10.2	>99	25.4
200835	TAOK2	nan	nan	nan	nan	nan	nan	21.1	13.9	-4.6	nan	11.1	nan	-1.7	nan	89.8	nan	71.7	nan	31.1	nan	5.6	nan	91.3	1.2	17	22.3	-18.4	nan	1.7	0.401729874	-19.1	10.4	>97	4.1
200836	TBK1	nan	nan	nan	nan	nan	nan	nan	14.7	3.6	21.4	nan	-4.5	nan	nan	nan	28.7	nan	-26.7	nan	-43.4	nan	nan	nan	0.9	9.6	3.9	7.8	50.3	nan	62.64645592	nan	>90	>90	nan
200837	TLK1	nan	nan	nan	nan	nan	nan	nan	6.7	14.5	-0.8	8.2	-2.9	3	-13.2	4.4	-10.4	-1.1	-3.5	13.1	6.9	3.4	-20.1	-7.5	-9.9	-8.6	-14.6	2.8	12.6	-19.2	41.67420927	-41.6	-21.4	53.7	18.5
200838	TLK2	nan	nan	nan	nan	nan	nan	nan	7	25.9	nan	-0.3	nan	16.4	nan	9.6	nan	12.7	nan	5	nan	7.8	nan	-11.7	-1.3	-12.7	12.3	15.9	nan	-25.5	nan	nan	nan	nan	nan
200839	ULK3	nan	nan	nan	nan	nan	nan	-7.7	21.5	11.8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-11.4	-7.1	10.2	11.3	nan	nan	nan	nan	15	75.3	nan
200840	VRK2	nan	nan	nan	nan	nan	nan	nan	8.5	7.4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	11.2	nan	nan	66.79689905	nan	nan	nan	nan
200841	WEE1	nan	nan	nan	nan	nan	nan	13.1	25.2	34.2	-17.5	nan	-3.4	nan	nan	nan	14.5	nan	-14.6	nan	-6.2	nan	nan	nan	nan	nan	nan	22.8	nan	nan	nan	nan	-75.1	nan	nan
200842	"Wnk1,Wnk2,Wnk3"	nan	nan	nan	nan	nan	nan	-12.9	-16	-21.5	7.6	nan	-3.4	nan	6.7	nan	10.7	nan	-17.8	nan	-10.4	nan	2.8	nan	-16.9	-1.2	-21	-17.2	-9.3	nan	-23.51635392	nan	30.7	12.6	nan
200843	"Wnk1,Wnk2,Wnk4"	nan	nan	nan	nan	nan	nan	0.6	-16.4	-23.1	nan	8.4	nan	-5.1	nan	19.4	nan	-0.3	nan	-7.8	nan	-1.9	nan	-11.9	-20.4	-11.5	-0.7	1.2	nan	-4.5	nan	nan	nan	nan	nan
200844	WNK4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.4	nan	-28.4	nan	9.8	nan	-13.1	nan	-6.3	nan	8.8	nan	-10.1	-9.9	-10.3	3.3	nan	nan	3	nan	nan	nan	nan	nan
200845	MLTK	nan	nan	nan	nan	nan	nan	89.2	-14.6	24.1	8.5	3	-37.6	8.5	17	26.2	-5.5	12.5	-11.5	0.3	-0.8	10.9	11.4	15.8	49.9	92.5	91	-2.9	-31.1	-11.3	nan	28.3	45.2	>98	80.7
200846	ZC1/HGK	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200847	"ZC1/HGK,ZC2/TNIK,ZC3/MINK"	nan	nan	nan	nan	nan	nan	60.3	6.9	23.5	-10.9	5.8	-14.1	-15.3	11	6.9	3.8	3.1	-17.3	-12.4	-24.3	0.5	22.4	-7.1	7.8	15.9	7.7	54.2	-16.4	-1.9	-15.05661431	-45.9	15.5	>98	72.4
200848	ZC2/TNIK	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	30.08512389	nan	-108.1	nan	nan
200849	"ZC2/TNIK,ZC3/MINK"	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200871	AMPKa1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200872	AMPKa1	nan	nan	nan	nan	nan	nan	nan	17.7	13.6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-4.6	2.1	12.9	-12.9	nan	nan	nan	nan	nan	nan	nan
200873	AMPKa2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200874	AMPKa2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200875	ATR	nan	nan	nan	nan	nan	nan	nan	-4	11.1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.3	5.9	14	-18.3	nan	nan	nan	nan	nan	nan	nan
200876	AXL	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200877	BARK1	nan	nan	nan	nan	nan	nan	nan	nan	nan	19.6	nan	-33.3	nan	1.7	nan	4.4	nan	-22.1	nan	9.3	nan	-4.3	nan	-26.5	-27.7	-12.8	nan	9.7	nan	10.63576754	-1	12.4	nan	10.8
200878	"BARK1,BARK2"	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200879	BRAF	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.1	nan	nan	nan	nan	nan	nan	nan
200880	BTK	nan	nan	nan	nan	nan	nan	nan	nan	nan	-7.8	nan	-35	nan	-35.4	nan	2	nan	-18	nan	-9.2	nan	28.3	nan	nan	nan	nan	nan	-27.4	nan	nan	>97	nan	nan	-31.3
200881	BTK	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	>99	98.7	nan	nan	-24
200882	CAMK1D	nan	nan	nan	nan	nan	nan	-5.5	4.8	10.9	5.4	nan	-8.9	nan	10.8	nan	2.2	nan	0.7	nan	-3.6	nan	-29.5	nan	-6.7	1.4	-3.1	3.4	17.4	nan	7.981646566	-20.2	-16.6	75.8	-9.4
200883	KCC2D	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200884	CaMK2g	nan	nan	nan	nan	nan	nan	nan	1.7	8.8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200885	KKCC1	nan	nan	nan	nan	nan	nan	nan	-3.8	-7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	91.2	nan	nan	nan	nan	nan	nan	nan
200886	CaMKK2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.712956785	nan	5.9	nan	nan
200887	CDC2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200888	CDC2	nan	nan	nan	nan	nan	nan	nan	31.2	32.9	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.7	nan	nan	nan	nan	nan	nan	nan
200889	CDC2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200890	CDK5	nan	nan	nan	nan	nan	nan	nan	7.7	3.2	nan	8.5	nan	0.6	nan	-7.3	nan	13.4	nan	-21.8	nan	-1	nan	12.5	2	11	10.3	4.3	nan	-13.7	-5.292754551	-2.6	2.4	94.6	61.3
200891	"CDK5, PRKX/Y"	nan	nan	nan	nan	nan	nan	-12.1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200892	CDK8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200893	CDK13	nan	nan	nan	nan	nan	nan	14.2	-13.8	-11.4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200894	CHK1	nan	nan	nan	nan	nan	nan	30	12.5	11.5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	16.9	21.9	12.4	7.5	nan	nan	nan	nan	nan	nan	nan
200895	CHK1	nan	nan	nan	nan	nan	nan	nan	nan	nan	-6.4	nan	-11	nan	27.5	nan	-6	nan	-7.7	nan	1.3	nan	14.9	nan	nan	nan	nan	nan	8.8	nan	nan	nan	nan	94	nan
200896	CHK2	nan	nan	nan	nan	nan	nan	nan	2.1	-5.9	14.8	5	-20.1	3.8	19	37.1	5.9	-1.7	16.4	30.3	-1.4	8.3	17.6	29.7	-4.1	9	-3	95.3	-8.3	1.6	75.84872918	nan	-29.5	>95	nan
200897	CK1g1/2/3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200898	CK2a1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200899	CK2a2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200900	"CLK1,CLK4"	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200901	CLK2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200902	CLK3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	25.53508914	nan	28.7	98.4	nan
200903	COT	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200904	CRK7	nan	nan	nan	nan	nan	nan	nan	-8.3	-37.4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-36.2	nan	nan	nan	nan	nan	59.6	nan
200905	CSK	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	13.9	2.4	46.1	nan	nan	nan	nan	nan	nan	nan	nan
200906	CSK	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200907	DGKA	nan	nan	nan	nan	nan	nan	nan	-5.3	-4	11.9	nan	60.9	nan	-1.7	nan	-0.7	nan	-1.9	nan	-25.7	nan	5.9	nan	nan	nan	nan	-32.5	13.2	nan	nan	nan	nan	nan	nan
200908	DNAPK	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-4.6	nan	nan	nan	nan	nan	nan	nan
200909	DYRK1B	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200910	EPHB1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200911	EPHB4	nan	nan	nan	nan	nan	nan	-1	6.8	-6.8	nan	-3.9	nan	0.4	nan	26.1	nan	16.2	nan	-2	nan	-3.7	nan	51.7	82.5	94.1	96.1	86	nan	-16.7	nan	nan	nan	>95	nan
200912	ERK2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-48	-30.5	-11.5	nan	nan	nan	nan	nan	nan	nan	nan
200913	Erk4	nan	nan	nan	nan	nan	nan	-28.1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-5.4	nan	nan	nan	nan	nan	nan	nan
200914	FAK	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200915	FER	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.4	11.4	10.8	nan	nan	nan	nan	nan	nan	nan	nan
200916	FES	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.5	nan	-8.4	nan	16.1	nan	2.7	nan	-9.8	nan	-4.8	nan	-2.5	nan	nan	nan	nan	nan	3.1	nan	18.79754204	nan	nan	nan	nan
200917	FES	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200918	FGR	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.765630814	54.8	nan	nan	26.8
200919	FGR	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200920	FGR	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	55.9	nan	nan	nan	nan	nan	nan	nan
200921	FRAP1	nan	nan	nan	nan	nan	nan	~NI	97.7	98.3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-16.9	-17.5	1.3	2.3	nan	nan	80.6131392	0.3	4.9	92.1	-15.1
200922	FYN	nan	nan	nan	nan	nan	nan	nan	-4.4	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200923	GCK	nan	nan	nan	nan	nan	nan	nan	9.7	4.4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	31.8	nan	nan	nan	nan	nan	nan	nan
200924	HCK	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200925	HGK (ZC1)	nan	nan	nan	nan	nan	nan	nan	20.6	33	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	52.3	nan	nan	nan	nan	-85.6	nan	nan
200926	HPK1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200927	HPK1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-3.2162289	nan	nan	nan	nan
200928	HPK1	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.6	nan	-8	nan	15.9	nan	21.6	nan	-10.1	nan	-2.2	nan	69	nan	nan	nan	nan	nan	-23.2	nan	nan	-39.4	nan	nan	1.8
200929	IGF1R	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200930	IKKA	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200931	IKKB	nan	nan	nan	nan	nan	nan	5.1	-30.1	-11.9	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.6	nan	nan	nan	nan	nan	nan	nan
200932	IKKB	nan	nan	nan	nan	nan	nan	nan	15.6	21.6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.3	nan	nan	nan	nan	nan	nan	nan
200933	IKKE	nan	nan	nan	nan	nan	nan	nan	nan	nan	10.9	nan	-8.5	nan	11.4	nan	0	nan	-34.8	nan	-1.3	nan	14.6	nan	nan	nan	nan	nan	-6.7	nan	43.02362934	9.6	nan	>93	-0.9
200934	ILK	nan	nan	nan	nan	nan	nan	nan	-6.1	15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	13.1	nan	nan	nan	nan	nan	nan	nan
200935	INSR	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200936	IRAK3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200937	"KSR1,KSR2"	nan	nan	nan	nan	nan	nan	nan	nan	nan	13.9	nan	1.9	nan	-14.4	nan	-48.5	nan	-0.8	nan	2.6	nan	-2.4	nan	nan	nan	nan	nan	-26.5	nan	8.27219181	nan	23.7	nan	nan
200938	LATS2	nan	nan	nan	nan	nan	nan	nan	6.7	26.6	8.4	nan	-18	nan	-10.3	nan	11.5	nan	-13.5	nan	-11.5	nan	-22.6	nan	nan	nan	nan	0	-6.7	nan	nan	nan	nan	nan	nan
200939	LOK	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	41.8	nan	nan	nan	nan	nan	nan	nan
200940	LYN	nan	nan	nan	nan	nan	nan	96.8	-2.8	6	13.6	nan	4.8	nan	14.3	nan	25.7	nan	-34.8	nan	-6	nan	51.7	nan	nan	nan	nan	66.7	-15.2	nan	61.37351181	-50	-12.8	nan	90.7
200941	LYN	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-23.6	nan	nan	79.6
200942	MAP2K4	nan	nan	nan	nan	nan	nan	nan	23	22.4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-4.1	nan	nan	nan	nan	nan	nan	nan
200943	M3K2	nan	nan	nan	nan	nan	nan	nan	11.9	9.2	nan	-48.3	nan	-37.4	nan	61.5	nan	55.9	nan	-45.7	nan	-3.4	nan	66.5	-18.8	-31.2	-26.8	22.6	nan	5.7	nan	nan	nan	nan	nan
200944	MAP3K5	nan	nan	nan	nan	nan	nan	-9.4	16.7	5.3	3.7	nan	-6.3	nan	2.1	nan	-1.1	nan	-12.2	nan	-9.7	nan	1.8	nan	8.9	15.3	7.9	-3.1	-9.9	nan	0.729091186	-9.5	6.3	85.2	9.8
200945	MAPKAPK3	nan	nan	nan	nan	nan	nan	nan	nan	nan	25.2	nan	6	nan	11.8	nan	-0.7	nan	-15.8	nan	15.1	nan	-6.2	nan	-9.3	-2.2	13.7	nan	-4.1	nan	nan	nan	nan	nan	nan
200946	MARK1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200947	MARK2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-13.9	nan	8.8	nan	75.9	nan	4.2	nan	-3.9	nan	-4.9	nan	45.8	-7.7	-13.6	-18.4	nan	nan	-24.7	nan	nan	nan	nan	nan
200948	MARK3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200949	"MARK3,MARK4"	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.8	nan	1.2	nan	81.2	nan	25.5	nan	-5.9	nan	-17.9	nan	64.2	-13.2	-9.3	-27.7	nan	nan	28.9	3.114402142	nan	33.8	>98	nan
200950	MASTL	nan	nan	nan	nan	nan	nan	-4.2	1	21.7	14	nan	-2	nan	26.9	nan	4.4	nan	-12	nan	8.9	nan	7	nan	nan	nan	nan	1.2	-52.9	nan	14.07387135	9.3	14.1	>98	-2.9
200951	MET	nan	nan	nan	nan	nan	nan	-0.9	nan	nan	nan	-5.7	nan	27.6	nan	0.2	nan	-43.4	nan	15.3	nan	-10.5	nan	-12.6	18.3	14.4	54.8	-5	nan	4.7	nan	nan	-16	>96	nan
200952	MRCKb	nan	nan	nan	nan	nan	nan	-6	nan	nan	nan	-0.5	nan	15	nan	-22.5	nan	7.3	nan	16.7	nan	7.3	nan	2.8	-26.4	-11.7	-3.5	nan	nan	-27	nan	nan	nan	nan	nan
200953	MSK1 (Domain 1)	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200954	"MST1,MST2"	nan	nan	nan	nan	nan	nan	nan	0.5	8.6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	20.3	nan	nan	nan	nan	nan	nan	nan
200955	"MST1,MST2"	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200956	MST2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200957	MST3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200958	MST4	nan	nan	nan	nan	nan	nan	nan	4.9	22.8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.3	nan	nan	nan	nan	-13.5	>93	nan
200959	"MST4,YSK1"	nan	nan	nan	nan	nan	nan	nan	13.4	21.5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.6	nan	nan	nan	nan	nan	nan	nan
200960	NEK3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-7.9	21.7	22.4	4.6
