#1.3																												
494	28	0	3																									
id	10uM HG-6-64-01 (A-375)	10uM Torin1 (HeLa)	10uM Torin2 (HeLa)	10uM XMD11-50 (HeLa)	10uM XMD11-50 (PC-3)	10uM XMD11-85h (HeLa)	10uM XMD11-85h (PC-3)	10uM XMD16-144 (HeLa)	10uM XMD16-144 (PC-3)	10uM JWE-035 (HeLa)	10uM JWE-035 (PC-3)	10uM XMD8-85 (HeLa)	10uM XMD8-85 (PC-3)	10uM XMD8-92 (HeLa)	10uM XMD8-92 (PC-3)	10uM XMD-12 (HeLa)	10uM XMD-12 (PC-3)	0.05uM NVP-BHG712 (PC-3)	0.5uM NVP-BHG712 (PC-3)	5uM NVP-BHG712 (PC-3)	10uM CH5424802 (HeLa)	10uM NPK76-II-72-1 (HeLa)	10uM NPK76-II-72-1 (PC-3)	1uM QL-X-138 (BCWM.1)	1uM Ibrutinib (Ramos (RA 1))	1uM BX795 (NGP)	1uM OTSSP167 (MDA-MB-468)	1uM DCC-2036 (Ramos (RA 1))
PLK1 like (splice variant or novel kinase)	nan	35.2	19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
PLK2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
PRKACB	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-8	5.6	-10.9	nan	nan	nan	nan	nan	nan	nan	nan
PRKX/Y	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
PRP4	10.8	3.15	19.4	nan	-11.3	nan	0.1	nan	4.1	nan	-0.9	nan	-0.1	nan	0.9	nan	-13.9	0.2	4.5	-1.8	0.7	nan	-31	44.17582941	nan	3.2	-82.2	nan
PRPK	6.3	14.9	25.7	6.5	8.3	-15.2	6.8	1.8	-11.8	-3.8	2.4	-2.9	17.9	-2.4	9.7	-11.6	-16.3	30.6	25.8	24	-5.5	11.9	-12.2	21.65950495	nan	0.8	73.5	nan
QIK	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.4	12.4	16.8	nan	nan	nan	nan	nan	nan	nan	nan
RAF1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-13.4	8.5	76.2	nan	nan	nan	nan	nan	-91.3	nan	nan
RIPK1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.4	90	nan
RIPK2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-3.5	16.3	71	nan	nan	nan	nan	nan	nan	nan	nan
RIPK3	nan	nan	nan	5.1	nan	6.7	nan	-3.7	nan	2	nan	-6.1	nan	-4.1	nan	1.9	nan	nan	nan	nan	nan	-1.9	nan	65.03200985	nan	nan	nan	nan
RK	nan	13.2	6.8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
RNAseL	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ROCK1	nan	-28.6	-39.7	nan	-4.3	nan	1.2	nan	3.5	nan	18.7	nan	-11.7	nan	-4.3	nan	-25.8	-8	5.2	-16.3	9.4	nan	4.4	nan	nan	nan	nan	nan
ROCK1+ROCK2	0.2	-25.8	-48	nan	-10.3	nan	10.7	nan	-19.7	nan	-1.5	nan	-4.7	nan	-11	nan	6	-18.5	-12.8	-23.6	-3.7	nan	20.4	nan	-59.2	nan	nan	-19.9
RON	nan	nan	nan	nan	11.4	nan	10.5	nan	-1.2	nan	7.7	nan	-0.5	nan	-5.6	nan	15.8	1.5	-2.3	2.8	nan	nan	-1	nan	nan	nan	98	nan
RPS6KC1 (Domain1)	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
RSK1 (Domain 2)	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
RSK1 domain1	nan	24.5	7.7	-20.7	nan	-23.5	nan	-4.7	nan	-9.4	nan	-12.5	nan	-25.7	nan	27.4	nan	nan	nan	nan	76.9	-26.1	nan	30.99170516	-36.9	-44.6	98.4	26.8
RSK1+RSK2+RSK3_domain1	9.7	6.4	-6.3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7	3.3	0.6	86.2	nan	nan	62.49165532	nan	-14.8	98.5	nan
RSK1+RSK2_domain1	nan	30.1	23.6	16.5	nan	9.6	nan	12.1	nan	20.9	nan	-9	nan	30.3	nan	28.2	nan	-2.7	-1.4	3.2	83.1	13.6	nan	nan	nan	nan	nan	nan
RSK1+RSK3_domain2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.8	-9.1	5.5	nan	nan	nan	nan	nan	nan	nan	nan
RSK1+RSK4 domain1	nan	nan	nan	17.3	nan	9	nan	10.2	nan	9.4	nan	3.7	nan	11.1	nan	-11.2	nan	-9.3	7.3	-0.5	nan	-11.8	nan	nan	nan	nan	nan	nan
RSK1_domain1	nan	5	2.9	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	87.9	nan	nan	nan	nan	nan	nan	nan
RSK1_domain2	2.9	13.3	-7.4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-8.3	3.5	0.1	74.9	nan	nan	82.27910142	-3.5	16.7	94.1	-7.9
RSK2 (Domain 1)	17.9	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
RSK2 domain1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3	20.2	1.7	nan	nan	nan	32.51384261	-17.1	-69.2	97	30.4
RSK2_domain1	nan	6.3	7.1	-5.3	nan	-10.3	nan	24.3	nan	23.9	nan	-27.9	nan	-2.5	nan	61.2	nan	nan	nan	nan	81.3	-7.1	nan	nan	nan	nan	nan	nan
RSK2_domain2	4.3	6.25	-3	34.5	69.1	-7.8	-2.6	18	50.9	16.9	25	27.9	67.25	-9.2	25.15	14.8	41.9	-8.2	-0.15	5.4	57.75	14.1	22.2	nan	14.1	1.3	97	1.7
RSK3_domain1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	33.74739647	nan	-14.5	nan	nan
RSK4 domain1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	17.4	23.9	-2.6	nan	nan	nan	nan	nan	-25.9	nan	nan
RSKL1_domain1	nan	17.1	29.2	35.7	nan	31.3	nan	9.2	nan	-401.7	nan	-131.3	nan	-20.2	nan	-23.2	nan	-23	-18.7	6.7	3.9	-207.2	nan	51.34744349	nan	-29.7	-41.3	nan
SGK1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	98	nan
SGK3	6.8	-0.8	17.8	-6	nan	-5.3	nan	3.3	nan	4.8	nan	-13.9	nan	-8.8	nan	-8.8	nan	-7.6	3.1	7.8	-2.2	-8	nan	-3.700314175	5.5	nan	91.5	-12.6
SIK1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
SIK3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
SLK	-1.1	7.8	1.75	4.9	11.25	11.7	-5.75	24.5	14	21.2	19.25	-13	-8.4	-6.5	-2.5	6.8	15	3.9	-4.25	1.35	24.5	46.4	40.6	-4.760224095	-4.1	8.9	93.4	-35.2
SMG1	12.2	26.7	75.1	14.1	nan	6.1	nan	14.6	nan	-0.6	nan	7	nan	6.4	nan	-5.5	nan	-6.5	-8.2	-1.4	-10.4	-7.2	nan	-2.05694511	nan	-6.7	98.1	nan
SNRK	nan	nan	nan	nan	-0.7	nan	12.3	nan	-8	nan	5.9	nan	6.6	nan	0.3	nan	-15	-4.6	8.7	-4	nan	nan	nan	27.48203669	nan	-2.9	12.8	nan
SRC	nan	nan	nan	nan	1.6	nan	26.3	nan	72.8	nan	-2	nan	3	nan	17.5	nan	94.6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
SRPK1	6.7	18.7	26.1	nan	2.6	nan	15.4	nan	-6	nan	9.8	nan	-0.3	nan	6.6	nan	22.2	10.4	-5.5	-21.3	98.3	nan	14.4	40.93926551	nan	19.3	86.8	nan
SRPK1/2	nan	nan	nan	nan	1.7	nan	8.1	nan	1.8	nan	-6.3	nan	11.6	nan	-17.9	nan	44.7	21.6	1.2	25.3	nan	nan	nan	16.14542611	nan	nan	72.8	nan
STK33	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	34.78219334	nan	-113.2	nan	nan
STK39	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	26.8	nan	nan
STLK5	nan	nan	nan	-10.3	nan	-30	nan	nan	nan	75.6	nan	-21.5	nan	-20.9	nan	nan	nan	-1.35	10.65	17.25	nan	69.5	nan	83.55619082	-14.7	-5.1	83.5	5.4
STLK6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-13.1	-0.1	10.85	32.3	nan	nan	nan	16.4	nan	nan	-1.8
SYK	nan	nan	nan	-1.7	nan	-11.5	nan	14.5	nan	-0.1	nan	-12.8	nan	-2.7	nan	2.1	nan	nan	nan	nan	nan	-12.9	nan	-7.149695441	7.85	nan	91.6	-21.9
TAO1+TAOK3	nan	-3.5	0.7	0.3	13.7	-15.8	-1.8	52.3	74.3	-2	31.5	-25.3	9.6	-28.1	5.6	28.9	52.3	4.2	14	10.8	-26.7	-21.1	-2.8	-18.0296974	-15.4	10.2	99	25.4
TAOK2	21.1	13.9	-4.6	nan	11.1	nan	-1.7	nan	89.8	nan	71.7	nan	31.1	nan	5.6	nan	91.3	1.2	17	22.3	-18.4	nan	1.7	0.401729874	-19.1	10.4	97	4.1
TBK1	nan	14.7	3.6	21.4	nan	-4.5	nan	nan	nan	28.7	nan	-26.7	nan	-43.4	nan	nan	nan	0.9	9.6	3.9	7.8	50.3	nan	62.64645592	nan	90	90	nan
TEC	nan	nan	nan	-9.2	nan	-11.8	nan	27.3	nan	12.1	nan	-47	nan	-50.1	nan	11.2	nan	nan	nan	nan	nan	nan	nan	90	90	nan	nan	-13.7
TIF1b	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
TLK1	nan	6.7	14.5	3.7	5.6	0.7	-5.7	0.55	-2.85	-29.4	18.35	-21.05	3.95	4.95	8.3	-21.95	-27.5	13.2	4.3	8.75	2.8	12.6	-14.35	41.67420927	-41.6	-21.4	53.7	18.5
TLK1/2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	42.85258968	-2.7	-6.5	16.7	-19.6
TLK2	nan	7	25.9	nan	-0.3	nan	16.4	nan	9.6	nan	12.7	nan	5	nan	7.8	nan	-11.7	-1.3	-12.7	12.3	15.9	nan	-25.5	nan	nan	nan	nan	nan
TNK1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	95	nan
TYK2(Kin.Dom.2)	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	13.07024614	nan	nan	88.4	nan
ULK1	nan	nan	nan	-2	nan	7.1	nan	-15.7	nan	22.8	nan	-4.3	nan	-12.6	nan	-9.3	nan	-15.2	-2.4	-0.4	nan	-2.6	nan	-23.63664638	nan	30.4	-64.2	nan
ULK2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ULK3	-7.7	13.45	9.35	14.3	nan	-9.6	nan	14.9	nan	8.2	nan	-13.9	nan	1.6	nan	34.2	nan	-8.75	-4.9	6.25	20.25	-26.8	nan	nan	-3.5	15	75.3	-25.3
VRK2	nan	8.5	7.4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	11.2	nan	nan	66.79689905	nan	nan	nan	nan
WEE1	13.1	25.2	34.2	-17.5	nan	-3.4	nan	nan	nan	14.5	nan	-14.6	nan	-6.2	nan	nan	nan	nan	nan	nan	22.8	nan	nan	nan	nan	-75.1	nan	nan
WNK4	nan	nan	nan	nan	1.4	nan	-28.4	nan	9.8	nan	-13.1	nan	-6.3	nan	8.8	nan	-10.1	-9.9	-10.3	3.3	nan	nan	3	nan	nan	nan	nan	nan
Wnk1+Wnk2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.126339473	nan	9.6	nan	nan
Wnk1+Wnk2+Wnk3	-12.9	-16	-21.5	7.6	nan	-3.4	nan	6.7	nan	10.7	nan	-17.8	nan	-10.4	nan	2.8	nan	-16.9	-1.2	-21	-17.2	-9.3	nan	-23.51635392	nan	30.7	12.6	nan
Wnk1+Wnk2+Wnk4	0.6	-16.4	-23.1	nan	8.4	nan	-5.1	nan	19.4	nan	-0.3	nan	-7.8	nan	-1.9	nan	-11.9	-20.4	-11.5	-0.7	1.2	nan	-4.5	nan	nan	nan	nan	nan
YANK3	nan	-0.5	2.6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.4	4.2	5.6	-1.7	nan	nan	nan	nan	5.9	nan	nan
YES	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	88	nan
ZAP70	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	10.5	nan	nan	3.9
ZC1/HGK	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ZC1/HGK+ZC2/TNIK+ZC3/MINK	60.3	6.9	23.5	-10.9	5.8	-14.1	-15.3	11	6.9	3.8	3.1	-17.3	-12.4	-24.3	0.5	22.4	-7.1	7.8	15.9	7.7	54.2	-16.4	-1.9	-15.05661431	-45.9	15.5	98	72.4
ZC2/TNIK	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	30.08512389	nan	-108.1	nan	nan
ZC2/TNIK+ZC3/MINK	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ZC3 (MINK)	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
eEF2K	26.2	-33	-32.2	-18.4	-5.3	-28.6	10.7	0.2	-3.6	-9.9	-13.3	-22.1	3.8	-13.5	-5.5	-9.2	-2.6	10.4	8.1	3.1	-11.9	-4.9	-16.5	-21.72541845	-28.9	8	-2.3	3.1
p38a	70.7	-30.1	-5	9.7	-4.7	-18.6	9.8	-7.7	24.3	5.5	-14.2	-25.7	-25.7	-35.4	-3.9	-20.4	-1.5	61	90	90	1.9	-11.7	-68.1	-31.24607287	nan	17.4	80	nan
p38d+p38g	10.2	-8.2	-3.2	-0.9	3.7	-37.3	-18.2	-25.3	14.6	-8.8	-5.8	-11.2	-10	-13	6.1	-12.6	-10.2	1.1	9.7	9.9	-28.1	-4.8	-17.9	-19.3162333	-36.6	18	93.3	57.6
p70S6K+p70S6Kb	nan	-6.9	-11.3	nan	-6.2	nan	-6	nan	-3.3	nan	5.3	nan	-8.2	nan	-7.3	nan	-1.6	1.6	13	14	12.7	nan	-6.5	nan	nan	nan	nan	nan
