	('meanTotalCellCountBeforeTreatment 0',)	('meanTotalCellCountAfterTreatment 1',)	('meanTotalControlCellCount 2',)	('meanRelativeCellCountAfterTreatment 3',)	('meanRelativeGrowthRateAfterTreatment 4',)
('328585 1869', 'smSalt: 101', 'smName: BX-912', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	2250.0	11155.0	0.20175	0.058809
('328586 1870', 'smSalt: 102', 'smName: Canertinib', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	2228.0	11155.0	0.19978	0.056483
('328587 1871', 'smSalt: 101', 'smName: Celastrol', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	403.0	11155.0	0.036125	-0.13648
('328588 1872', 'smSalt: 101', 'smName: CGP60474', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	466.0	11155.0	0.041832	-0.12975
('328589 1873', 'smSalt: 101', 'smName: CGP60474', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	279.0	11155.0	0.025069	-0.14951
('328590 1874', 'smSalt: 101', 'smName: CHIR-99021', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	10634.0	11155.0	0.95327	0.9449
('328591 1875', 'smSalt: 101', 'smName: CP724714', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	10853.0	11155.0	0.9729	0.96805
('328592 1876', 'smSalt: 101', 'smName: CP466722', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	11006.0	11155.0	0.98664	0.98425
('328593 1877', 'smSalt: 101', 'smName: Crizotinib', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	9010.0	11155.0	0.80769	0.77325
('328594 1878', 'smSalt: 101', 'smName: CYT387', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	7845.0	11155.0	0.70329	0.65016
('328595 1879', 'smSalt: 101', 'smName: Dasatinib', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	1852.0	11155.0	0.16607	0.016743
('328596 1880', 'smSalt: 101', 'smName: Dasatinib', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	1327.0	11155.0	0.11901	-0.038746
('328597 1881', 'smSalt: 101', 'smName: Dovitinib', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	2858.0	11155.0	0.25619	0.123
('328598 1882', 'smSalt: 101', 'smName: Enzastaurin', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	11663.0	11155.0	1.0455	1.0537
('328599 1883', 'smSalt: 101', 'smName: Erlotinib', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	2713.0	11155.0	0.24322	0.10771
('328600 1884', 'smSalt: 101', 'smName: Foretinib', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	2325.0	11155.0	0.20844	0.0667
('328601 1885', 'smSalt: 101', 'smName: R406', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	10161.0	11155.0	0.9109	0.89494
('328602 1886', 'smSalt: 101', 'smName: GDC-0941', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	3606.0	11155.0	0.32324	0.20206
('328603 1887', 'smSalt: 101', 'smName: Gefitinib', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	2475.0	11155.0	0.22189	0.082554
('328604 1888', 'smSalt: 101', 'smName: Geldanamycin', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	1107.0	11155.0	0.099262	-0.062033
('328605 1889', 'smSalt: 101', 'smName: Geldanamycin', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	1042.0	11155.0	0.093465	-0.068868
('328606 1890', 'smSalt: 101', 'smName: GSK1059615', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	1343.0	11155.0	0.12042	-0.03709
('328607 1891', 'smSalt: 101', 'smName: GSK1059615', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	2032.0	11155.0	0.18215	0.035697
('328608 1892', 'smSalt: 101', 'smName: GSK1904529A', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	6293.0	11155.0	0.56411	0.48605
('328609 1893', 'smSalt: 101', 'smName: GSK2126458', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	1499.0	11155.0	0.13437	-0.020637
('328610 1894', 'smSalt: 101', 'smName: GSK 690693', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	9870.0	11155.0	0.88481	0.86419
('328611 1895', 'smSalt: 101', 'smName: GW843682', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	970.0	11155.0	0.086951	-0.076548
('328612 1896', 'smSalt: 101', 'smName: HG-5-113-01', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	5021.0	11155.0	0.45012	0.35165
('328613 1897', 'smSalt: 101', 'smName: HG-5-88-01', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	6402.0	11155.0	0.57394	0.49764
('328614 1898', 'smSalt: 103', 'smName: Imatinib', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	11454.0	11155.0	1.0267	1.0315
('328615 1899', 'smSalt: 101', 'smName: JNK-9L', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	575.0	11155.0	0.051543	-0.1183
('328616 1900', 'smSalt: 101', 'smName: JW-7-24-1', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	11504.0	11155.0	1.0313	1.0369
('328617 1901', 'smSalt: 104', 'smName: Lapatinib', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	8365.0	11155.0	0.74984	0.70505
('328618 1902', 'smSalt: 102', 'smName: LDN-193189', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	10406.0	11155.0	0.93286	0.92084
('328619 1903', 'smSalt: 101', 'smName: Linifanib', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	11019.0	11155.0	0.98778	0.98559
('328620 1904', 'smSalt: 101', 'smName: Linsitinib', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	7909.0	11155.0	0.70903	0.65692
('328621 1905', 'smSalt: 102', 'smName: Mitoxantrone', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	775.0	11155.0	0.069501	-0.097123
('328622 1906', 'smSalt: 102', 'smName: Mitoxantrone', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	630.0	11155.0	0.056474	-0.11248
('328623 1907', 'smSalt: 102', 'smName: MK2206', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	10046.0	11155.0	0.90056	0.88275
('328624 1908', 'smSalt: 101', 'smName: Neratinib', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	2674.0	11155.0	0.23976	0.10362
('328625 1909', 'smSalt: 101', 'smName: Nilotinib', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	11124.0	11155.0	0.99722	0.99672
('328626 1910', 'smSalt: 101', 'smName: BIBF-1120', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	9454.0	11155.0	0.84749	0.82018
('328627 1911', 'smSalt: 101', 'smName: NU7441', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	10125.0	11155.0	0.90767	0.89114
('328628 1912', 'smSalt: 101', 'smName: BEZ235', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	2934.0	11155.0	0.26301	0.13103
('328629 1913', 'smSalt: 101', 'smName: NVP-TAE684', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	4764.0	11155.0	0.42711	0.32452
('328630 1914', 'smSalt: 101', 'smName: PD0332991', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	5616.0	11155.0	0.50348	0.41457
('328631 1915', 'smSalt: 101', 'smName: PD0325901', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	2566.0	11155.0	0.23005	0.092172
('328632 1916', 'smSalt: 101', 'smName: PD0325901', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	2257.0	11155.0	0.20235	0.059513
('328633 1917', 'smSalt: 101', 'smName: PD173074', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	10831.0	11155.0	0.97096	0.96576
('328634 1918', 'smSalt: 101', 'smName: PD184352', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	3347.0	11155.0	0.30003	0.17468
('328635 1919', 'smSalt: 101', 'smName: Pelitinib', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	2453.0	11155.0	0.21992	0.080229
('328636 1920', 'smSalt: 101', 'smName: PF431396', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	1880.0	11155.0	0.16852	0.019632
('328637 1921', 'smSalt: 101', 'smName: PF477736', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	4724.0	11155.0	0.42346	0.32022
('328638 1922', 'smSalt: 101', 'smName: PF562271', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	2166.0	11155.0	0.19419	0.049895
('328639 1923', 'smSalt: 101', 'smName: PHA-665752', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	10469.0	11155.0	0.93848	0.92746
('328640 1924', 'smSalt: 101', 'smName: PHA-793887', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	1580.0	11155.0	0.14163	-0.012076
('328641 1925', 'smSalt: 101', 'smName: PI103', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	2550.0	11155.0	0.22858	0.090446
('328642 1926', 'smSalt: 101', 'smName: PLX-4720', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	12034.0	11155.0	1.0788	1.0929
('328643 1927', 'smSalt: 101', 'smName: QL-X-138', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	8955.0	11155.0	0.80273	0.76741
('328644 1928', 'smSalt: 101', 'smName: QL-XII-47', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	7834.0	11155.0	0.70224	0.64892
('328645 1929', 'smSalt: 101', 'smName: Radicicol', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	1519.0	11155.0	0.13619	-0.018488
('328646 1930', 'smSalt: 101', 'smName: Radicicol', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	1471.0	11155.0	0.13192	-0.023526
('328647 1931', 'smSalt: 101', 'smName: (R)- Roscovitine', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	10432.0	11155.0	0.93519	0.92358
('328648 1932', 'smSalt: 105', 'smName: Ruxolitinib', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	10614.0	11155.0	0.95144	0.94275
('328649 1933', 'smSalt: 101', 'smName: XL147', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	9760.0	11155.0	0.87489	0.85249
('328650 1934', 'smSalt: 101', 'smName: Saracatinib', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	5938.0	11155.0	0.53229	0.44853
('328651 1935', 'smSalt: 101', 'smName: Selumetinib', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	3276.0	11155.0	0.29369	0.16721
('328652 1936', 'smSalt: 101', 'smName: Rapamycin', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	12704.0	11155.0	1.1388	1.1636
('328653 1937', 'smSalt: 101', 'smName: Sorafenib', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	10506.0	11155.0	0.94176	0.93134
('328654 1938', 'smSalt: 101', 'smName: SU11274', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	7486.0	11155.0	0.67108	0.61218
('328655 1939', 'smSalt: 101', 'smName: TG 101348', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	7024.0	11155.0	0.62964	0.56331
('328656 1940', 'smSalt: 101', 'smName: TGX221', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	5070.0	11155.0	0.45451	0.35683
('328657 1941', 'smSalt: 101', 'smName: Torin1', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	2554.0	11155.0	0.229	0.090939
('328658 1942', 'smSalt: 101', 'smName: Torin2', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	2174.0	11155.0	0.19494	0.050776
('328659 1943', 'smSalt: 101', 'smName: Tozasertib', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	1961.0	11155.0	0.17581	0.028228
('328660 1944', 'smSalt: 101', 'smName: Trametinib', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	3133.0	11155.0	0.28084	0.15206
('328661 1945', 'smSalt: 101', 'smName: TWS119', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	10972.0	11155.0	0.9836	0.98066
('328662 1946', 'smSalt: 101', 'smName: PLX4032', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	9108.0	11155.0	0.81648	0.78361
('328663 1947', 'smSalt: 101', 'smName: Withaferin A', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	480.0	11155.0	0.043027	-0.12834
('328664 1948', 'smSalt: 101', 'smName: Withaferin A', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	405.0	11155.0	0.036334	-0.13623
('328665 1949', 'smSalt: 101', 'smName: WYE-125132', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	2780.0	11155.0	0.2492	0.11476
('328666 1950', 'smSalt: 101', 'smName: WZ3105', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	386.0	11155.0	0.034631	-0.13824
('328667 1951', 'smSalt: 101', 'smName: XMD11-50', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	5322.0	11155.0	0.47713	0.3835
('328668 1952', 'smSalt: 102', 'smName: Y39983', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	8452.0	11155.0	0.75764	0.71424
('328669 1953', 'smSalt: 101', 'smName: YM 201636', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1694.0	8260.0	11155.0	0.74043	0.69395
('328670 1954', 'smSalt: 101', 'smName: ZSTK474', 'clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1694.0	3867.0	11155.0	0.34664	0.22964
('328671 1955', 'smSalt: 101', 'smName: Afatinib', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1694.0	1764.0	11155.0	0.15813	0.0073715
('328672 1956', 'smSalt: 101', 'smName: Sigma A6730', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1694.0	6934.0	11155.0	0.62163	0.55387
('328673 1957', 'smSalt: 101', 'smName: Flavopiridol', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1694.0	336.0	11155.0	0.030119	-0.14356
('328674 1958', 'smSalt: 101', 'smName: AT-7519', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1694.0	253.0	11155.0	0.022709	-0.15229
('328675 1959', 'smSalt: 101', 'smName: AZD 5438', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1694.0	574.0	11155.0	0.051484	-0.11837
('328676 1960', 'smSalt: 101', 'smName: AZD-6482', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1694.0	4286.0	11155.0	0.38426	0.274
('328677 1961', 'smSalt: 101', 'smName: AZD7762', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1694.0	838.0	11155.0	0.075179	-0.090429
('328678 1962', 'smSalt: 101', 'smName: AZD8055', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1694.0	2374.0	11155.0	0.21281	0.071844
('328679 1963', 'smSalt: 101', 'smName: AZD8330', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1694.0	2835.0	11155.0	0.25419	0.12064
('328680 1964', 'smSalt: 101', 'smName: AZD1152-HQPA', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1694.0	2049.0	11155.0	0.18373	0.037564
('328681 1965', 'smSalt: 101', 'smName: BI-2536', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1694.0	1413.0	11155.0	0.12672	-0.029656
('328682 1966', 'smSalt: 102', 'smName: BMS345541', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1694.0	9042.0	11155.0	0.81053	0.7766
('328683 1967', 'smSalt: 101', 'smName: BMS-387032', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1694.0	366.0	11155.0	0.032808	-0.14039
('328684 1968', 'smSalt: 101', 'smName: GDC-0980', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1694.0	2118.0	11155.0	0.18992	0.044857
('328685 1969', 'smSalt: 101', 'smName: NVP-AEW541', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1694.0	5107.0	11155.0	0.45782	0.36074
('328686 1970', 'smSalt: 101', 'smName: SB590885', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1694.0	7930.0	11155.0	0.71088	0.65911
('328687 1971', 'smSalt: 101', 'smName: PIK-93', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1694.0	5474.0	11155.0	0.49069	0.39949
('328688 1972', 'smSalt: 101', 'smName: KIN001-043', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1694.0	5448.0	11155.0	0.48836	0.39674
('328689 1973', 'smSalt: 101', 'smName: BYL719', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1694.0	4789.0	11155.0	0.42935	0.32716
('328690 1974', 'smSalt: 101', 'smName: NVP-AUY922', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1694.0	1314.0	11155.0	0.11782	-0.040155
('328691 1975', 'smSalt: 101', 'smName: A443654', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1694.0	538.0	11155.0	0.048256	-0.12217
('328692 1976', 'smSalt: 102', 'smName: OSI-027', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1694.0	2582.0	11155.0	0.23148	0.093863
('328693 1977', 'smSalt: 101', 'smName: XMD11-85h', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1694.0	9171.0	11155.0	0.82209	0.79024
('328694 1978', 'smSalt: 101', 'smName: HG-6-64-01', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1694.0	2052.0	11155.0	0.18397	0.037846
('328695 1979', 'smSalt: 101', 'smName: WH-4-025', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1694.0	3251.0	11155.0	0.29148	0.16461
('328696 1980', 'smSalt: 101', 'smName: WZ-4-145', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1694.0	2277.0	11155.0	0.20411	0.061592
('328697 1981', 'smSalt: 101', 'smName: XMD16-144', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1694.0	1290.0	11155.0	0.1157	-0.042656
('328698 1982', 'smSalt: 101', 'smName: Brivanib', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1694.0	3918.0	11155.0	0.35121	0.23503
('328699 1983', 'smSalt: 101', 'smName: NVP-BKM120', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1694.0	615.0	11155.0	0.055129	-0.11407
('328700 1984', 'smSalt: 101', 'smName: BX-912', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1694.0	1956.0	11155.0	0.17537	0.0277
('328701 1985', 'smSalt: 102', 'smName: Canertinib', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1694.0	115.0	11155.0	0.010368	-0.16684
('328702 1986', 'smSalt: 101', 'smName: Celastrol', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1694.0	804.0	11155.0	0.072101	-0.094058
('328703 1987', 'smSalt: 101', 'smName: CGP60474', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1694.0	500.0	11155.0	0.04482	-0.12622
('328704 1988', 'smSalt: 101', 'smName: CGP60474', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1694.0	439.0	11155.0	0.039382	-0.13264
('328705 1989', 'smSalt: 101', 'smName: CHIR-99021', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1694.0	9109.0	11155.0	0.81657	0.78372
('328706 1990', 'smSalt: 101', 'smName: CP724714', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1694.0	10255.0	11155.0	0.91926	0.90481
('328707 1991', 'smSalt: 101', 'smName: CP466722', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1694.0	11084.0	11155.0	0.99358	0.99243
('328708 1992', 'smSalt: 101', 'smName: Crizotinib', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1694.0	2103.0	11155.0	0.18851	0.043201
('328709 1993', 'smSalt: 101', 'smName: CYT387', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1694.0	2672.0	11155.0	0.23955	0.10338
('328710 1994', 'smSalt: 101', 'smName: Dasatinib', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1694.0	1251.0	11155.0	0.11217	-0.046814
('328711 1995', 'smSalt: 101', 'smName: Dasatinib', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1694.0	871.0	11155.0	0.078137	-0.086941
('328712 1996', 'smSalt: 101', 'smName: Dovitinib', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1694.0	1920.0	11155.0	0.17214	0.023895
('328713 1997', 'smSalt: 101', 'smName: Enzastaurin', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1694.0	12028.0	11155.0	1.0782	1.0922
('328714 1998', 'smSalt: 101', 'smName: Erlotinib', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1694.0	2603.0	11155.0	0.23333	0.096047
('328715 1999', 'smSalt: 101', 'smName: Foretinib', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1694.0	1417.0	11155.0	0.12702	-0.029304
('328716 2000', 'smSalt: 101', 'smName: R406', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1694.0	8673.0	11155.0	0.77751	0.73767
('328717 2001', 'smSalt: 101', 'smName: GDC-0941', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1694.0	2457.0	11155.0	0.22028	0.080652
('328718 2002', 'smSalt: 101', 'smName: Gefitinib', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1694.0	2309.0	11155.0	0.20704	0.065044
('328719 2003', 'smSalt: 101', 'smName: Geldanamycin', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1694.0	925.0	11155.0	0.082918	-0.081304
('328720 2004', 'smSalt: 101', 'smName: Geldanamycin', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1694.0	819.0	11155.0	0.073416	-0.092508
('328721 2005', 'smSalt: 101', 'smName: GSK1059615', 'clName: MCF 10A', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1694.0	1469.0	11155.0	0.13171	-0.023773
