	('totalCellCountBeforeTreatment 0',)	('totalCellCountAfterTreatment 1',)	('totalControlCellCount 2',)	('relativeCellCountAfterTreatment 3',)	('relativeGrowthRateAfterTreatment 4',)
('SB590885 7292', 'smCenterCompoundID: 10046', 'smSalt: 101', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: L15')	1235.0	5144.0	4156.0	1.2377	1.3382
('PIK-93 7293', 'smCenterCompoundID: 10190', 'smSalt: 101', 'smLincsID: LSM-1191', 'smName: PIK-93', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: K15')	1235.0	4091.0	4156.0	0.98432	0.97769
('PIK-93 7294', 'smCenterCompoundID: 10190', 'smSalt: 101', 'smLincsID: LSM-1191', 'smName: PIK-93', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: K15')	1235.0	4821.0	4156.0	1.16	1.2276
('PIK-93 7295', 'smCenterCompoundID: 10190', 'smSalt: 101', 'smLincsID: LSM-1191', 'smName: PIK-93', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: K15')	1235.0	5019.0	4156.0	1.2076	1.2954
('KIN001-043 7296', 'smCenterCompoundID: 10031', 'smSalt: 101', 'smLincsID: LSM-1031', 'smName: KIN001-043', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: C09')	1235.0	3606.0	4156.0	0.86763	0.81164
('KIN001-043 7297', 'smCenterCompoundID: 10031', 'smSalt: 101', 'smLincsID: LSM-1031', 'smName: KIN001-043', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: C09')	1235.0	3712.0	4156.0	0.89313	0.84793
('KIN001-043 7298', 'smCenterCompoundID: 10031', 'smSalt: 101', 'smLincsID: LSM-1031', 'smName: KIN001-043', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: C09')	1235.0	3773.0	4156.0	0.90781	0.86881
('BYL719 7299', 'smCenterCompoundID: 10233', 'smSalt: 101', 'smLincsID: LSM-4256', 'smName: BYL719', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: N03')	1235.0	2185.0	4156.0	0.52572	0.32512
('BYL719 7300', 'smCenterCompoundID: 10233', 'smSalt: 101', 'smLincsID: LSM-4256', 'smName: BYL719', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: N03')	1235.0	2393.0	4156.0	0.57577	0.39634
('BYL719 7301', 'smCenterCompoundID: 10233', 'smSalt: 101', 'smLincsID: LSM-4256', 'smName: BYL719', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: N03')	1235.0	2185.0	4156.0	0.52572	0.32512
('NVP-AUY922 7302', 'smCenterCompoundID: 10161', 'smSalt: 101', 'smLincsID: LSM-1162', 'smName: NVP-AUY922', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: H15')	1235.0	1435.0	4156.0	0.34527	0.068343
('NVP-AUY922 7303', 'smCenterCompoundID: 10161', 'smSalt: 101', 'smLincsID: LSM-1162', 'smName: NVP-AUY922', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: H15')	1235.0	1492.0	4156.0	0.35898	0.087858
('NVP-AUY922 7304', 'smCenterCompoundID: 10161', 'smSalt: 101', 'smLincsID: LSM-1162', 'smName: NVP-AUY922', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: H15')	1235.0	1517.0	4156.0	0.365	0.096418
('A443654 7305', 'smCenterCompoundID: 10045', 'smSalt: 101', 'smLincsID: LSM-1045', 'smName: A443654', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: I21')	1235.0	774.0	4156.0	0.18623	-0.15797
('A443654 7306', 'smCenterCompoundID: 10045', 'smSalt: 101', 'smLincsID: LSM-1045', 'smName: A443654', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: I21')	1235.0	785.0	4156.0	0.18888	-0.1542
('A443654 7307', 'smCenterCompoundID: 10045', 'smSalt: 101', 'smLincsID: LSM-1045', 'smName: A443654', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: I21')	1235.0	811.0	4156.0	0.19513	-0.1453
('OSI-027 7308', 'smCenterCompoundID: 10063', 'smSalt: 102', 'smLincsID: LSM-1063', 'smName: OSI-027', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: E09')	1235.0	2112.0	4156.0	0.50816	0.30013
('OSI-027 7309', 'smCenterCompoundID: 10063', 'smSalt: 102', 'smLincsID: LSM-1063', 'smName: OSI-027', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: E09')	1235.0	1817.0	4156.0	0.43718	0.19913
('OSI-027 7310', 'smCenterCompoundID: 10063', 'smSalt: 102', 'smLincsID: LSM-1063', 'smName: OSI-027', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: E09')	1235.0	1993.0	4156.0	0.47953	0.25939
('XMD11-85h 7311', 'smCenterCompoundID: 10087', 'smSalt: 101', 'smLincsID: LSM-5577', 'smName: XMD11-85h', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: P21')	1235.0	3479.0	4156.0	0.83707	0.76816
('XMD11-85h 7312', 'smCenterCompoundID: 10087', 'smSalt: 101', 'smLincsID: LSM-5577', 'smName: XMD11-85h', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: P21')	1235.0	3108.0	4156.0	0.7478	0.64113
('XMD11-85h 7313', 'smCenterCompoundID: 10087', 'smSalt: 101', 'smLincsID: LSM-5577', 'smName: XMD11-85h', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: P21')	1235.0	3730.0	4156.0	0.89746	0.85409
('HG-6-64-01 7314', 'smCenterCompoundID: 10017', 'smSalt: 101', 'smLincsID: LSM-6015', 'smName: HG-6-64-01', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M03')	1235.0	3663.0	4156.0	0.88134	0.83115
('HG-6-64-01 7315', 'smCenterCompoundID: 10017', 'smSalt: 101', 'smLincsID: LSM-6015', 'smName: HG-6-64-01', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M03')	1235.0	3376.0	4156.0	0.81229	0.73289
('HG-6-64-01 7316', 'smCenterCompoundID: 10017', 'smSalt: 101', 'smLincsID: LSM-6015', 'smName: HG-6-64-01', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M03')	1235.0	3259.0	4156.0	0.78414	0.69283
('WH-4-025 7317', 'smCenterCompoundID: 10039', 'smSalt: 101', 'smLincsID: LSM-5431', 'smName: WH-4-025', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: O09')	1235.0	1014.0	4156.0	0.24397	-0.075797
('WH-4-025 7318', 'smCenterCompoundID: 10039', 'smSalt: 101', 'smLincsID: LSM-5431', 'smName: WH-4-025', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: O09')	1235.0	1285.0	4156.0	0.30918	0.016987
('WH-4-025 7319', 'smCenterCompoundID: 10039', 'smSalt: 101', 'smLincsID: LSM-5431', 'smName: WH-4-025', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: O09')	1235.0	1379.0	4156.0	0.3318	0.04917
('WZ-4-145 7320', 'smCenterCompoundID: 10082', 'smSalt: 101', 'smLincsID: LSM-5545', 'smName: WZ-4-145', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: J21')	1235.0	2079.0	4156.0	0.50022	0.28883
('WZ-4-145 7321', 'smCenterCompoundID: 10082', 'smSalt: 101', 'smLincsID: LSM-5545', 'smName: WZ-4-145', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: J21')	1235.0	2129.0	4156.0	0.51225	0.30595
('WZ-4-145 7322', 'smCenterCompoundID: 10082', 'smSalt: 101', 'smLincsID: LSM-5545', 'smName: WZ-4-145', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: J21')	1235.0	2075.0	4156.0	0.49926	0.28746
('XMD16-144 7323', 'smCenterCompoundID: 10091', 'smSalt: 101', 'smLincsID: LSM-6299', 'smName: XMD16-144', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: M09')	1235.0	1754.0	4156.0	0.42202	0.17756
('XMD16-144 7324', 'smCenterCompoundID: 10091', 'smSalt: 101', 'smLincsID: LSM-6299', 'smName: XMD16-144', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: M09')	1235.0	1849.0	4156.0	0.44488	0.21009
('XMD16-144 7325', 'smCenterCompoundID: 10091', 'smSalt: 101', 'smLincsID: LSM-6299', 'smName: XMD16-144', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: M09')	1235.0	1758.0	4156.0	0.42299	0.17893
('Brivanib 7326', 'smCenterCompoundID: 10177', 'smSalt: 101', 'smLincsID: LSM-1178', 'smName: Brivanib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: P15')	1235.0	3553.0	4156.0	0.85487	0.79349
('Brivanib 7327', 'smCenterCompoundID: 10177', 'smSalt: 101', 'smLincsID: LSM-1178', 'smName: Brivanib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: P15')	1235.0	3387.0	4156.0	0.81493	0.73666
('Brivanib 7328', 'smCenterCompoundID: 10177', 'smSalt: 101', 'smLincsID: LSM-1178', 'smName: Brivanib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: P15')	1235.0	4061.0	4156.0	0.9771	0.96742
('NVP-BKM120 7329', 'smCenterCompoundID: 10147', 'smSalt: 101', 'smLincsID: LSM-1148', 'smName: NVP-BKM120', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: H03')	1235.0	864.0	4156.0	0.20788	-0.12715
('NVP-BKM120 7330', 'smCenterCompoundID: 10147', 'smSalt: 101', 'smLincsID: LSM-1148', 'smName: NVP-BKM120', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: H03')	1235.0	944.0	4156.0	0.22713	-0.099763
('NVP-BKM120 7331', 'smCenterCompoundID: 10147', 'smSalt: 101', 'smLincsID: LSM-1148', 'smName: NVP-BKM120', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: H03')	1235.0	999.0	4156.0	0.24037	-0.080932
('BX-912 7332', 'smCenterCompoundID: 10055', 'smSalt: 101', 'smLincsID: LSM-1055', 'smName: BX-912', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: L21')	1235.0	2461.0	4156.0	0.59213	0.41962
('BX-912 7333', 'smCenterCompoundID: 10055', 'smSalt: 101', 'smLincsID: LSM-1055', 'smName: BX-912', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: L21')	1235.0	2147.0	4156.0	0.51658	0.31211
('BX-912 7334', 'smCenterCompoundID: 10055', 'smSalt: 101', 'smLincsID: LSM-1055', 'smName: BX-912', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: L21')	1235.0	2443.0	4156.0	0.5878	0.41346
('Canertinib 7335', 'smCenterCompoundID: 10120', 'smSalt: 102', 'smLincsID: LSM-1120', 'smName: Canertinib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: H09')	1235.0	2559.0	4156.0	0.61571	0.45317
('Canertinib 7336', 'smCenterCompoundID: 10120', 'smSalt: 102', 'smLincsID: LSM-1120', 'smName: Canertinib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: H09')	1235.0	3007.0	4156.0	0.7235	0.60656
('Canertinib 7337', 'smCenterCompoundID: 10120', 'smSalt: 102', 'smLincsID: LSM-1120', 'smName: Canertinib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: H09')	1235.0	2796.0	4156.0	0.67274	0.53431
('Celastrol 7338', 'smCenterCompoundID: 10117', 'smSalt: 101', 'smLincsID: LSM-1117', 'smName: Celastrol', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: G09')	1235.0	1285.0	4156.0	0.30918	0.016987
('Celastrol 7339', 'smCenterCompoundID: 10117', 'smSalt: 101', 'smLincsID: LSM-1117', 'smName: Celastrol', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: G09')	1235.0	1263.0	4156.0	0.30389	0.0094545
('Celastrol 7340', 'smCenterCompoundID: 10117', 'smSalt: 101', 'smLincsID: LSM-1117', 'smName: Celastrol', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: G09')	1235.0	1392.0	4156.0	0.33492	0.053621
('CGP60474 7341', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: F03')	1235.0	932.0	4156.0	0.22425	-0.10387
('CGP60474 7342', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: F03')	1235.0	659.0	4156.0	0.15856	-0.19734
('CGP60474 7343', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: F03')	1235.0	994.0	4156.0	0.23916	-0.082644
('CGP60474 7344', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: G03')	1235.0	555.0	4156.0	0.13354	-0.23295
('CGP60474 7345', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: G03')	1235.0	529.0	4156.0	0.12728	-0.24185
('CGP60474 7346', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: G03')	1235.0	569.0	4156.0	0.13691	-0.22815
('CHIR-99021 7347', 'smCenterCompoundID: 10180', 'smSalt: 101', 'smLincsID: LSM-1181', 'smName: CHIR-99021', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: P15')	1235.0	2666.0	4156.0	0.64146	0.48981
('CHIR-99021 7348', 'smCenterCompoundID: 10180', 'smSalt: 101', 'smLincsID: LSM-1181', 'smName: CHIR-99021', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: P15')	1235.0	2481.0	4156.0	0.59694	0.42647
('CHIR-99021 7349', 'smCenterCompoundID: 10180', 'smSalt: 101', 'smLincsID: LSM-1181', 'smName: CHIR-99021', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: P15')	1235.0	2219.0	4156.0	0.53391	0.33676
('CP724714 7350', 'smCenterCompoundID: 10010', 'smSalt: 101', 'smLincsID: LSM-1010', 'smName: CP724714', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A09')	1235.0	3209.0	4156.0	0.77211	0.67571
('CP724714 7351', 'smCenterCompoundID: 10010', 'smSalt: 101', 'smLincsID: LSM-1010', 'smName: CP724714', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: A09')	1235.0	3383.0	4156.0	0.81397	0.73529
('CP724714 7352', 'smCenterCompoundID: 10010', 'smSalt: 101', 'smLincsID: LSM-1010', 'smName: CP724714', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A09')	1235.0	3320.0	4156.0	0.79881	0.71372
('CP466722 7353', 'smCenterCompoundID: 10009', 'smSalt: 101', 'smLincsID: LSM-1009', 'smName: CP466722', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: I09')	1235.0	4563.0	4156.0	1.0979	1.1393
('CP466722 7354', 'smCenterCompoundID: 10009', 'smSalt: 101', 'smLincsID: LSM-1009', 'smName: CP466722', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: I09')	1235.0	4853.0	4156.0	1.1677	1.2386
('CP466722 7355', 'smCenterCompoundID: 10009', 'smSalt: 101', 'smLincsID: LSM-1009', 'smName: CP466722', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: I09')	1235.0	4645.0	4156.0	1.1176	1.1674
('Crizotinib 7356', 'smCenterCompoundID: 10027', 'smSalt: 101', 'smLincsID: LSM-1027', 'smName: Crizotinib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A21')	1235.0	1550.0	4156.0	0.37294	0.10772
('Crizotinib 7357', 'smCenterCompoundID: 10027', 'smSalt: 101', 'smLincsID: LSM-1027', 'smName: Crizotinib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: A21')	1235.0	1685.0	4156.0	0.40542	0.15394
('Crizotinib 7358', 'smCenterCompoundID: 10027', 'smSalt: 101', 'smLincsID: LSM-1027', 'smName: Crizotinib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A21')	1235.0	1689.0	4156.0	0.40638	0.15531
('CYT387 7359', 'smCenterCompoundID: 10140', 'smSalt: 101', 'smLincsID: LSM-1141', 'smName: CYT387', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: P09')	1235.0	2710.0	4156.0	0.65204	0.50487
('CYT387 7360', 'smCenterCompoundID: 10140', 'smSalt: 101', 'smLincsID: LSM-1141', 'smName: CYT387', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: P09')	1235.0	2642.0	4156.0	0.63568	0.48159
('CYT387 7361', 'smCenterCompoundID: 10140', 'smSalt: 101', 'smLincsID: LSM-1141', 'smName: CYT387', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: P09')	1235.0	3061.0	4156.0	0.7365	0.62504
('Dasatinib 7362', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: D03')	1235.0	1004.0	4156.0	0.24157	-0.07922
('Dasatinib 7363', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: D03')	1235.0	918.0	4156.0	0.22088	-0.10866
('Dasatinib 7364', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: D03')	1235.0	1076.0	4156.0	0.25889	-0.054569
('Dasatinib 7365', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: I03')	1235.0	1208.0	4156.0	0.29065	-0.0093761
('Dasatinib 7366', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: I03')	1235.0	959.0	4156.0	0.23074	-0.094627
('Dasatinib 7367', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: I03')	1235.0	1030.0	4156.0	0.24782	-0.070319
('Dovitinib 7368', 'smCenterCompoundID: 10127', 'smSalt: 101', 'smLincsID: LSM-1127', 'smName: Dovitinib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: E21')	1235.0	2822.0	4156.0	0.67899	0.54322
('Dovitinib 7369', 'smCenterCompoundID: 10127', 'smSalt: 101', 'smLincsID: LSM-1127', 'smName: Dovitinib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: E21')	1235.0	2759.0	4156.0	0.66383	0.52165
('Dovitinib 7370', 'smCenterCompoundID: 10127', 'smSalt: 101', 'smLincsID: LSM-1127', 'smName: Dovitinib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: E21')	1235.0	2967.0	4156.0	0.71388	0.59286
('Enzastaurin 7371', 'smCenterCompoundID: 10069', 'smSalt: 101', 'smLincsID: LSM-1069', 'smName: Enzastaurin', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: D15')	1235.0	4196.0	4156.0	1.0096	1.0136
('Enzastaurin 7372', 'smCenterCompoundID: 10069', 'smSalt: 101', 'smLincsID: LSM-1069', 'smName: Enzastaurin', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: D15')	1235.0	3514.0	4156.0	0.84549	0.78014
('Enzastaurin 7373', 'smCenterCompoundID: 10069', 'smSalt: 101', 'smLincsID: LSM-1069', 'smName: Enzastaurin', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: D15')	1235.0	4084.0	4156.0	0.98264	0.97529
