	('totalCellCountBeforeTreatment 0',)	('totalCellCountAfterTreatment 1',)	('totalControlCellCount 2',)	('relativeCellCount 3',)	('normalizedGrowthRateInhibitionValue 4',)
('Lapatinib 5098', 'smallmolecule_smSalt: 104.0', 'smallmolecule_smName: Lapatinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M19')	1235.0	2675.0	4277.0	0.62539	0.53892
('Lapatinib 5099', 'smallmolecule_smSalt: 104.0', 'smallmolecule_smName: Lapatinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M19')	1235.0	2524.0	4583.0	0.55069	0.45881
('Rapamycin 5100', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: L18')	1235.0	3600.0	4355.0	0.82646	0.80087
('Rapamycin 5101', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: L18')	1235.0	3301.0	4277.0	0.77174	0.73062
('Rapamycin 5102', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: L18')	1235.0	3482.0	4583.0	0.75971	0.72944
('Rapamycin 5103', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: L17')	1235.0	3573.0	4355.0	0.82026	0.79342
('Rapamycin 5104', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: L17')	1235.0	3482.0	4277.0	0.81405	0.78298
('Rapamycin 5105', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: L17')	1235.0	3400.0	4583.0	0.74181	0.70778
('Rapamycin 5106', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: L16')	1235.0	3589.0	4355.0	0.82393	0.79784
('Rapamycin 5107', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: L16')	1235.0	3369.0	4277.0	0.78764	0.75044
('Rapamycin 5108', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: L16')	1235.0	3461.0	4583.0	0.75512	0.72392
('Rapamycin 5109', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: L15')	1235.0	3633.0	4355.0	0.83404	0.80993
('Rapamycin 5110', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: L15')	1235.0	3543.0	4277.0	0.82832	0.80035
('Rapamycin 5111', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: L15')	1235.0	3431.0	4583.0	0.74858	0.716
('Rapamycin 5112', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: L14')	1235.0	3306.0	4355.0	0.75897	0.71839
('Rapamycin 5113', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: L14')	1235.0	3177.0	4277.0	0.74275	0.69402
('Rapamycin 5114', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: L14')	1235.0	3451.0	4583.0	0.75294	0.72128
('Rapamycin 5115', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: L13')	1235.0	3357.0	4355.0	0.77067	0.73293
('Rapamycin 5116', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: L13')	1235.0	3042.0	4277.0	0.71119	0.65345
('Rapamycin 5117', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: L13')	1235.0	3424.0	4583.0	0.74705	0.71414
('ZSTK474 5118', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: ZSTK474', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M18')	1235.0	3601.0	4355.0	0.82669	0.80114
('ZSTK474 5119', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: ZSTK474', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M18')	1235.0	3732.0	4277.0	0.8725	0.85336
('ZSTK474 5120', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: ZSTK474', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M18')	1235.0	3709.0	4583.0	0.80923	0.78818
('ZSTK474 5121', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: ZSTK474', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M17')	1235.0	3509.0	4355.0	0.80557	0.77567
('ZSTK474 5122', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: ZSTK474', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M17')	1235.0	3492.0	4277.0	0.81639	0.78584
('ZSTK474 5123', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: ZSTK474', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M17')	1235.0	3566.0	4583.0	0.77803	0.75138
('ZSTK474 5124', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: ZSTK474', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M16')	1235.0	3394.0	4355.0	0.77917	0.74341
('ZSTK474 5125', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: ZSTK474', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M16')	1235.0	3337.0	4277.0	0.78015	0.74114
('ZSTK474 5126', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: ZSTK474', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M16')	1235.0	3170.0	4583.0	0.69163	0.64567
('ZSTK474 5127', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: ZSTK474', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M15')	1235.0	2859.0	4355.0	0.65635	0.58638
('ZSTK474 5128', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: ZSTK474', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M15')	1235.0	2928.0	4277.0	0.68453	0.61856
('ZSTK474 5129', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: ZSTK474', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M15')	1235.0	2753.0	4583.0	0.60065	0.52738
('ZSTK474 5130', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: ZSTK474', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M14')	1235.0	2224.0	4355.0	0.51057	0.38161
('ZSTK474 5131', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: ZSTK474', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M14')	1235.0	2502.0	4277.0	0.58494	0.48253
('ZSTK474 5132', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: ZSTK474', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M14')	1235.0	2397.0	4583.0	0.52298	0.41952
('ZSTK474 5133', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: ZSTK474', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M13')	1235.0	1607.0	4355.0	0.36892	0.15541
('ZSTK474 5134', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: ZSTK474', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M13')	1235.0	1981.0	4277.0	0.46314	0.30134
('ZSTK474 5135', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: ZSTK474', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M13')	1235.0	2117.0	4583.0	0.46189	0.32926
('BX-912 5136', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: BX-912', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: L24')	1235.0	3992.0	4474.0	0.89212	0.88071
('BX-912 5137', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: BX-912', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: L24')	1235.0	4021.0	4578.0	0.87822	0.86715
('BX-912 5138', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: BX-912', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: L24')	1235.0	4880.0	4929.0	0.99	0.98996
('BX-912 5139', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: BX-912', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: L23')	1235.0	3485.0	4474.0	0.77882	0.748
('BX-912 5140', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: BX-912', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: L23')	1235.0	3989.0	4578.0	0.87123	0.85927
('BX-912 5141', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: BX-912', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: L23')	1235.0	4076.0	4929.0	0.82689	0.81831
('BX-912 5142', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: BX-912', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: L22')	1235.0	1895.0	4474.0	0.42349	0.25891
('BX-912 5143', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: BX-912', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: L22')	1235.0	2230.0	4578.0	0.48705	0.36667
('BX-912 5144', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: BX-912', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: L22')	1235.0	2272.0	4929.0	0.46092	0.3567
('BX-912 5145', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: BX-912', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: L21')	1235.0	1458.0	4474.0	0.32583	0.093095
('BX-912 5146', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: BX-912', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: L21')	1235.0	1575.0	4578.0	0.34399	0.13691
('BX-912 5147', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: BX-912', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: L21')	1235.0	1809.0	4929.0	0.36699	0.2103
('BX-912 5148', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: BX-912', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: L20')	1235.0	1204.0	4474.0	0.26907	-0.014012
('BX-912 5149', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: BX-912', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: L20')	1235.0	1274.0	4578.0	0.27825	0.016177
('BX-912 5150', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: BX-912', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: L20')	1235.0	1552.0	4929.0	0.31485	0.12086
('BX-912 5151', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: BX-912', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: L19')	1235.0	559.0	4474.0	0.12492	-0.34784
('BX-912 5152', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: BX-912', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: L19')	1235.0	638.0	4578.0	0.13934	-0.29532
('BX-912 5153', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: BX-912', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: L19')	1235.0	793.0	4929.0	0.16088	-0.19937
('Selumetinib 5154', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Selumetinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M12')	1235.0	3726.0	4355.0	0.85539	0.83528
('Selumetinib 5155', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Selumetinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M12')	1235.0	3989.0	4277.0	0.93259	0.92356
('Selumetinib 5156', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Selumetinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M12')	1235.0	3949.0	4583.0	0.8616	0.84847
('Selumetinib 5157', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Selumetinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M11')	1235.0	3632.0	4355.0	0.83381	0.80966
('Selumetinib 5158', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Selumetinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M11')	1235.0	3681.0	4277.0	0.86058	0.83917
('Selumetinib 5159', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Selumetinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M11')	1235.0	3610.0	4583.0	0.78763	0.76278
('Selumetinib 5160', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Selumetinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M10')	1235.0	3133.0	4355.0	0.71925	0.66831
('Selumetinib 5161', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Selumetinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M10')	1235.0	2953.0	4277.0	0.69038	0.62626
('Selumetinib 5162', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Selumetinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M10')	1235.0	3172.0	4583.0	0.69207	0.64622
('Selumetinib 5163', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Selumetinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M09')	1235.0	2662.0	4355.0	0.61112	0.52527
('Selumetinib 5164', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Selumetinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M09')	1235.0	2885.0	4277.0	0.67448	0.60524
('Selumetinib 5165', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Selumetinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M09')	1235.0	2568.0	4583.0	0.56029	0.47221
('Selumetinib 5166', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Selumetinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M08')	1235.0	2269.0	4355.0	0.5209	0.39693
('Selumetinib 5167', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Selumetinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M08')	1235.0	2338.0	4277.0	0.5466	0.42747
('Selumetinib 5168', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Selumetinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M08')	1235.0	2389.0	4583.0	0.52123	0.41701
('Selumetinib 5169', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Selumetinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M07')	1235.0	1652.0	4355.0	0.37925	0.1731
('Selumetinib 5170', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Selumetinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M07')	1235.0	1483.0	4277.0	0.34671	0.10709
('Selumetinib 5171', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Selumetinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M07')	1235.0	1597.0	4583.0	0.34843	0.14516
('MK2206 5172', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: MK2206', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: F06')	1235.0	4148.0	4355.0	0.95227	0.94689
('MK2206 5173', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: MK2206', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: F06')	1235.0	3983.0	4277.0	0.93118	0.92195
('MK2206 5174', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: MK2206', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: F06')	1235.0	4169.0	4583.0	0.9096	0.90224
('MK2206 5175', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: MK2206', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: F05')	1235.0	3919.0	4355.0	0.89969	0.88699
('MK2206 5176', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: MK2206', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: F05')	1235.0	3983.0	4277.0	0.93118	0.92195
('MK2206 5177', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: MK2206', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: F05')	1235.0	4093.0	4583.0	0.89301	0.88382
('MK2206 5178', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: MK2206', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: F04')	1235.0	3785.0	4355.0	0.86893	0.85121
('MK2206 5179', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: MK2206', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: F04')	1235.0	3773.0	4277.0	0.88209	0.8647
('MK2206 5180', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: MK2206', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: F04')	1235.0	4087.0	4583.0	0.8917	0.88236
('MK2206 5181', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: MK2206', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: F03')	1235.0	3742.0	4355.0	0.85906	0.83961
('MK2206 5182', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: MK2206', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: F03')	1235.0	3683.0	4277.0	0.86105	0.83973
('MK2206 5183', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: MK2206', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: F03')	1235.0	3659.0	4583.0	0.79832	0.77539
('MK2206 5184', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: MK2206', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: F02')	1235.0	3264.0	4355.0	0.74932	0.70635
('MK2206 5185', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: MK2206', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: F02')	1235.0	3602.0	4277.0	0.84211	0.81703
('MK2206 5186', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: MK2206', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: F02')	1235.0	3498.0	4583.0	0.7632	0.73364
('MK2206 5187', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: MK2206', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: F01')	1235.0	1437.0	4355.0	0.3299	0.086467
('MK2206 5188', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: MK2206', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: F01')	1235.0	2188.0	4277.0	0.51153	0.37559
('MK2206 5189', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: MK2206', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: F01')	1235.0	1943.0	4583.0	0.42393	0.27031
('AZD-6482 5190', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD-6482', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: I06')	1235.0	4210.0	4474.0	0.94084	0.93536
('AZD-6482 5191', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD-6482', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: I06')	1235.0	4197.0	4578.0	0.91666	0.90997
('AZD-6482 5192', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD-6482', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: I06')	1235.0	4547.0	4929.0	0.92245	0.92072
('AZD-6482 5193', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD-6482', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: I05')	1235.0	3781.0	4474.0	0.84497	0.82649
('AZD-6482 5194', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD-6482', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: I05')	1235.0	4246.0	4578.0	0.92736	0.92174
