	('measuredProteinValue 0',)
(' 6677', 'clName: HCC70', 'ppName: FGF-2', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pAkt')	3220.27847
(' 6678', 'clName: HCC70', 'ppName: FGF-2', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pErk')	1390.694555
(' 6679', 'clName: HCC70', 'ppName: FGF-2', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pErk')	1381.971432
(' 6680', 'clName: HCC70', 'ppName: FGF-2', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pErk')	1157.45134
(' 6681', 'clName: HCC70', 'ppName: FGF-2', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	1629.516513
(' 6682', 'clName: HCC70', 'ppName: FGF-2', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pErk')	1282.65274
(' 6683', 'clName: HCC70', 'ppName: FGF-2', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pErk')	1248.970467
(' 6684', 'clName: HCC70', 'ppName: FGF-2', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pJnk')	491.868291
(' 6685', 'clName: HCC70', 'ppName: FGF-2', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pJnk')	521.4297314
(' 6686', 'clName: HCC70', 'ppName: FGF-2', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pJnk')	450.3677429
(' 6687', 'clName: HCC70', 'ppName: FGF-2', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pJnk')	467.8829416
(' 6688', 'clName: HCC70', 'ppName: FGF-2', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pJnk')	480.0653719
(' 6689', 'clName: HCC70', 'ppName: FGF-2', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pJnk')	465.2738615
(' 6690', 'clName: HCC70', 'ppName: FGF-2', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	596.7830396
(' 6691', 'clName: HCC70', 'ppName: FGF-2', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	570.5362671
(' 6692', 'clName: HCC70', 'ppName: FGF-2', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	540.3367457
(' 6693', 'clName: HCC70', 'ppName: FGF-2', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	583.4551825
(' 6694', 'clName: HCC70', 'ppName: FGF-2', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	608.6794358
(' 6695', 'clName: HCC70', 'ppName: FGF-2', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	645.4248325
(' 6696', 'clName: HCC70', 'ppName: HGF', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pAkt')	3398.516887
(' 6697', 'clName: HCC70', 'ppName: HGF', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pAkt')	7484.370632
(' 6698', 'clName: HCC70', 'ppName: HGF', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pAkt')	4027.065282
(' 6699', 'clName: HCC70', 'ppName: HGF', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pAkt')	7921.848653
(' 6700', 'clName: HCC70', 'ppName: HGF', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pAkt')	4389.598768
(' 6701', 'clName: HCC70', 'ppName: HGF', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pAkt')	7795.465903
(' 6702', 'clName: HCC70', 'ppName: HGF', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pErk')	1357.970512
(' 6703', 'clName: HCC70', 'ppName: HGF', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pErk')	19728.88719
(' 6704', 'clName: HCC70', 'ppName: HGF', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pErk')	1783.09987
(' 6705', 'clName: HCC70', 'ppName: HGF', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	9431.04039
(' 6706', 'clName: HCC70', 'ppName: HGF', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pErk')	1820.233561
(' 6707', 'clName: HCC70', 'ppName: HGF', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pErk')	7445.242837
(' 6708', 'clName: HCC70', 'ppName: HGF', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pJnk')	459.0068488
(' 6709', 'clName: HCC70', 'ppName: HGF', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pJnk')	578.8474571
(' 6710', 'clName: HCC70', 'ppName: HGF', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pJnk')	423.1584055
(' 6711', 'clName: HCC70', 'ppName: HGF', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pJnk')	437.2034904
(' 6712', 'clName: HCC70', 'ppName: HGF', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pJnk')	427.7990071
(' 6713', 'clName: HCC70', 'ppName: HGF', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pJnk')	453.9585972
(' 6714', 'clName: HCC70', 'ppName: HGF', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	694.9379015
(' 6715', 'clName: HCC70', 'ppName: HGF', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	709.5632482
(' 6716', 'clName: HCC70', 'ppName: HGF', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	670.6168442
(' 6717', 'clName: HCC70', 'ppName: HGF', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	632.3481166
(' 6718', 'clName: HCC70', 'ppName: HGF', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	636.9936459
(' 6719', 'clName: HCC70', 'ppName: HGF', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	718.3286274
(' 6720', 'clName: HCC70', 'ppName: HRG', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pAkt')	5173.010175
(' 6721', 'clName: HCC70', 'ppName: HRG', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pAkt')	8842.46799
(' 6722', 'clName: HCC70', 'ppName: HRG', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pAkt')	7448.919092
(' 6723', 'clName: HCC70', 'ppName: HRG', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pAkt')	8782.686503
(' 6724', 'clName: HCC70', 'ppName: HRG', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pAkt')	8157.224253
(' 6725', 'clName: HCC70', 'ppName: HRG', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pAkt')	8395.324207
(' 6726', 'clName: HCC70', 'ppName: HRG', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pErk')	1613.318655
(' 6727', 'clName: HCC70', 'ppName: HRG', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pErk')	16753.28714
(' 6728', 'clName: HCC70', 'ppName: HRG', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pErk')	2855.920639
(' 6729', 'clName: HCC70', 'ppName: HRG', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	3764.193575
(' 6730', 'clName: HCC70', 'ppName: HRG', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pErk')	2740.161152
(' 6731', 'clName: HCC70', 'ppName: HRG', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pErk')	3572.694335
(' 6732', 'clName: HCC70', 'ppName: HRG', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pJnk')	472.2591867
(' 6733', 'clName: HCC70', 'ppName: HRG', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pJnk')	564.4186875
(' 6734', 'clName: HCC70', 'ppName: HRG', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pJnk')	447.7884249
(' 6735', 'clName: HCC70', 'ppName: HRG', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pJnk')	459.110928
(' 6736', 'clName: HCC70', 'ppName: HRG', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pJnk')	451.0696383
(' 6737', 'clName: HCC70', 'ppName: HRG', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pJnk')	447.8205063
(' 6738', 'clName: HCC70', 'ppName: HRG', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	607.4311096
(' 6739', 'clName: HCC70', 'ppName: HRG', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	621.8332315
(' 6740', 'clName: HCC70', 'ppName: HRG', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	564.6876243
(' 6741', 'clName: HCC70', 'ppName: HRG', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	638.4848999
(' 6742', 'clName: HCC70', 'ppName: HRG', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	646.4504253
(' 6743', 'clName: HCC70', 'ppName: HRG', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	679.518819
(' 6744', 'clName: HCC70', 'ppName: IGF-I', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pAkt')	3222.896482
(' 6745', 'clName: HCC70', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pAkt')	3541.83893
(' 6746', 'clName: HCC70', 'ppName: IGF-I', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pAkt')	3372.625268
(' 6747', 'clName: HCC70', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pAkt')	3701.068808
(' 6748', 'clName: HCC70', 'ppName: IGF-I', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pAkt')	3306.575704
(' 6749', 'clName: HCC70', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pAkt')	3859.401982
(' 6750', 'clName: HCC70', 'ppName: IGF-I', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pErk')	1287.825464
(' 6751', 'clName: HCC70', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pErk')	1481.893972
(' 6752', 'clName: HCC70', 'ppName: IGF-I', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pErk')	1480.841404
(' 6753', 'clName: HCC70', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	1433.813058
(' 6754', 'clName: HCC70', 'ppName: IGF-I', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pErk')	1335.05678
(' 6755', 'clName: HCC70', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pErk')	1326.33432
(' 6756', 'clName: HCC70', 'ppName: IGF-I', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pJnk')	494.3053076
(' 6757', 'clName: HCC70', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pJnk')	476.0255158
(' 6758', 'clName: HCC70', 'ppName: IGF-I', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pJnk')	513.2535575
(' 6759', 'clName: HCC70', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pJnk')	497.8989461
(' 6760', 'clName: HCC70', 'ppName: IGF-I', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pJnk')	506.3840335
(' 6761', 'clName: HCC70', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pJnk')	496.4527798
(' 6762', 'clName: HCC70', 'ppName: IGF-I', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	659.4078267
(' 6763', 'clName: HCC70', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	705.7825002
(' 6764', 'clName: HCC70', 'ppName: IGF-I', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	652.1547835
(' 6765', 'clName: HCC70', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	641.4544014
(' 6766', 'clName: HCC70', 'ppName: IGF-I', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	689.8455271
(' 6767', 'clName: HCC70', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	616.4145473
(' 6768', 'clName: HCC70', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pAkt')	3091.03486
(' 6769', 'clName: HCC70', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pAkt')	3200.296519
(' 6770', 'clName: HCC70', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pAkt')	3092.186768
(' 6771', 'clName: HCC70', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pAkt')	3398.089525
(' 6772', 'clName: HCC70', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pAkt')	3459.858579
(' 6773', 'clName: HCC70', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pAkt')	3681.587076
(' 6774', 'clName: HCC70', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pErk')	1378.940057
(' 6775', 'clName: HCC70', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pErk')	1387.381993
(' 6776', 'clName: HCC70', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pErk')	1242.635782
(' 6777', 'clName: HCC70', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	1312.179117
(' 6778', 'clName: HCC70', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pErk')	1200.86644
(' 6779', 'clName: HCC70', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pErk')	1341.584087
(' 6780', 'clName: HCC70', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pJnk')	482.1140808
(' 6781', 'clName: HCC70', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pJnk')	450.2565909
(' 6782', 'clName: HCC70', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pJnk')	458.9525149
(' 6783', 'clName: HCC70', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pJnk')	461.2769741
(' 6784', 'clName: HCC70', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pJnk')	462.2450182
(' 6785', 'clName: HCC70', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pJnk')	449.7648668
(' 6786', 'clName: HCC70', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	691.9420966
(' 6787', 'clName: HCC70', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	708.6351472
(' 6788', 'clName: HCC70', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	667.3919721
(' 6789', 'clName: HCC70', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	675.0791683
(' 6790', 'clName: HCC70', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	689.687227
(' 6791', 'clName: HCC70', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	715.665694
(' 6792', 'clName: HCC70', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pAkt')	3119.118638
(' 6793', 'clName: HCC70', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pAkt')	3384.589926
(' 6794', 'clName: HCC70', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pAkt')	3461.156224
(' 6795', 'clName: HCC70', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pAkt')	3535.651262
(' 6796', 'clName: HCC70', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pAkt')	3411.494181
(' 6797', 'clName: HCC70', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pAkt')	3569.983586
(' 6798', 'clName: HCC70', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pErk')	1250.64531
(' 6799', 'clName: HCC70', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pErk')	1464.931438
(' 6800', 'clName: HCC70', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pErk')	1227.274119
(' 6801', 'clName: HCC70', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	1383.959157
(' 6802', 'clName: HCC70', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pErk')	1265.333261
(' 6803', 'clName: HCC70', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pErk')	1267.328531
(' 6804', 'clName: HCC70', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pJnk')	507.3278054
(' 6805', 'clName: HCC70', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pJnk')	497.5854668
(' 6806', 'clName: HCC70', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pJnk')	517.3857471
(' 6807', 'clName: HCC70', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pJnk')	502.0146754
(' 6808', 'clName: HCC70', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pJnk')	485.6676474
(' 6809', 'clName: HCC70', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pJnk')	478.6986786
(' 6810', 'clName: HCC70', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	685.2401242
(' 6811', 'clName: HCC70', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	689.2701063
(' 6812', 'clName: HCC70', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	652.0693956
(' 6813', 'clName: HCC70', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	683.0697944
(' 6814', 'clName: HCC70', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	694.9208746
(' 6815', 'clName: HCC70', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	759.435315
(' 6816', 'clName: HCC70', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pAkt')	3075.76011
(' 6817', 'clName: HCC70', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pAkt')	3502.924151
(' 6818', 'clName: HCC70', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pAkt')	3396.000066
(' 6819', 'clName: HCC70', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pAkt')	3290.8526
(' 6820', 'clName: HCC70', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pAkt')	3311.003503
(' 6821', 'clName: HCC70', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pAkt')	3421.84501
(' 6822', 'clName: HCC70', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pErk')	1141.385216
(' 6823', 'clName: HCC70', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pErk')	1261.071936
(' 6824', 'clName: HCC70', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pErk')	1272.062085
(' 6825', 'clName: HCC70', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	1350.327792
(' 6826', 'clName: HCC70', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pErk')	1180.069795
(' 6827', 'clName: HCC70', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pErk')	1151.918887
(' 6828', 'clName: HCC70', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pJnk')	484.5246695
(' 6829', 'clName: HCC70', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pJnk')	502.7779365
(' 6830', 'clName: HCC70', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pJnk')	482.3466757
(' 6831', 'clName: HCC70', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pJnk')	483.0892263
(' 6832', 'clName: HCC70', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pJnk')	483.0687074
(' 6833', 'clName: HCC70', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pJnk')	445.8597459
(' 6834', 'clName: HCC70', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	658.8793798
(' 6835', 'clName: HCC70', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	665.7837431
(' 6836', 'clName: HCC70', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	667.7158084
(' 6837', 'clName: HCC70', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	631.8331172
(' 6838', 'clName: HCC70', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	668.2192181
(' 6839', 'clName: HCC70', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	676.4729542
(' 6840', 'clName: HCC70', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pAkt')	3112.590466
(' 6841', 'clName: HCC70', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pAkt')	3909.559215
(' 6842', 'clName: HCC70', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pAkt')	3260.901924
(' 6843', 'clName: HCC70', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pAkt')	3432.340965
(' 6844', 'clName: HCC70', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pAkt')	3296.591267
(' 6845', 'clName: HCC70', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pAkt')	3419.775231
(' 6846', 'clName: HCC70', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pErk')	1375.970353
(' 6847', 'clName: HCC70', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pErk')	1415.738692
(' 6848', 'clName: HCC70', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pErk')	1283.369522
(' 6849', 'clName: HCC70', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	1335.879011
(' 6850', 'clName: HCC70', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pErk')	1353.994379
(' 6851', 'clName: HCC70', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pErk')	1236.835427
(' 6852', 'clName: HCC70', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pJnk')	451.8431292
(' 6853', 'clName: HCC70', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pJnk')	444.2581538
(' 6854', 'clName: HCC70', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pJnk')	424.4981768
(' 6855', 'clName: HCC70', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pJnk')	430.2657943
(' 6856', 'clName: HCC70', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pJnk')	420.3080755
(' 6857', 'clName: HCC70', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pJnk')	447.5055754
(' 6858', 'clName: HCC70', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	701.6475122
(' 6859', 'clName: HCC70', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	716.3997203
(' 6860', 'clName: HCC70', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	663.1345716
(' 6861', 'clName: HCC70', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	685.5624291
(' 6862', 'clName: HCC70', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	672.1425841
(' 6863', 'clName: HCC70', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	756.9946557
(' 6864', 'clName: HCC70', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pAkt')	3392.655759
(' 6865', 'clName: HCC70', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pAkt')	6606.931304
(' 6866', 'clName: HCC70', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pAkt')	3726.962405
(' 6867', 'clName: HCC70', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pAkt')	6038.77385
(' 6868', 'clName: HCC70', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pAkt')	3794.785339
(' 6869', 'clName: HCC70', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pAkt')	4507.544317
(' 6870', 'clName: HCC70', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pErk')	1350.881524
(' 6871', 'clName: HCC70', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pErk')	3058.051673
(' 6872', 'clName: HCC70', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pErk')	1300.419479
(' 6873', 'clName: HCC70', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	1741.321609
