	('meanTotalCellCountBeforeTreatment 0',)	('meanTotalCellCountAfterTreatment 1',)	('meanTotalControlCellCount 2',)	('meanRelativeCellCountAfterTreatment 3',)	('meanRelativeGrowthRateAfterTreatment 4',)
('YM 201636 1838', 'smCenterCompoundID: 10109', 'smSalt: 101', 'smLincsID: LSM-1109', 'smName: YM 201636', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	513.0	6499.0	10401.0	0.6249	0.60542
('ZSTK474 1839', 'smCenterCompoundID: 10053', 'smSalt: 101', 'smLincsID: LSM-1053', 'smName: ZSTK474', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	513.0	2117.0	10401.0	0.20357	0.16222
('Afatinib 1840', 'smCenterCompoundID: 10133', 'smSalt: 101', 'smLincsID: LSM-5742', 'smName: Afatinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	525.0	10401.0	0.050475	0.0011767
('Sigma A6730 1841', 'smCenterCompoundID: 10035', 'smSalt: 101', 'smLincsID: LSM-1035', 'smName: Sigma A6730', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	8297.0	10401.0	0.79777	0.78727
('Flavopiridol 1842', 'smCenterCompoundID: 10011', 'smSalt: 101', 'smLincsID: LSM-1011', 'smName: Flavopiridol', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	505.0	10401.0	0.048584	-0.00081224
('AT-7519 1843', 'smCenterCompoundID: 10004', 'smSalt: 101', 'smLincsID: LSM-1004', 'smName: AT-7519', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	665.0	10401.0	0.063999	0.015403
('AZD 5438 1844', 'smCenterCompoundID: 10158', 'smSalt: 101', 'smLincsID: LSM-1159', 'smName: AZD 5438', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	704.0	10401.0	0.067685	0.01928
('AZD-6482 1845', 'smCenterCompoundID: 10059', 'smSalt: 101', 'smLincsID: LSM-1059', 'smName: AZD-6482', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	4932.0	10401.0	0.47421	0.44691
('AZD7762 1846', 'smCenterCompoundID: 10006', 'smSalt: 101', 'smLincsID: LSM-1006', 'smName: AZD7762', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	936.0	10401.0	0.090054	0.042811
('AZD8055 1847', 'smCenterCompoundID: 10007', 'smSalt: 101', 'smLincsID: LSM-1007', 'smName: AZD8055', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	927.0	10401.0	0.089157	0.041867
('AZD8330 1848', 'smCenterCompoundID: 10164', 'smSalt: 101', 'smLincsID: LSM-1165', 'smName: AZD8330', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	652.0	10401.0	0.062685	0.014021
('AZD1152-HQPA 1849', 'smCenterCompoundID: 10067', 'smSalt: 101', 'smLincsID: LSM-1067', 'smName: AZD1152-HQPA', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	1376.0	10401.0	0.13229	0.087243
('BI-2536 1850', 'smCenterCompoundID: 10041', 'smSalt: 101', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	740.0	10401.0	0.071146	0.022921
('BMS345541 1851', 'smCenterCompoundID: 10028', 'smSalt: 102', 'smLincsID: LSM-1028', 'smName: BMS345541', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	9529.0	10401.0	0.91621	0.91186
('BMS-387032 1852', 'smCenterCompoundID: 10132', 'smSalt: 101', 'smLincsID: LSM-1132', 'smName: BMS-387032', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	488.0	10401.0	0.046918	-0.0025652
('GDC-0980 1853', 'smCenterCompoundID: 10234', 'smSalt: 101', 'smLincsID: LSM-4257', 'smName: GDC-0980', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	603.0	10401.0	0.058039	0.0091327
('NVP-AEW541 1854', 'smCenterCompoundID: 10122', 'smSalt: 101', 'smLincsID: LSM-1122', 'smName: NVP-AEW541', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	3020.0	10401.0	0.29038	0.25354
('SB590885 1855', 'smCenterCompoundID: 10046', 'smSalt: 101', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	9274.0	10401.0	0.89166	0.88604
('PIK-93 1856', 'smCenterCompoundID: 10190', 'smSalt: 101', 'smLincsID: LSM-1191', 'smName: PIK-93', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	5421.0	10401.0	0.52126	0.4964
('KIN001-043 1857', 'smCenterCompoundID: 10031', 'smSalt: 101', 'smLincsID: LSM-1031', 'smName: KIN001-043', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	6085.0	10401.0	0.58503	0.56349
('BYL719 1858', 'smCenterCompoundID: 10233', 'smSalt: 101', 'smLincsID: LSM-4256', 'smName: BYL719', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	4552.0	10401.0	0.43768	0.40848
('NVP-AUY922 1859', 'smCenterCompoundID: 10161', 'smSalt: 101', 'smLincsID: LSM-1162', 'smName: NVP-AUY922', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	492.0	10401.0	0.047335	-0.002127
('A443654 1860', 'smCenterCompoundID: 10045', 'smSalt: 101', 'smLincsID: LSM-1045', 'smName: A443654', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	351.0	10401.0	0.033778	-0.016387
('OSI-027 1861', 'smCenterCompoundID: 10063', 'smSalt: 102', 'smLincsID: LSM-1063', 'smName: OSI-027', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	1101.0	10401.0	0.10592	0.059498
('XMD11-85h 1862', 'smCenterCompoundID: 10087', 'smSalt: 101', 'smLincsID: LSM-5577', 'smName: XMD11-85h', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	8668.0	10401.0	0.8334	0.82475
('HG-6-64-01 1863', 'smCenterCompoundID: 10017', 'smSalt: 101', 'smLincsID: LSM-6015', 'smName: HG-6-64-01', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	1652.0	10401.0	0.15886	0.11519
('WH-4-025 1864', 'smCenterCompoundID: 10039', 'smSalt: 101', 'smLincsID: LSM-5431', 'smName: WH-4-025', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	1148.0	10401.0	0.1104	0.064218
('WZ-4-145 1865', 'smCenterCompoundID: 10082', 'smSalt: 101', 'smLincsID: LSM-5545', 'smName: WZ-4-145', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	4150.0	10401.0	0.39899	0.36779
('XMD16-144 1866', 'smCenterCompoundID: 10091', 'smSalt: 101', 'smLincsID: LSM-6299', 'smName: XMD16-144', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	1297.0	10401.0	0.12473	0.079287
('Brivanib 1867', 'smCenterCompoundID: 10177', 'smSalt: 101', 'smLincsID: LSM-1178', 'smName: Brivanib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	4641.0	10401.0	0.44623	0.41748
('NVP-BKM120 1868', 'smCenterCompoundID: 10147', 'smSalt: 101', 'smLincsID: LSM-1148', 'smName: NVP-BKM120', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	386.0	10401.0	0.037111	-0.012881
('BX-912 1869', 'smCenterCompoundID: 10055', 'smSalt: 101', 'smLincsID: LSM-1055', 'smName: BX-912', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	1326.0	10401.0	0.12752	0.08222
('Canertinib 1870', 'smCenterCompoundID: 10120', 'smSalt: 102', 'smLincsID: LSM-1120', 'smName: Canertinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	694.0	10401.0	0.066755	0.018302
('Celastrol 1871', 'smCenterCompoundID: 10117', 'smSalt: 101', 'smLincsID: LSM-1117', 'smName: Celastrol', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	450.0	10401.0	0.043297	-0.0063747
('CGP60474 1872', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	666.0	10401.0	0.064031	0.015437
('CGP60474 1873', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	484.0	10401.0	0.046533	-0.0029698
('CHIR-99021 1874', 'smCenterCompoundID: 10180', 'smSalt: 101', 'smLincsID: LSM-1181', 'smName: CHIR-99021', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	6115.0	10401.0	0.58795	0.56655
('CP724714 1875', 'smCenterCompoundID: 10010', 'smSalt: 101', 'smLincsID: LSM-1010', 'smName: CP724714', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	10064.0	10401.0	0.96759	0.9659
('CP466722 1876', 'smCenterCompoundID: 10009', 'smSalt: 101', 'smLincsID: LSM-1009', 'smName: CP466722', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	9517.0	10401.0	0.91503	0.91062
('Crizotinib 1877', 'smCenterCompoundID: 10027', 'smSalt: 101', 'smLincsID: LSM-1027', 'smName: Crizotinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	6595.0	10401.0	0.63413	0.61513
('CYT387 1878', 'smCenterCompoundID: 10140', 'smSalt: 101', 'smLincsID: LSM-1141', 'smName: CYT387', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	4328.0	10401.0	0.41617	0.38586
('Dasatinib 1879', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	337.0	10401.0	0.032432	-0.017803
('Dasatinib 1880', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	305.0	10401.0	0.029324	-0.021073
('Dovitinib 1881', 'smCenterCompoundID: 10127', 'smSalt: 101', 'smLincsID: LSM-1127', 'smName: Dovitinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	1073.0	10401.0	0.10319	0.056632
('Enzastaurin 1882', 'smCenterCompoundID: 10069', 'smSalt: 101', 'smLincsID: LSM-1069', 'smName: Enzastaurin', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	9146.0	10401.0	0.87933	0.87306
('Erlotinib 1883', 'smCenterCompoundID: 10097', 'smSalt: 101', 'smLincsID: LSM-1097', 'smName: Erlotinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	667.0	10401.0	0.064128	0.015538
('Foretinib 1884', 'smCenterCompoundID: 10157', 'smSalt: 101', 'smLincsID: LSM-1158', 'smName: Foretinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	1147.0	10401.0	0.11031	0.064116
('R406 1885', 'smCenterCompoundID: 10040', 'smSalt: 101', 'smLincsID: LSM-1040', 'smName: R406', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	5300.0	10401.0	0.50962	0.48416
('GDC-0941 1886', 'smCenterCompoundID: 10047', 'smSalt: 101', 'smLincsID: LSM-1047', 'smName: GDC-0941', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	1104.0	10401.0	0.10617	0.059768
('Gefitinib 1887', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	786.0	10401.0	0.075601	0.027607
('Geldanamycin 1888', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	389.0	10401.0	0.037432	-0.012544
('Geldanamycin 1889', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	393.0	10401.0	0.037784	-0.012173
('GSK1059615 1890', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	348.0	10401.0	0.033522	-0.016657
('GSK1059615 1891', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	459.0	10401.0	0.04413	-0.0054982
('GSK1904529A 1892', 'smCenterCompoundID: 10134', 'smSalt: 101', 'smLincsID: LSM-1134', 'smName: GSK1904529A', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	2209.0	10401.0	0.21241	0.17152
('GSK2126458 1893', 'smCenterCompoundID: 10146', 'smSalt: 101', 'smLincsID: LSM-1147', 'smName: GSK2126458', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	431.0	10401.0	0.041438	-0.0083299
('GSK 690693 1894', 'smCenterCompoundID: 10128', 'smSalt: 101', 'smLincsID: LSM-1128', 'smName: GSK 690693', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	7222.0	10401.0	0.69435	0.67848
('GW843682 1895', 'smCenterCompoundID: 10014', 'smSalt: 101', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	701.0	10401.0	0.067396	0.018977
('HG-5-113-01 1896', 'smCenterCompoundID: 10015', 'smSalt: 101', 'smLincsID: LSM-5982', 'smName: HG-5-113-01', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	1445.0	10401.0	0.13893	0.094221
('HG-5-88-01 1897', 'smCenterCompoundID: 10016', 'smSalt: 101', 'smLincsID: LSM-5245', 'smName: HG-5-88-01', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	2412.0	10401.0	0.23196	0.19209
('Imatinib 1898', 'smCenterCompoundID: 10023', 'smSalt: 103', 'smLincsID: LSM-1023', 'smName: Imatinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	11182.0	10401.0	1.0751	1.079
('JNK-9L 1899', 'smCenterCompoundID: 10100', 'smSalt: 101', 'smLincsID: LSM-36386', 'smName: JNK-9L', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	592.0	10401.0	0.056949	0.0079865
('JW-7-24-1 1900', 'smCenterCompoundID: 10019', 'smSalt: 101', 'smLincsID: LSM-5674', 'smName: JW-7-24-1', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	5711.0	10401.0	0.54914	0.52573
('Lapatinib 1901', 'smCenterCompoundID: 10051', 'smSalt: 104', 'smLincsID: LSM-1051', 'smName: Lapatinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	3620.0	10401.0	0.3481	0.31426
('LDN-193189 1902', 'smCenterCompoundID: 10115', 'smSalt: 102', 'smLincsID: LSM-1115', 'smName: LDN-193189', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	5692.0	10401.0	0.54731	0.52381
('Linifanib 1903', 'smCenterCompoundID: 10182', 'smSalt: 101', 'smLincsID: LSM-1183', 'smName: Linifanib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	9782.0	10401.0	0.94051	0.93742
('Linsitinib 1904', 'smCenterCompoundID: 10135', 'smSalt: 101', 'smLincsID: LSM-1135', 'smName: Linsitinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	3084.0	10401.0	0.29654	0.26001
('Mitoxantrone 1905', 'smCenterCompoundID: 10479', 'smSalt: 102', 'smLincsID: ', 'smName: Mitoxantrone', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	371.0	10401.0	0.035669	-0.014398
('Mitoxantrone 1906', 'smCenterCompoundID: 10479', 'smSalt: 102', 'smLincsID: ', 'smName: Mitoxantrone', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	407.0	10401.0	0.03913	-0.010757
('MK2206 1907', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	6006.0	10401.0	0.5775	0.55556
('Neratinib 1908', 'smCenterCompoundID: 10018', 'smSalt: 101', 'smLincsID: LSM-1018', 'smName: Neratinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	683.0	10401.0	0.065698	0.01719
('Nilotinib 1909', 'smCenterCompoundID: 10099', 'smSalt: 101', 'smLincsID: LSM-1099', 'smName: Nilotinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	10452.0	10401.0	1.005	1.0052
('BIBF-1120 1910', 'smCenterCompoundID: 10151', 'smSalt: 101', 'smLincsID: LSM-1152', 'smName: BIBF-1120', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	7959.0	10401.0	0.76524	0.75305
('NU7441 1911', 'smCenterCompoundID: 10061', 'smSalt: 101', 'smLincsID: LSM-1061', 'smName: NU7441', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	7796.0	10401.0	0.74957	0.73656
('BEZ235 1912', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	967.0	10401.0	0.093035	0.045946
('NVP-TAE684 1913', 'smCenterCompoundID: 10024', 'smSalt: 101', 'smLincsID: LSM-1024', 'smName: NVP-TAE684', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	1472.0	10401.0	0.14152	0.096952
('PD0332991 1914', 'smCenterCompoundID: 10071', 'smSalt: 101', 'smLincsID: LSM-1071', 'smName: PD0332991', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	3336.0	10401.0	0.32073	0.28547
('PD0325901 1915', 'smCenterCompoundID: 10101', 'smSalt: 101', 'smLincsID: LSM-1101', 'smName: PD0325901', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	579.0	10401.0	0.055731	0.0067055
('PD0325901 1916', 'smCenterCompoundID: 10101', 'smSalt: 101', 'smLincsID: LSM-1101', 'smName: PD0325901', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	493.0	10401.0	0.047399	-0.0020596
('PD173074 1917', 'smCenterCompoundID: 10026', 'smSalt: 101', 'smLincsID: LSM-1026', 'smName: PD173074', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	10543.0	10401.0	1.0137	1.0144
('PD184352 1918', 'smCenterCompoundID: 10048', 'smSalt: 101', 'smLincsID: LSM-1048', 'smName: PD184352', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	1165.0	10401.0	0.11204	0.065937
('Pelitinib 1919', 'smCenterCompoundID: 10159', 'smSalt: 101', 'smLincsID: LSM-1160', 'smName: Pelitinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	680.0	10401.0	0.065377	0.016853
('PF431396 1920', 'smCenterCompoundID: 10116', 'smSalt: 101', 'smLincsID: LSM-1116', 'smName: PF431396', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	761.0	10401.0	0.073165	0.025045
('PF477736 1921', 'smCenterCompoundID: 10112', 'smSalt: 101', 'smLincsID: LSM-1112', 'smName: PF477736', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	931.0	10401.0	0.089574	0.042305
('PF562271 1922', 'smCenterCompoundID: 10072', 'smSalt: 101', 'smLincsID: LSM-1072', 'smName: PF562271', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	668.0	10401.0	0.064288	0.015706
('PHA-665752 1923', 'smCenterCompoundID: 10125', 'smSalt: 101', 'smLincsID: LSM-1125', 'smName: PHA-665752', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	9651.0	10401.0	0.92791	0.92417
('PHA-793887 1924', 'smCenterCompoundID: 10073', 'smSalt: 101', 'smLincsID: LSM-1073', 'smName: PHA-793887', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	511.0	10401.0	0.049193	-0.00017172
('PI103 1925', 'smCenterCompoundID: 10126', 'smSalt: 101', 'smLincsID: LSM-1126', 'smName: PI103', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	811.0	10401.0	0.078004	0.030135
('PLX-4720 1926', 'smCenterCompoundID: 10049', 'smSalt: 101', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	10721.0	10401.0	1.0308	1.0323
('QL-X-138 1927', 'smCenterCompoundID: 10075', 'smSalt: 101', 'smLincsID: LSM-5803', 'smName: QL-X-138', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	1712.0	10401.0	0.16463	0.12126
('QL-XII-47 1928', 'smCenterCompoundID: 10077', 'smSalt: 101', 'smLincsID: LSM-6019', 'smName: QL-XII-47', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	513.0	818.0	10401.0	0.078709	0.030877
('Radicicol 1929', 'smCenterCompoundID: 10480', 'smSalt: 101', 'smLincsID: ', 'smName: Radicicol', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	513.0	638.0	10401.0	0.061404	0.012672
