	('cellCount 0',)	('percentApoptoticCells 1',)	('percentDeadCells 2',)
('4977 1538', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: L15', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 3.0')	405.0	47.407	
('4978 1539', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: L16', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 1.0')	350.0	39.714	
('4979 1540', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: L16', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 2.0')	314.0	58.28	
('4980 1541', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: L16', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 3.0')	318.0	66.352	
('4981 1542', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: L17', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	954.0	6.3941	
('4982 1543', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: L17', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	1769.0	4.5789	
('4983 1544', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: L17', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 3.0')	4129.0	6.5391	
('4984 1545', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: L18', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 1.0')	319.0	39.185	
('4985 1546', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: L18', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 2.0')	365.0	55.616	
('4986 1547', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: L18', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 3.0')	284.0	69.366	
('4987 1548', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: L19', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	1006.0	5.5666	
('4988 1549', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: L19', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	1754.0	3.6488	
('4989 1550', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: L19', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 3.0')	4313.0	9.4366	
('4990 1551', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: L20', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 1.0')	904.0	7.5221	
('4991 1552', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: L20', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 2.0')	2086.0	4.1707	
('4992 1553', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: L20', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 3.0')	4304.0	9.8513	
('4993 1554', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: L21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	992.0	8.6694	
('4994 1555', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: L21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	2130.0	3.1925	
('4995 1556', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: L21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 3.0')	4105.0	6.9428	
('4996 1557', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: L22', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 1.0')	813.0	7.6261	
('4997 1558', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: L22', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 2.0')	2020.0	3.5644	
('4998 1559', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: L22', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 3.0')	4204.0	7.9448	
('4999 1560', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M03', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	675.0	7.8519	
('5000 1561', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M03', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	2283.0	3.4166	
('5001 1562', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M03', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 3.0')	2814.0	6.3966	
('5002 1563', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M04', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	1228.0	7.2476	
('5003 1564', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M04', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	1782.0	3.0864	
('5004 1565', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M04', 'controlType: N', 'assayCompoundConcentration: ', 'day: 3.0')	2831.0	8.9368	
('5005 1566', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M05', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	894.0	8.1655	
('5006 1567', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M05', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	2013.0	3.229	
('5007 1568', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M05', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 3.0')	2918.0	7.1624	
('5008 1569', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M06', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	370.0	28.378	
('5009 1570', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M06', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	343.0	45.481	
('5010 1571', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M06', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 3.0')	228.0	64.035	
('5011 1572', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M07', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	1149.0	5.5701	
('5012 1573', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M07', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	2001.0	3.6482	
('5013 1574', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M07', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 3.0')	2668.0	10.982	
('5014 1575', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M08', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	382.0	29.581	
('5015 1576', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M08', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	284.0	45.423	
('5016 1577', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M08', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 3.0')	249.0	63.855	
('5017 1578', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M09', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	946.0	6.4482	
('5018 1579', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M09', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	2250.0	2.6667	
('5019 1580', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M09', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 3.0')	3581.0	10.249	
('5020 1581', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M10', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	882.0	6.4626	
('5021 1582', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M10', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	2216.0	2.7527	
('5022 1583', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M10', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 3.0')	3960.0	7.6768	
('5023 1584', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M11', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	892.0	7.8475	
('5024 1585', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M11', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	1861.0	2.6867	
('5025 1586', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M11', 'controlType: N', 'assayCompoundConcentration: ', 'day: 3.0')	3940.0	7.132	
('5026 1587', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M12', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	1002.0	4.8902	
('5027 1588', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M12', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	2246.0	4.5859	
('5028 1589', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M12', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 3.0')	4296.0	6.2849	
('5029 1590', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M13', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 1.0')	945.0	5.1852	
('5030 1591', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M13', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	2170.0	3.1797	
('5031 1592', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M13', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 3.0')	3356.0	9.416	
('5032 1593', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M14', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	912.0	7.0175	
('5033 1594', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M14', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	2236.0	2.102	
('5034 1595', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M14', 'controlType: N', 'assayCompoundConcentration: ', 'day: 3.0')	4349.0	6.6452	
('5035 1596', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M15', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 1.0')	886.0	7.5621	
('5036 1597', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M15', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	1688.0	3.1991	
('5037 1598', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M15', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 3.0')	3563.0	8.7847	
('5038 1599', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M16', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	424.0	25.943	
('5039 1600', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M16', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	420.0	19.762	
('5040 1601', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M16', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 3.0')	420.0	44.048	
('5041 1602', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M17', 'controlType: ', 'assayCompoundConcentration: 6.33333e-05', 'day: 1.0')	1041.0	7.9731	
('5042 1603', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M17', 'controlType: ', 'assayCompoundConcentration: 6.33333e-05', 'day: 2.0')	2096.0	3.5782	
('5043 1604', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M17', 'controlType: ', 'assayCompoundConcentration: 6.33333e-05', 'day: 3.0')	3809.0	5.8283	
('5044 1605', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M18', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	510.0	17.647	
('5045 1606', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M18', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	494.0	22.672	
('5046 1607', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M18', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 3.0')	364.0	48.352	
('5047 1608', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M19', 'controlType: ', 'assayCompoundConcentration: 6.33333e-05', 'day: 1.0')	864.0	6.9444	
('5048 1609', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M19', 'controlType: ', 'assayCompoundConcentration: 6.33333e-05', 'day: 2.0')	2301.0	3.3464	
('5049 1610', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M19', 'controlType: ', 'assayCompoundConcentration: 6.33333e-05', 'day: 3.0')	4427.0	7.1154	
('5050 1611', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M20', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 1.0')	891.0	9.3154	
('5051 1612', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M20', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	1649.0	4.9727	
('5052 1613', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M20', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 3.0')	4065.0	6.7159	
('5053 1614', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	862.0	6.6125	
('5054 1615', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	2050.0	3.5122	
('5055 1616', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 3.0')	4172.0	8.3653	
('5056 1617', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M22', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 1.0')	1230.0	6.6667	
('5057 1618', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M22', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	1927.0	4.3072	
('5058 1619', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M22', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 3.0')	4300.0	9.0698	
('5059 1620', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N03', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	809.0	7.293	
('5060 1621', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N03', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	1236.0	3.0744	
('5061 1622', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N03', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 3.0')	3002.0	6.9287	
('5062 1623', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N04', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	864.0	7.7546	
('5063 1624', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N04', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	1533.0	3.1963	
('5064 1625', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N04', 'controlType: N', 'assayCompoundConcentration: ', 'day: 3.0')	2571.0	9.4127	
('5065 1626', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N05', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	813.0	6.7651	
('5066 1627', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N05', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	1552.0	3.3505	
('5067 1628', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N05', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 3.0')	2745.0	8.8525	
('5068 1629', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N06', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	904.0	9.4027	
('5069 1630', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N06', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	2041.0	3.5767	
('5070 1631', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N06', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 3.0')	3032.0	8.1794	
('5071 1632', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N07', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	863.0	5.562	
