	('cellCount',)	('percentApoptoticCells',)	('percentDeadCells',)
('RO-3306-4641', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: G03', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 3.0')	0.0515214883953	4.12293042477	-0.779106350964
('XMD-12-5109', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N19', 'controlType: ', 'assayCompoundConcentration: 6.33333e-05', 'day: 3.0')	4.51195345452	-0.355092824285	-0.779106350964
('BI-2536-3686', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: I06', 'controlType: ', 'assayCompoundConcentration: 1.23457', 'day: 2.0')	-0.439201330613	1.90800565102	1.89297189321
('Taxol-3669', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: H18', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 1.0')	-0.493168290248	1.63617458613	2.20746142746
('XMD-12-4863', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: J17', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 3.0')	4.47806722405	-0.349901902884	-0.779106350964
('Staurosporine-3709', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: I18', 'controlType: ', 'assayCompoundConcentration: 1.23457', 'day: 1.0')	-0.421630692592	2.00006319306	1.76557398828
('XMD-12-4869', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: J19', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 3.0')	4.43163053786	-0.322846402482	-0.779106350964
('BI-2536-5926', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: K06', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 2.0')	-0.513249019415	1.51860481506	2.31969747881
('Staurosporine-3629', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: G18', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 1.0')	-0.501953609259	1.88577979782	1.94033915422
('-4815', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: I21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 3.0')	4.54207454827	-0.446662071333	-0.779106350964
('-4635', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: F21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 3.0')	4.40527458082	-0.31820592778	-0.779106350964
('BI-2536-4005', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: E06', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 1.0')	-0.557175614467	1.55943102866	2.2967408205
('Taxol-3593', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F20', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 1.0')	-0.46806737879	1.3561158063	2.39833773874
('BI-2536-5210', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: E08', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 2.0')	-0.480617834519	1.81500203742	1.94900209769
('Taxol-4752', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: H20', 'controlType: ', 'assayCompoundConcentration: 0.005083333', 'day: 3.0')	0.16573063553	3.89480859031	-0.779106350964
('-4854', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: J14', 'controlType: N', 'assayCompoundConcentration: ', 'day: 3.0')	4.40903971754	-0.349462939061	-0.779106350964
('-4515', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: D21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 3.0')	4.4065296264	-0.349198167231	-0.779106350964
('Tozasertib-5088', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N12', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 3.0')	4.41908008213	-0.364206549376	-0.779106350964
('XMD-12-4983', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: L17', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 3.0')	4.48685254306	-0.433507091998	-0.779106350964
('-4995', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: L21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 3.0')	4.45673144931	-0.405378568917	-0.779106350964
('MPS-1-IN-1-5863', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: I15', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 1.0')	-0.554665523321	1.37516669687	2.45067853095
('-4935', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: K21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 3.0')	4.41154980869	-0.366854267674	-0.779106350964
('Taxol-5746', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: F16', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 2.0')	-0.559685705612	1.26322611427	2.56105040369
('MPS-1-IN-1-3872', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: M19', 'controlType: ', 'assayCompoundConcentration: 6.33333e-05', 'day: 2.0')	-0.144265620979	1.65451979009	1.74456053346
('Tozasertib-4848', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: J12', 'controlType: ', 'assayCompoundConcentration: 0.001696667', 'day: 3.0')	4.32871680088	-0.300800663808	-0.779106350964
('BI-2536-6486', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: G06', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 2.0')	-0.64502880457	4.67017059744	-0.779106350964
('MPS-1-IN-1-5784', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: G15', 'controlType: ', 'assayCompoundConcentration: 1.23457', 'day: 2.0')	-0.557175614467	1.60230817878	2.19132133944
('Staurosporine-4698', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: G22', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 3.0')	4.12665446364	-0.112931115173	-0.779106350964
('Staurosporine-3705', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: I16', 'controlType: ', 'assayCompoundConcentration: 1.23457', 'day: 1.0')	-0.445476558478	1.84085895755	1.83690565224
('XMD-12-4749', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: H19', 'controlType: ', 'assayCompoundConcentration: 0.001696667', 'day: 3.0')	4.21576269932	-0.20714111284	-0.779106350964
