	('meanTotalCellCountBeforeTreatment 0',)	('meanTotalCellCountAfterTreatment 1',)	('meanTotalControlCellCount 2',)	('meanRelativeCellCount 3',)	('meanNormalizedGrowthRateInhibitionValue 4',)
('475728 1638', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10063', 'smallmolecule_smLincsID: LSM-1063', 'smallmolecule_smName: OSI-027', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	868.0	3680.0	3556.0	1.0362	1.0355
('475729 1639', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10063', 'smallmolecule_smLincsID: LSM-1063', 'smallmolecule_smName: OSI-027', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	868.0	3222.0	3556.0	0.90715	0.90652
('475730 1640', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10063', 'smallmolecule_smLincsID: LSM-1063', 'smallmolecule_smName: OSI-027', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	868.0	2835.0	3556.0	0.79913	0.78989
('475731 1641', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10063', 'smallmolecule_smLincsID: LSM-1063', 'smallmolecule_smName: OSI-027', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	868.0	2527.0	3556.0	0.71151	0.69187
('475732 1642', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10063', 'smallmolecule_smLincsID: LSM-1063', 'smallmolecule_smName: OSI-027', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	868.0	2262.0	3556.0	0.63654	0.60134
('475733 1643', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10063', 'smallmolecule_smLincsID: LSM-1063', 'smallmolecule_smName: OSI-027', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	868.0	1656.0	3556.0	0.4656	0.37296
('475734 1644', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10064', 'smallmolecule_smLincsID: LSM-1064', 'smallmolecule_smName: WYE-125132', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	868.0	2273.0	3556.0	0.64	0.60594
('475735 1645', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10064', 'smallmolecule_smLincsID: LSM-1064', 'smallmolecule_smName: WYE-125132', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	868.0	2075.0	3556.0	0.58283	0.53263
('475736 1646', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10064', 'smallmolecule_smLincsID: LSM-1064', 'smallmolecule_smName: WYE-125132', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	868.0	1873.0	3556.0	0.52647	0.45859
('475737 1647', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10064', 'smallmolecule_smLincsID: LSM-1064', 'smallmolecule_smName: WYE-125132', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	868.0	1776.0	3556.0	0.49936	0.42091
('475738 1648', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10064', 'smallmolecule_smLincsID: LSM-1064', 'smallmolecule_smName: WYE-125132', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	868.0	1617.0	3556.0	0.45452	0.35681
('475739 1649', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10064', 'smallmolecule_smLincsID: LSM-1064', 'smallmolecule_smName: WYE-125132', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	868.0	1386.0	3556.0	0.38948	0.25747
('475740 1650', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10067', 'smallmolecule_smLincsID: LSM-1067', 'smallmolecule_smName: AZD1152-HQPA', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	868.0	1420.0	3410.0	0.41664	0.28292
('475741 1651', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10067', 'smallmolecule_smLincsID: LSM-1067', 'smallmolecule_smName: AZD1152-HQPA', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	868.0	1279.0	3410.0	0.37579	0.21734
('475742 1652', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10067', 'smallmolecule_smLincsID: LSM-1067', 'smallmolecule_smName: AZD1152-HQPA', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	868.0	1244.0	3410.0	0.36538	0.20056
('475743 1653', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10067', 'smallmolecule_smLincsID: LSM-1067', 'smallmolecule_smName: AZD1152-HQPA', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	868.0	1221.0	3410.0	0.35885	0.18924
('475744 1654', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10067', 'smallmolecule_smLincsID: LSM-1067', 'smallmolecule_smName: AZD1152-HQPA', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	868.0	1209.0	3410.0	0.35525	0.1832
('475745 1655', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10067', 'smallmolecule_smLincsID: LSM-1067', 'smallmolecule_smName: AZD1152-HQPA', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5')	868.0	1246.0	3410.0	0.36563	0.20105
('475746 1656', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10068', 'smallmolecule_smLincsID: LSM-1068', 'smallmolecule_smName: Vemurafenib', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	868.0	3240.0	3410.0	0.95071	0.94863
('475747 1657', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10068', 'smallmolecule_smLincsID: LSM-1068', 'smallmolecule_smName: Vemurafenib', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	868.0	3233.0	3410.0	0.94751	0.94469
('475748 1658', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10068', 'smallmolecule_smLincsID: LSM-1068', 'smallmolecule_smName: Vemurafenib', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	868.0	3247.0	3410.0	0.95247	0.95149
('475749 1659', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10068', 'smallmolecule_smLincsID: LSM-1068', 'smallmolecule_smName: Vemurafenib', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	868.0	2853.0	3410.0	0.8377	0.82716
('475750 1660', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10068', 'smallmolecule_smLincsID: LSM-1068', 'smallmolecule_smName: Vemurafenib', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	868.0	2762.0	3410.0	0.81051	0.7982
('475751 1661', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10068', 'smallmolecule_smLincsID: LSM-1068', 'smallmolecule_smName: Vemurafenib', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5')	868.0	1762.0	3410.0	0.51672	0.43095
('475752 1662', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10069', 'smallmolecule_smLincsID: LSM-1069', 'smallmolecule_smName: Enzastaurin', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	868.0	3487.0	3410.0	1.023	1.0218
('475753 1663', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10069', 'smallmolecule_smLincsID: LSM-1069', 'smallmolecule_smName: Enzastaurin', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	868.0	3419.0	3410.0	1.0028	1.0023
('475754 1664', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10069', 'smallmolecule_smLincsID: LSM-1069', 'smallmolecule_smName: Enzastaurin', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	868.0	3475.0	3410.0	1.0207	1.0207
('475755 1665', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10069', 'smallmolecule_smLincsID: LSM-1069', 'smallmolecule_smName: Enzastaurin', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	868.0	3538.0	3410.0	1.0392	1.0393
('475756 1666', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10069', 'smallmolecule_smLincsID: LSM-1069', 'smallmolecule_smName: Enzastaurin', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	868.0	3483.0	3410.0	1.0229	1.0222
('475757 1667', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10069', 'smallmolecule_smLincsID: LSM-1069', 'smallmolecule_smName: Enzastaurin', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5')	868.0	3263.0	3410.0	0.95731	0.95648
('475758 1668', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10071', 'smallmolecule_smLincsID: LSM-1071', 'smallmolecule_smName: Palbociclib', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	868.0	2707.0	3556.0	0.76153	0.74937
('475759 1669', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10071', 'smallmolecule_smLincsID: LSM-1071', 'smallmolecule_smName: Palbociclib', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	868.0	2338.0	3556.0	0.65833	0.62794
('475760 1670', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10071', 'smallmolecule_smLincsID: LSM-1071', 'smallmolecule_smName: Palbociclib', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	868.0	1974.0	3556.0	0.55645	0.49867
('475761 1671', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10071', 'smallmolecule_smLincsID: LSM-1071', 'smallmolecule_smName: Palbociclib', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	868.0	1681.0	3556.0	0.4734	0.38451
('475762 1672', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10071', 'smallmolecule_smLincsID: LSM-1071', 'smallmolecule_smName: Palbociclib', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	868.0	1584.0	3556.0	0.44628	0.34393
('475763 1673', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10071', 'smallmolecule_smLincsID: LSM-1071', 'smallmolecule_smName: Palbociclib', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	868.0	1490.0	3556.0	0.41928	0.30426
('475764 1674', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10072', 'smallmolecule_smLincsID: LSM-1072', 'smallmolecule_smName: PF562271', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	868.0	3236.0	3556.0	0.91168	0.91096
('475765 1675', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10072', 'smallmolecule_smLincsID: LSM-1072', 'smallmolecule_smName: PF562271', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	868.0	3076.0	3556.0	0.86747	0.86403
('475766 1676', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10072', 'smallmolecule_smLincsID: LSM-1072', 'smallmolecule_smName: PF562271', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	868.0	2810.0	3556.0	0.79144	0.78261
('475767 1677', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10072', 'smallmolecule_smLincsID: LSM-1072', 'smallmolecule_smName: PF562271', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	868.0	2382.0	3556.0	0.67044	0.64315
('475768 1678', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10072', 'smallmolecule_smLincsID: LSM-1072', 'smallmolecule_smName: PF562271', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	868.0	1385.0	3556.0	0.3899	0.25848
('475769 1679', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10072', 'smallmolecule_smLincsID: LSM-1072', 'smallmolecule_smName: PF562271', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	868.0	897.0	3556.0	0.25254	0.016526
('475770 1680', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10073', 'smallmolecule_smLincsID: LSM-1073', 'smallmolecule_smName: PHA-793887', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	868.0	1112.0	3556.0	0.31299	0.12961
('475771 1681', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10073', 'smallmolecule_smLincsID: LSM-1073', 'smallmolecule_smName: PHA-793887', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	868.0	1159.0	3556.0	0.32641	0.15283
('475772 1682', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10073', 'smallmolecule_smLincsID: LSM-1073', 'smallmolecule_smName: PHA-793887', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	868.0	985.0	3556.0	0.27772	0.064595
('475773 1683', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10073', 'smallmolecule_smLincsID: LSM-1073', 'smallmolecule_smName: PHA-793887', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	868.0	914.0	3556.0	0.25755	0.026143
('475774 1684', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10073', 'smallmolecule_smLincsID: LSM-1073', 'smallmolecule_smName: PHA-793887', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	868.0	852.0	3556.0	0.24012	-0.008646
('475775 1685', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10073', 'smallmolecule_smLincsID: LSM-1073', 'smallmolecule_smName: PHA-793887', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	868.0	751.0	3556.0	0.21161	-0.068488
('475776 1686', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10075', 'smallmolecule_smLincsID: LSM-5803', 'smallmolecule_smName: QL-X-138', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	868.0	2476.0	3556.0	0.69629	0.67358
('475777 1687', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10075', 'smallmolecule_smLincsID: LSM-5803', 'smallmolecule_smName: QL-X-138', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	868.0	2753.0	3556.0	0.77405	0.76322
('475778 1688', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10075', 'smallmolecule_smLincsID: LSM-5803', 'smallmolecule_smName: QL-X-138', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	868.0	2661.0	3556.0	0.74841	0.73414
('475779 1689', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10075', 'smallmolecule_smLincsID: LSM-5803', 'smallmolecule_smName: QL-X-138', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	868.0	2483.0	3556.0	0.69895	0.67699
('475780 1690', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10075', 'smallmolecule_smLincsID: LSM-5803', 'smallmolecule_smName: QL-X-138', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	868.0	1947.0	3556.0	0.54841	0.48825
('475781 1691', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10075', 'smallmolecule_smLincsID: LSM-5803', 'smallmolecule_smName: QL-X-138', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	868.0	849.0	3556.0	0.239	-0.01071
('475782 1692', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10077', 'smallmolecule_smLincsID: LSM-6019', 'smallmolecule_smName: QL-XII-47', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	868.0	2392.0	3556.0	0.67278	0.64567
('475783 1693', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10077', 'smallmolecule_smLincsID: LSM-6019', 'smallmolecule_smName: QL-XII-47', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	868.0	2063.0	3556.0	0.58071	0.53068
('475784 1694', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10077', 'smallmolecule_smLincsID: LSM-6019', 'smallmolecule_smName: QL-XII-47', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	868.0	1442.0	3556.0	0.40524	0.28158
('475785 1695', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10077', 'smallmolecule_smLincsID: LSM-6019', 'smallmolecule_smName: QL-XII-47', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	868.0	1018.0	3556.0	0.28626	0.080905
('475786 1696', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10077', 'smallmolecule_smLincsID: LSM-6019', 'smallmolecule_smName: QL-XII-47', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	868.0	899.0	3556.0	0.25298	0.01721
('475787 1697', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10077', 'smallmolecule_smLincsID: LSM-6019', 'smallmolecule_smName: QL-XII-47', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	868.0	810.0	3556.0	0.22792	-0.033513
('475788 1698', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10079', 'smallmolecule_smLincsID: LSM-1079', 'smallmolecule_smName: Torin1', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	868.0	1971.0	3556.0	0.55453	0.49662
('475789 1699', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10079', 'smallmolecule_smLincsID: LSM-1079', 'smallmolecule_smName: Torin1', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	868.0	1718.0	3556.0	0.48295	0.39806
('475790 1700', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10079', 'smallmolecule_smLincsID: LSM-1079', 'smallmolecule_smName: Torin1', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	868.0	1519.0	3556.0	0.42719	0.31633
('475791 1701', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10079', 'smallmolecule_smLincsID: LSM-1079', 'smallmolecule_smName: Torin1', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	868.0	1323.0	3556.0	0.37246	0.23045
('475792 1702', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10079', 'smallmolecule_smLincsID: LSM-1079', 'smallmolecule_smName: Torin1', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	868.0	1210.0	3556.0	0.34097	0.1778
('475793 1703', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10079', 'smallmolecule_smLincsID: LSM-1079', 'smallmolecule_smName: Torin1', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	868.0	1017.0	3556.0	0.28635	0.081239
('475794 1704', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10080', 'smallmolecule_smLincsID: LSM-1080', 'smallmolecule_smName: Torin2', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	868.0	1312.0	3410.0	0.38497	0.23288
('475795 1705', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10080', 'smallmolecule_smLincsID: LSM-1080', 'smallmolecule_smName: Torin2', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	868.0	1153.0	3410.0	0.33803	0.15377
('475796 1706', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10080', 'smallmolecule_smLincsID: LSM-1080', 'smallmolecule_smName: Torin2', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	868.0	1099.0	3410.0	0.32215	0.12631
('475797 1707', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10080', 'smallmolecule_smLincsID: LSM-1080', 'smallmolecule_smName: Torin2', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	868.0	1038.0	3410.0	0.3043	0.093696
('475798 1708', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10080', 'smallmolecule_smLincsID: LSM-1080', 'smallmolecule_smName: Torin2', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	868.0	1122.0	3410.0	0.32948	0.13896
('475799 1709', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10080', 'smallmolecule_smLincsID: LSM-1080', 'smallmolecule_smName: Torin2', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5')	868.0	861.0	3410.0	0.25229	-0.0051361
('475800 1710', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10082', 'smallmolecule_smLincsID: LSM-5545', 'smallmolecule_smName: WZ-4-145', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	868.0	2653.0	3556.0	0.74682	0.73261
('475801 1711', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10082', 'smallmolecule_smLincsID: LSM-5545', 'smallmolecule_smName: WZ-4-145', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	868.0	2935.0	3556.0	0.82628	0.82105
('475802 1712', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10082', 'smallmolecule_smLincsID: LSM-5545', 'smallmolecule_smName: WZ-4-145', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	868.0	2918.0	3556.0	0.82099	0.81517
('475803 1713', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10082', 'smallmolecule_smLincsID: LSM-5545', 'smallmolecule_smName: WZ-4-145', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	868.0	2672.0	3556.0	0.75234	0.739
