	('MeanIntensityDAPI 0',)	('ElongationFactor 1',)	('MeanIntensityAlexa488 2',)	('MeanIntensityAlexa555 3',)	('TotalIntensityAlexa555 4',)	('MeanIntensityAlexa647 5',)	('Area 6',)	('Z 7',)	('SpotCellCount 8',)	('TotalIntensityDAPI 9',)	('MeanIntensityDAPIMedNorm 10',)	('MeanIntensityAlexa488MedNorm 11',)	('MeanIntensityAlexa555MedNorm 12',)	('TotalIntensityAlexa555MedNorm 13',)	('MeanIntensityAlexa647MedNorm 14',)	('TotalIntensityDAPIMedNorm 15',)	('SpotCellCountMedNorm 16',)	('RadialPosition 17',)	('Density 18',)	('EdUPositiveProportion 19',)	('CVElongationFactor 20',)	('CVZ 21',)	('CVRadialPosition 22',)	('CVDensity 23',)	('CVEdUPositiveProportion 24',)	('LoessSCC 25',)
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1284', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: BCAN_ Q96GW7', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  10', 'ECMp: BCAN')	246.79	1.793	150.974	49.061	170657.0	4.648	3672.0	5739.0	13.5	766130.0	0.4605	1.3699	0.9144	0.67817	0.5515	0.32757	0.32927	107.818	0.87038	0.033333	0.072978	0.002115	0.186279	0.38362	1.1267	1.0429
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1285', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: BGN_ P21810', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  13', 'ECMp: BGN')	242.18	1.796	149.524	51.31	197649.0	4.685	3429.0	5740.0	12.0	777384.0	0.4519	1.3567	0.9563	0.78543	0.5558	0.33239	0.29268	101.785	0.74604	0.0	0.06463	0.001708	0.21002	0.47664	1.4904	1.1139
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1286', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: CADH15_P55291', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:   9', 'ECMp: CADH15')	272.56	1.756	160.061	62.698	188772.0	4.944	3510.0	5742.0	12.0	888763.0	0.5085	1.4523	1.1686	0.75016	0.5865	0.38001	0.29268	105.172	0.74604	0.0	0.057697	0.001833	0.147177	0.55109	1.2896	1.015
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1287', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: CD44_P16070', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  13', 'ECMp: CD44')	261.47	1.738	144.203	52.833	186739.0	4.501	3934.0	5738.0	13.0	850018.0	0.4878	1.3084	0.9847	0.74208	0.534	0.36344	0.31707	104.027	0.87038	0.0	0.077788	0.00159	0.237314	0.27452	2.2192	0.9966
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1288', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: CDH1_P12830', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  13', 'ECMp: CDH1')	269.88	1.75	148.607	50.489	190104.0	4.441	3866.0	5739.0	14.0	829353.0	0.5035	1.3484	0.941	0.75545	0.5269	0.35461	0.34146	109.802	0.80821	0.0	0.073853	0.001614	0.240438	0.34658	1.2757	1.0304
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1289', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: CDH20_Q9HBT6', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  11', 'ECMp: CDH20')	268.22	1.745	156.048	58.225	220818.0	5.081	3412.0	5732.0	9.0	904030.0	0.5004	1.4159	1.0852	0.8775	0.6029	0.38654	0.21951	101.935	0.6217	0.0	0.058698	0.001739	0.2297	0.34129	2.4085	1.0425
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1290', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: CDH3_P22223', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  10', 'ECMp: CDH3')	255.99	1.729	153.001	54.965	196306.0	4.837	3881.0	5742.0	8.5	878796.0	0.4776	1.3883	1.0245	0.78009	0.5738	0.37575	0.20732	93.808	0.68387	0.0	0.076048	0.0007891	0.222803	0.48732	2.5267	0.9723
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1291', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: CDH6_P55285', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  15', 'ECMp: CDH6')	256.23	1.823	141.865	53.591	200820.0	5.052	4110.0	5733.0	11.0	862673.0	0.4781	1.2872	0.9988	0.79803	0.5994	0.36885	0.26829	100.954	0.6217	0.0	0.091999	0.001765	0.221209	0.47229	1.327	1.0078
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1292', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: CDH8_P55286', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  12', 'ECMp: CDH8')	266.97	1.825	148.067	56.222	197588.0	4.771	3453.0	5741.0	12.5	872684.0	0.4981	1.3435	1.0479	0.78519	0.5661	0.37313	0.30488	101.204	0.68387	0.014706	0.113958	0.002339	0.183576	0.71226	1.2844	0.9953
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1293', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: CEACAM6_P40199', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  15', 'ECMp: CEACAM6')	244.71	1.792	147.929	55.922	214353.0	5.146	3854.0	5733.0	10.0	871593.0	0.4566	1.3422	1.0423	0.85181	0.6106	0.37267	0.2439	109.321	0.6217	0.0	0.125223	0.001736	0.230818	0.50733	1.5308	1.01
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1294', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: COL1', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  12', 'ECMp: COL1')	261.17	1.721	145.275	60.004	192240.0	4.894	3427.0	5732.0	11.5	800277.0	0.4873	1.3182	1.1184	0.76394	0.5807	0.34218	0.28049	108.267	0.74604	0.0	0.087439	0.001693	0.247518	0.54369	2.1974	0.9426
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1295', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: COL23A1_Q86Y22', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  11', 'ECMp: COL23A1')	261.27	1.686	139.807	54.616	177938.0	4.553	3629.0	5736.0	9.0	866984.0	0.4875	1.2686	1.018	0.7071	0.5401	0.3707	0.21951	108.203	0.6217	0.0	0.078933	0.001593	0.163352	0.63884	2.49	0.9618
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1296', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: COL2A1_P02458', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  12', 'ECMp: COL2A1')	237.83	1.822	142.984	50.396	185190.0	4.432	3598.0	5732.0	11.0	824671.0	0.4437	1.2974	0.9393	0.73592	0.5258	0.35261	0.26829	107.728	0.6217	0.0	0.073244	0.001545	0.183038	0.52199	1.8477	1.0106
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1297', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: COL3A1_P02461', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  12', 'ECMp: COL3A1')	240.84	1.846	136.422	51.827	199187.0	4.449	3968.0	5740.0	14.0	815534.0	0.4493	1.2378	0.966	0.79154	0.5278	0.3487	0.34146	106.07	0.90146	0.0	0.098238	0.002271	0.145965	0.44527	1.4921	0.9851
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1298', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: COL4A1_P02462', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  14', 'ECMp: COL4A1')	245.67	1.752	156.178	54.958	189735.0	4.606	3666.0	5734.0	12.5	862804.0	0.4584	1.4171	1.0243	0.75398	0.5464	0.36891	0.30488	101.652	0.87038	0.0	0.06688	0.00181	0.195765	0.3928	1.879	0.9651
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1299', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: COL5A1_P20908', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  12', 'ECMp: COL5A1')	283.58	1.724	159.355	56.255	178468.0	4.995	3376.0	5741.0	13.0	846642.0	0.5291	1.4459	1.0485	0.70921	0.5926	0.362	0.31707	94.35	0.87038	0.0	0.074707	0.001673	0.136794	0.33392	2.0894	0.9263
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1300', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: DCN_P07585', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  12', 'ECMp: DCN')	277.95	1.888	141.428	56.566	192671.0	5.0	3622.0	5741.0	10.0	926130.0	0.5186	1.2833	1.0543	0.76565	0.5932	0.39599	0.2439	84.098	0.6217	0.0	0.092575	0.001627	0.302372	0.34083	1.3229	1.0259
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1301', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: DSG2_Q14126', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  12', 'ECMp: DSG2')	243.22	1.786	140.834	54.823	202770.0	4.657	3926.0	5728.0	9.5	947494.0	0.4538	1.2779	1.0218	0.80578	0.5526	0.40512	0.23171	99.476	0.6217	0.0	0.071161	0.001814	0.177752	0.60083	1.4703	0.9046
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1302', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: ECM1_Q16610', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  14', 'ECMp: ECM1')	274.74	1.775	149.497	59.297	187392.0	4.938	3468.0	5741.0	10.5	814439.0	0.5126	1.3565	1.1052	0.74467	0.5859	0.34823	0.2561	109.845	0.55953	0.0	0.04888	0.001875	0.315362	0.66194	1.5991	1.009
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1303', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: FN1_P02751', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  10', 'ECMp: FN1')	266.58	1.829	145.505	55.438	198246.0	4.657	3611.0	5743.0	14.0	822976.0	0.4974	1.3203	1.0333	0.7878	0.5525	0.35188	0.34146	95.208	0.99472	0.0	0.087572	0.001503	0.212823	0.3063	1.685	1.0366
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1304', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: GAP43_P17677', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  12', 'ECMp: GAP43')	233.06	1.788	147.008	53.647	197205.0	4.559	4032.0	5739.0	9.0	815706.0	0.4348	1.3339	0.9999	0.78367	0.5409	0.34877	0.21951	91.694	0.49736	0.0	0.070915	0.001805	0.16868	0.5931	1.7388	0.905
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1305', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: HyA500K', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  13', 'ECMp: HyA500K')	243.14	1.794	156.318	53.413	203058.0	4.82	3541.0	5737.0	11.0	924576.0	0.4536	1.4184	0.9955	0.80693	0.5719	0.39532	0.26829	96.634	0.87038	0.0	0.101033	0.001694	0.17965	0.54441	2.4921	1.1514
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1306', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: HyA50K', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  13', 'ECMp: HyA50K')	258.68	1.818	131.556	56.367	182300.0	4.712	3734.0	5735.0	18.0	893340.0	0.4826	1.1937	1.0506	0.72443	0.559	0.38197	0.43902	100.253	0.93255	0.0	0.040475	0.001634	0.219828	0.46033	1.5062	1.0503
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1307', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: ICAM1_P05362', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  12', 'ECMp: ICAM1')	268.73	1.78	145.977	51.275	189631.0	4.846	3765.0	5742.0	9.5	1127494.0	0.5014	1.3245	0.9557	0.75357	0.575	0.48208	0.23171	95.583	0.55953	0.0	0.094389	0.001811	0.226162	0.4694	1.9107	1.0002
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1308', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: INGAVB2', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  12', 'ECMp: INGAVB2')	276.32	1.844	157.885	55.616	193121.0	4.977	3572.0	5737.0	8.5	820741.0	0.5155	1.4326	1.0366	0.76744	0.5905	0.35092	0.20732	112.841	0.6217	0.0	0.08368	0.001591	0.337703	0.53079	2.3417	0.9874
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1309', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: ITGA10B1', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  10', 'ECMp: ITGA10B1')	241.64	1.83	158.763	49.533	200763.0	4.707	4011.0	5731.0	9.0	836429.0	0.4508	1.4406	0.9232	0.79781	0.5585	0.35763	0.21951	97.488	0.65278	0.0	0.08291	0.001411	0.426021	0.76615	2.1772	0.9392
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1310', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: ITGA2B1', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  10', 'ECMp: ITGA2B1')	243.51	1.763	156.311	53.246	171526.0	4.627	3470.0	5731.0	10.5	819104.0	0.4543	1.4183	0.9924	0.68162	0.549	0.35022	0.2561	94.953	0.87038	0.0	0.106038	0.001775	0.239991	0.44166	3.1623	1.0111
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1311', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: ITGA3B1', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  11', 'ECMp: ITGA3B1')	289.99	1.864	165.63	53.902	225762.0	5.002	3568.0	5738.0	10.0	926303.0	0.5411	1.5029	1.0047	0.89715	0.5934	0.39606	0.2439	93.086	0.6217	0.0	0.065247	0.001446	0.224878	0.72587	3.3166	1.0593
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1312', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: ITGA4B1', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  10', 'ECMp: ITGA4B1')	251.07	1.718	154.267	55.933	188632.0	4.907	3734.0	5735.0	9.5	744292.0	0.4684	1.3998	1.0425	0.7496	0.5822	0.31824	0.23171	100.253	0.74604	0.0	0.072599	0.001372	0.196699	0.4969	2.1082	1.0953
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1313', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: ITGA6B4', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  12', 'ECMp: ITGA6B4')	275.71	1.754	137.195	59.238	223101.0	4.629	3697.0	5743.0	12.5	939241.0	0.5144	1.2449	1.1041	0.88657	0.5492	0.40159	0.30488	98.351	0.74604	0.027778	0.080604	0.001742	0.172556	0.55873	1.1756	1.0458
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1314', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: ITGA9B1', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  14', 'ECMp: ITGA9B1')	228.2	1.808	143.627	53.343	209152.0	4.937	3993.0	5733.0	11.0	972009.0	0.4258	1.3032	0.9942	0.83114	0.5857	0.4156	0.26829	86.273	0.74604	0.0	0.085738	0.001549	0.159352	0.40132	1.5653	0.946
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1315', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: ITGAMB2', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:   8', 'ECMp: ITGAMB2')	285.19	1.782	155.154	57.256	190252.0	5.243	3087.0	5743.0	8.5	903305.0	0.5321	1.4078	1.0672	0.75604	0.6221	0.38623	0.20732	81.15	0.6217	0.066667	0.055435	0.001782	0.184728	0.7512	1.085	0.9481
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1316', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: LAMA3_Q16787', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  11', 'ECMp: LAMA3')	263.79	1.808	140.493	51.586	195498.0	4.605	3702.0	5742.0	12.0	848146.0	0.4922	1.2748	0.9615	0.77688	0.5463	0.36264	0.29268	110.464	0.74604	0.0	0.04245	0.00164	0.105292	0.82773	2.0102	1.1262
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1317', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: LAMB1_P07942', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  13', 'ECMp: LAMB1')	235.42	1.794	139.313	56.637	228674.0	4.559	4058.0	5730.0	9.0	856662.0	0.4392	1.2641	1.0556	0.90872	0.5409	0.36628	0.21951	101.961	0.6217	0.0	0.170195	0.001591	0.163028	0.62874	2.0591	0.9367
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1318', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: LUM_P51884', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  17', 'ECMp: LUM')	274.5	1.842	143.322	60.395	197963.0	5.233	3534.0	5741.0	12.0	886149.0	0.5122	1.3004	1.1257	0.78668	0.6208	0.37889	0.29268	118.113	0.74604	0.0	0.083066	0.002001	0.192509	0.69935	1.323	1.067
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1319', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: NID1_P14543', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:   3', 'ECMp: NID1')	264.61	1.726	162.154	69.185	273565.0	5.203	4214.0	5742.0	4.0	956507.0	0.4937	1.4713	1.2895	1.08711	0.6173	0.40897	0.09756	71.339	0.24868	0.0	0.113495	0.002191	0.939928	0.88192		1.2429
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1320', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: OMD_Q99983', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  13', 'ECMp: OMD')	268.78	1.808	159.703	58.045	189063.0	4.673	3578.0	5741.0	9.0	965495.0	0.5015	1.4491	1.0819	0.75131	0.5544	0.41282	0.21951	68.922	0.74604	0.0	0.056256	0.001841	0.301596	0.28125	3.6056	1.0246
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1321', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: PECAM1_P16284', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:   9', 'ECMp: PECAM1')	258.88	1.787	154.921	52.491	182048.0	4.784	3558.0	5741.0	11.0	973818.0	0.483	1.4057	0.9783	0.72343	0.5675	0.41638	0.26829	102.362	0.6217	0.0	0.079876	0.002028	0.135233	0.51786	1.601	1.0168
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1322', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: POSTN_ Q15063', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  13', 'ECMp: POSTN')	267.24	1.786	145.818	51.427	186478.0	4.599	3834.0	5732.0	11.0	1040112.0	0.4986	1.3231	0.9585	0.74104	0.5456	0.44472	0.26829	103.612	0.6217	0.0	0.056716	0.00162	0.215171	0.60525	2.3331	0.9725
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1323', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: SPARC_ P09486', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:   9', 'ECMp: SPARC')	264.49	1.86	149.153	61.936	226446.0	5.187	4021.0	5738.0	11.0	1164032.0	0.4935	1.3534	1.1544	0.89987	0.6154	0.49771	0.26829	105.589	0.49736	0.0	0.114925	0.001481	0.225514	0.7558	1.6347	0.9773
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1324', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: SPP1_P10451', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  12', 'ECMp: SPP1')	292.51	1.771	157.828	56.358	199121.0	5.186	3360.0	5738.0	12.0	871033.0	0.5458	1.4321	1.0504	0.79128	0.6152	0.37243	0.29268	106.937	0.68387	0.0	0.050814	0.001351	0.171833	0.4676	1.3893	0.9139
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1325', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: THBS1_P07996', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  12', 'ECMp: THBS1')	249.66	1.751	135.677	52.931	195192.0	4.524	3566.0	5732.0	13.0	808560.0	0.4658	1.2311	0.9866	0.77567	0.5367	0.34572	0.31707	94.214	0.87038	0.0	0.105308	0.001875	0.412399	0.43092	1.8289	1.0878
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1326', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: TNC_P24821', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  13', 'ECMp: TNC')	271.36	1.826	144.72	52.705	179969.0	4.89	3576.0	5741.0	10.0	798088.0	0.5063	1.3131	0.9823	0.71517	0.5801	0.34124	0.2439	110.742	0.6217	0.0	0.072492	0.001779	0.162063	0.69471	1.7263	1.0174
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1327', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: VCAM1_P19320', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:   8', 'ECMp: VCAM1')	277.85	1.722	155.626	62.804	228505.0	5.176	3697.0	5741.0	8.5	1043477.0	0.5184	1.4121	1.1706	0.90805	0.6141	0.44616	0.20732	76.564	0.68387	0.037037	0.085644	0.001548	0.373098	0.53647	1.2755	0.9925
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1328', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: VTN_P04004', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:  10', 'ECMp: VTN')	233.94	1.758	153.781	53.934	196839.0	4.394	3850.0	5741.0	9.0	834038.0	0.4365	1.3953	1.0052	0.78221	0.5213	0.35661	0.21951	84.45	0.68387	0.0	0.058348	0.001235	0.336749	0.47919	2.1127	0.9094
('IL1B_P01584-RnDSystems_201LB005CF_AD1414011 1329', 'id: IL1B_P01584-RnDSystems_201LB005CF_AD1414011', 'ECMpAnnotID: fiducial', 'Well: B02', 'Ligand: IL1B', 'ReplicateCount:   1', 'ECMp: fiducial')	272.8	2.265	206.845	98.132	818420.0	8.101	8340.0	5719.0	1.0	2275111.0	0.509	1.8768	1.829	3.25229	0.9612	0.97277	0.02439	0.0	0.0	0.0						0.1959
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1330', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: ALCAM_Q13740', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  15', 'ECMp: ALCAM')	200.25	1.809	111.712	45.397	172358.0	3.908	3725.0	5708.0	16.0	674228.0	0.4703	1.061	0.7734	0.71793	0.4187	0.41863	0.4	120.154	0.87038	0.0	0.06422	0.001603	0.157676	0.55585	1.5925	0.964
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1331', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: BCAN_ Q96GW7', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:   9', 'ECMp: BCAN')	233.01	1.719	105.277	51.399	188086.0	4.23	3802.0	5707.0	14.0	763378.0	0.5473	0.9999	0.8756	0.78345	0.4532	0.47398	0.35	90.029	0.80821	0.052632	0.048015	0.001821	0.240869	0.60725	1.3572	0.904
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1332', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: BGN_ P21810', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:   9', 'ECMp: BGN')	205.34	1.873	112.819	53.836	211096.0	4.011	4081.0	5710.0	14.0	762454.0	0.4823	1.0715	0.9171	0.8793	0.4297	0.47341	0.35	112.813	0.74604	0.0625	0.057704	0.001794	0.122573	0.3279	1.1176	0.9109
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1333', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: CADH15_P55291', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  12', 'ECMp: CADH15')	209.88	1.749	122.04	51.383	184175.0	4.028	3570.0	5707.0	18.0	704188.0	0.493	1.1591	0.8753	0.76716	0.4315	0.43723	0.45	104.566	1.27448	0.035119	0.059494	0.001816	0.185134	0.45681	1.1447	0.9881
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1334', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: CD44_P16070', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  13', 'ECMp: CD44')	204.28	1.824	107.317	50.956	192424.0	4.216	3812.0	5710.0	16.0	744782.0	0.4798	1.0192	0.8681	0.80152	0.4517	0.46244	0.4	117.157	0.93255	0.038462	0.050883	0.001237	0.215471	0.5117	1.181	1.0612
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1335', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: CDH1_P12830', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  12', 'ECMp: CDH1')	214.41	1.756	111.737	51.635	179668.0	4.33	3999.0	5707.0	13.0	806946.0	0.5036	1.0612	0.8796	0.74839	0.4639	0.50104	0.325	109.054	0.87038	0.016667	0.05327	0.0009016	0.211055	0.63677	1.1246	0.9971
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1336', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: CDH20_Q9HBT6', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  11', 'ECMp: CDH20')	224.49	1.816	109.251	51.689	187487.0	4.339	3914.0	5708.0	18.0	782017.0	0.5273	1.0376	0.8806	0.78095	0.4649	0.48556	0.45	118.589	0.99472	0.090909	0.098424	0.001504	0.131672	0.46495	0.6328	0.9977
