	('meanTotalCellCountBeforeTreatment 0',)	('meanTotalCellCountAfterTreatment 1',)	('meanTotalControlCellCount 2',)	('meanRelativeCellCountAfterTreatment 3',)	('meanRelativeGrowthRateAfterTreatment 4',)
('332660 1804', 'smCenterCompoundID: 10159', 'smSalt: 101', 'smLincsID: LSM-1160', 'smName: Pelitinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	962.0	1405.0	10605.0	0.13255	0.045993
('332661 1805', 'smCenterCompoundID: 10116', 'smSalt: 101', 'smLincsID: LSM-1116', 'smName: PF431396', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	962.0	1275.0	10605.0	0.12029	0.032511
('332662 1806', 'smCenterCompoundID: 10112', 'smSalt: 101', 'smLincsID: LSM-1112', 'smName: PF477736', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	962.0	5086.0	10605.0	0.47961	0.42769
('332663 1807', 'smCenterCompoundID: 10072', 'smSalt: 101', 'smLincsID: LSM-1072', 'smName: PF562271', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	962.0	2906.0	10605.0	0.27408	0.20165
('332664 1808', 'smCenterCompoundID: 10125', 'smSalt: 101', 'smLincsID: LSM-1125', 'smName: PHA-665752', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	962.0	10157.0	10605.0	0.95775	0.95353
('332665 1809', 'smCenterCompoundID: 10073', 'smSalt: 101', 'smLincsID: LSM-1073', 'smName: PHA-793887', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	962.0	847.0	10605.0	0.07993	-0.011873
('332666 1810', 'smCenterCompoundID: 10126', 'smSalt: 101', 'smLincsID: LSM-1126', 'smName: PI103', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	962.0	1511.0	10605.0	0.14248	0.056916
('332667 1811', 'smCenterCompoundID: 10049', 'smSalt: 101', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	962.0	9201.0	10605.0	0.86763	0.85443
('332668 1812', 'smCenterCompoundID: 10075', 'smSalt: 101', 'smLincsID: LSM-5803', 'smName: QL-X-138', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	962.0	6839.0	10605.0	0.64494	0.60951
('332669 1813', 'smCenterCompoundID: 10077', 'smSalt: 101', 'smLincsID: LSM-6019', 'smName: QL-XII-47', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	962.0	6339.0	10605.0	0.59773	0.55759
('332670 1814', 'smCenterCompoundID: 10480', 'smSalt: 101', 'smLincsID: ', 'smName: Radicicol', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	962.0	1367.0	10605.0	0.1289	0.041983
('332671 1815', 'smCenterCompoundID: 10480', 'smSalt: 101', 'smLincsID: ', 'smName: Radicicol', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	962.0	1324.0	10605.0	0.12491	0.037593
('332672 1816', 'smCenterCompoundID: 10001', 'smSalt: 101', 'smLincsID: LSM-1001', 'smName: (R)- Roscovitine', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	962.0	9451.0	10605.0	0.89124	0.88039
('332673 1817', 'smCenterCompoundID: 10138', 'smSalt: 105', 'smLincsID: LSM-1139', 'smName: Ruxolitinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	962.0	9887.0	10605.0	0.93229	0.92553
('332674 1818', 'smCenterCompoundID: 10148', 'smSalt: 101', 'smLincsID: LSM-1149', 'smName: XL147', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	962.0	8797.0	10605.0	0.82954	0.81253
('332675 1819', 'smCenterCompoundID: 10032', 'smSalt: 101', 'smLincsID: LSM-1032', 'smName: Saracatinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	962.0	8216.0	10605.0	0.77475	0.75228
('332676 1820', 'smCenterCompoundID: 10056', 'smSalt: 101', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	962.0	2544.0	10605.0	0.23995	0.16411
('332677 1821', 'smCenterCompoundID: 10052', 'smSalt: 101', 'smLincsID: LSM-1052', 'smName: Rapamycin', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	962.0	9424.0	10605.0	0.88866	0.87755
('332678 1822', 'smCenterCompoundID: 10008', 'smSalt: 101', 'smLincsID: LSM-1008', 'smName: Sorafenib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	962.0	9467.0	10605.0	0.89275	0.88204
('332679 1823', 'smCenterCompoundID: 10119', 'smSalt: 101', 'smLincsID: LSM-1119', 'smName: SU11274', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	962.0	8235.0	10605.0	0.77658	0.75428
('332680 1824', 'smCenterCompoundID: 10141', 'smSalt: 101', 'smLincsID: LSM-1142', 'smName: TG 101348', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	962.0	7838.0	10605.0	0.73911	0.71308
('332681 1825', 'smCenterCompoundID: 10171', 'smSalt: 101', 'smLincsID: LSM-1172', 'smName: TGX221', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	962.0	10338.0	10605.0	0.97481	0.9723
('332682 1826', 'smCenterCompoundID: 10079', 'smSalt: 101', 'smLincsID: LSM-1079', 'smName: Torin1', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	962.0	1527.0	10605.0	0.14402	0.05861
('332683 1827', 'smCenterCompoundID: 10080', 'smSalt: 101', 'smLincsID: LSM-1080', 'smName: Torin2', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	962.0	1106.0	10605.0	0.10429	0.014916
('332684 1828', 'smCenterCompoundID: 10021', 'smSalt: 101', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	962.0	1389.0	10605.0	0.13101	0.044299
('332685 1829', 'smCenterCompoundID: 10142', 'smSalt: 101', 'smLincsID: LSM-1143', 'smName: Trametinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	962.0	1832.0	10605.0	0.17281	0.090274
('332686 1830', 'smCenterCompoundID: 10111', 'smSalt: 101', 'smLincsID: LSM-1111', 'smName: TWS119', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	962.0	11066.0	10605.0	1.0435	1.0478
('332687 1831', 'smCenterCompoundID: 10068', 'smSalt: 101', 'smLincsID: LSM-1068', 'smName: PLX4032', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	962.0	10108.0	10605.0	0.95319	0.94852
('332688 1832', 'smCenterCompoundID: 10481', 'smSalt: 101', 'smLincsID: ', 'smName: Withaferin A', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	962.0	751.0	10605.0	0.070878	-0.021829
('332689 1833', 'smCenterCompoundID: 10481', 'smSalt: 101', 'smLincsID: ', 'smName: Withaferin A', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	962.0	687.0	10605.0	0.06478	-0.028535
('332690 1834', 'smCenterCompoundID: 10064', 'smSalt: 101', 'smLincsID: LSM-1064', 'smName: WYE-125132', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	962.0	1607.0	10605.0	0.15159	0.066941
('332691 1835', 'smCenterCompoundID: 10084', 'smSalt: 101', 'smLincsID: LSM-5970', 'smName: WZ3105', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	962.0	254.0	10605.0	0.024014	-0.073369
('332692 1836', 'smCenterCompoundID: 10086', 'smSalt: 101', 'smLincsID: LSM-1086', 'smName: XMD11-50', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	962.0	5190.0	10605.0	0.48942	0.43847
('332693 1837', 'smCenterCompoundID: 10149', 'smSalt: 102', 'smLincsID: LSM-1150', 'smName: Y39983', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	962.0	9214.0	10605.0	0.86889	0.85581
('332694 1838', 'smCenterCompoundID: 10109', 'smSalt: 101', 'smLincsID: LSM-1109', 'smName: YM 201636', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	962.0	7826.0	10605.0	0.73801	0.71187
('332695 1839', 'smCenterCompoundID: 10053', 'smSalt: 101', 'smLincsID: LSM-1053', 'smName: ZSTK474', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	962.0	3769.0	10605.0	0.35539	0.29108
('332696 1840', 'smCenterCompoundID: 10133', 'smSalt: 101', 'smLincsID: LSM-5742', 'smName: Afatinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	962.0	1483.0	10605.0	0.1399	0.054082
('332697 1841', 'smCenterCompoundID: 10035', 'smSalt: 101', 'smLincsID: LSM-1035', 'smName: Sigma A6730', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	962.0	9532.0	10605.0	0.89888	0.88879
('332698 1842', 'smCenterCompoundID: 10011', 'smSalt: 101', 'smLincsID: LSM-1011', 'smName: Flavopiridol', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	962.0	204.0	10605.0	0.019236	-0.078623
('332699 1843', 'smCenterCompoundID: 10004', 'smSalt: 101', 'smLincsID: LSM-1004', 'smName: AT-7519', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	962.0	194.0	10605.0	0.018293	-0.07966
('332700 1844', 'smCenterCompoundID: 10158', 'smSalt: 101', 'smLincsID: LSM-1159', 'smName: AZD 5438', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	962.0	260.0	10605.0	0.024579	-0.072747
('332701 1845', 'smCenterCompoundID: 10059', 'smSalt: 101', 'smLincsID: LSM-1059', 'smName: AZD-6482', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	962.0	9766.0	10605.0	0.92094	0.91305
('332702 1846', 'smCenterCompoundID: 10006', 'smSalt: 101', 'smLincsID: LSM-1006', 'smName: AZD7762', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	962.0	1659.0	10605.0	0.1565	0.072333
('332703 1847', 'smCenterCompoundID: 10007', 'smSalt: 101', 'smLincsID: LSM-1007', 'smName: AZD8055', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	962.0	1501.0	10605.0	0.1416	0.055948
('332704 1848', 'smCenterCompoundID: 10164', 'smSalt: 101', 'smLincsID: LSM-1165', 'smName: AZD8330', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	962.0	1724.0	10605.0	0.16259	0.079039
('332705 1849', 'smCenterCompoundID: 10067', 'smSalt: 101', 'smLincsID: LSM-1067', 'smName: AZD1152-HQPA', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	962.0	1494.0	10605.0	0.14088	0.055153
('332706 1850', 'smCenterCompoundID: 10041', 'smSalt: 101', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	962.0	905.0	10605.0	0.085368	-0.0058932
('332707 1851', 'smCenterCompoundID: 10028', 'smSalt: 102', 'smLincsID: LSM-1028', 'smName: BMS345541', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	962.0	10231.0	10605.0	0.96476	0.96124
('332708 1852', 'smCenterCompoundID: 10132', 'smSalt: 101', 'smLincsID: LSM-1132', 'smName: BMS-387032', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	962.0	273.0	10605.0	0.025805	-0.071399
('332709 1853', 'smCenterCompoundID: 10234', 'smSalt: 101', 'smLincsID: LSM-4257', 'smName: GDC-0980', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	962.0	1254.0	10605.0	0.11831	0.030334
('332710 1854', 'smCenterCompoundID: 10122', 'smSalt: 101', 'smLincsID: LSM-1122', 'smName: NVP-AEW541', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	962.0	8808.0	10605.0	0.83058	0.81367
('332711 1855', 'smCenterCompoundID: 10046', 'smSalt: 101', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	962.0	9798.0	10605.0	0.92396	0.91637
('332712 1856', 'smCenterCompoundID: 10190', 'smSalt: 101', 'smLincsID: LSM-1191', 'smName: PIK-93', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	962.0	8566.0	10605.0	0.80779	0.78861
('332713 1857', 'smCenterCompoundID: 10031', 'smSalt: 101', 'smLincsID: LSM-1031', 'smName: KIN001-043', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	962.0	8700.0	10605.0	0.82036	0.80244
('332714 1858', 'smCenterCompoundID: 10233', 'smSalt: 101', 'smLincsID: LSM-4256', 'smName: BYL719', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	962.0	8262.0	10605.0	0.77912	0.75708
('332715 1859', 'smCenterCompoundID: 10161', 'smSalt: 101', 'smLincsID: LSM-1162', 'smName: NVP-AUY922', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	962.0	816.0	10605.0	0.076976	-0.015123
('332716 1860', 'smCenterCompoundID: 10045', 'smSalt: 101', 'smLincsID: LSM-1045', 'smName: A443654', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	962.0	316.0	10605.0	0.029828	-0.066974
('332717 1861', 'smCenterCompoundID: 10063', 'smSalt: 102', 'smLincsID: LSM-1063', 'smName: OSI-027', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	962.0	1575.0	10605.0	0.14854	0.063588
('332718 1862', 'smCenterCompoundID: 10087', 'smSalt: 101', 'smLincsID: LSM-5577', 'smName: XMD11-85h', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	962.0	10124.0	10605.0	0.9547	0.95018
('332719 1863', 'smCenterCompoundID: 10017', 'smSalt: 101', 'smLincsID: LSM-6015', 'smName: HG-6-64-01', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	962.0	6155.0	10605.0	0.58041	0.53855
('332720 1864', 'smCenterCompoundID: 10039', 'smSalt: 101', 'smLincsID: LSM-5431', 'smName: WH-4-025', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	962.0	2523.0	10605.0	0.2379	0.16186
('332721 1865', 'smCenterCompoundID: 10082', 'smSalt: 101', 'smLincsID: LSM-5545', 'smName: WZ-4-145', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	962.0	5531.0	10605.0	0.5216	0.47387
('332722 1866', 'smCenterCompoundID: 10091', 'smSalt: 101', 'smLincsID: LSM-6299', 'smName: XMD16-144', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	962.0	1265.0	10605.0	0.11931	0.03144
('332723 1867', 'smCenterCompoundID: 10177', 'smSalt: 101', 'smLincsID: LSM-1178', 'smName: Brivanib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	962.0	7242.0	10605.0	0.68288	0.65124
('332724 1868', 'smCenterCompoundID: 10147', 'smSalt: 101', 'smLincsID: LSM-1148', 'smName: NVP-BKM120', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	962.0	1383.0	10605.0	0.13041	0.043642
('332725 1869', 'smCenterCompoundID: 10055', 'smSalt: 101', 'smLincsID: LSM-1055', 'smName: BX-912', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	962.0	1609.0	10605.0	0.15178	0.067148
('332726 1870', 'smCenterCompoundID: 10120', 'smSalt: 102', 'smLincsID: LSM-1120', 'smName: Canertinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	962.0	1509.0	10605.0	0.14229	0.056709
('332727 1871', 'smCenterCompoundID: 10117', 'smSalt: 101', 'smLincsID: LSM-1117', 'smName: Celastrol', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	962.0	374.0	10605.0	0.035329	-0.060925
('332728 1872', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	962.0	292.0	10605.0	0.027534	-0.069498
('332729 1873', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	962.0	238.0	10605.0	0.022442	-0.075098
('332730 1874', 'smCenterCompoundID: 10180', 'smSalt: 101', 'smLincsID: LSM-1181', 'smName: CHIR-99021', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	962.0	10194.0	10605.0	0.96124	0.95737
('332731 1875', 'smCenterCompoundID: 10010', 'smSalt: 101', 'smLincsID: LSM-1010', 'smName: CP724714', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	962.0	10236.0	10605.0	0.96523	0.96176
('332732 1876', 'smCenterCompoundID: 10009', 'smSalt: 101', 'smLincsID: LSM-1009', 'smName: CP466722', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	962.0	9847.0	10605.0	0.92852	0.92138
('332733 1877', 'smCenterCompoundID: 10027', 'smSalt: 101', 'smLincsID: LSM-1027', 'smName: Crizotinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	962.0	7981.0	10605.0	0.75263	0.72794
('332734 1878', 'smCenterCompoundID: 10140', 'smSalt: 101', 'smLincsID: LSM-1141', 'smName: CYT387', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	962.0	4396.0	10605.0	0.41458	0.35617
('332735 1879', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	962.0	1276.0	10605.0	0.12035	0.032581
('332736 1880', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	962.0	970.0	10605.0	0.091497	0.00084745
('332737 1881', 'smCenterCompoundID: 10127', 'smSalt: 101', 'smLincsID: LSM-1127', 'smName: Dovitinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	962.0	1141.0	10605.0	0.10762	0.018581
('332738 1882', 'smCenterCompoundID: 10069', 'smSalt: 101', 'smLincsID: LSM-1069', 'smName: Enzastaurin', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	962.0	11572.0	10605.0	1.0912	1.1003
('332739 1883', 'smCenterCompoundID: 10097', 'smSalt: 101', 'smLincsID: LSM-1097', 'smName: Erlotinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	962.0	1534.0	10605.0	0.14471	0.05937
('332740 1884', 'smCenterCompoundID: 10157', 'smSalt: 101', 'smLincsID: LSM-1158', 'smName: Foretinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	962.0	1490.0	10605.0	0.14053	0.054773
('332741 1885', 'smCenterCompoundID: 10040', 'smSalt: 101', 'smLincsID: LSM-1040', 'smName: R406', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	962.0	7814.0	10605.0	0.73682	0.71055
('332742 1886', 'smCenterCompoundID: 10047', 'smSalt: 101', 'smLincsID: LSM-1047', 'smName: GDC-0941', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	962.0	2782.0	10605.0	0.26236	0.18876
('332743 1887', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	962.0	1402.0	10605.0	0.1322	0.045612
('332744 1888', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	962.0	807.0	10605.0	0.076158	-0.016022
('332745 1889', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	962.0	628.0	10605.0	0.05928	-0.034584
('332746 1890', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	962.0	806.0	10605.0	0.076001	-0.016194
('332747 1891', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	962.0	745.0	10605.0	0.070249	-0.02252
('332748 1892', 'smCenterCompoundID: 10134', 'smSalt: 101', 'smLincsID: LSM-1134', 'smName: GSK1904529A', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	962.0	8142.0	10605.0	0.76781	0.74464
('332749 1893', 'smCenterCompoundID: 10146', 'smSalt: 101', 'smLincsID: LSM-1147', 'smName: GSK2126458', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	962.0	752.0	10605.0	0.070909	-0.021794
('332750 1894', 'smCenterCompoundID: 10128', 'smSalt: 101', 'smLincsID: LSM-1128', 'smName: GSK 690693', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	962.0	8202.0	10605.0	0.7734	0.75079
('332751 1895', 'smCenterCompoundID: 10014', 'smSalt: 101', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	962.0	647.0	10605.0	0.06104	-0.032649
('332752 1896', 'smCenterCompoundID: 10015', 'smSalt: 101', 'smLincsID: LSM-5982', 'smName: HG-5-113-01', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	962.0	1672.0	10605.0	0.15769	0.073647
('332753 1897', 'smCenterCompoundID: 10016', 'smSalt: 101', 'smLincsID: LSM-5245', 'smName: HG-5-88-01', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	962.0	7811.0	10605.0	0.73653	0.71024
