	('cellCount 0',)	('relativeCellCount 1',)	('relativeGrowth 2',)
('Torin1 1908', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.00033333', 'replicate: ', 'experimentDate: 2014-03-19')		0.98434	0.97898
('Torin1 1909', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.00045833', 'replicate: ', 'experimentDate: 2014-03-19')		1.0034	1.0043
('Torin1 1910', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.000625', 'replicate: ', 'experimentDate: 2014-03-19')		1.0239	1.0327
('Torin1 1911', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.000875', 'replicate: ', 'experimentDate: 2014-03-19')		1.0263	1.0357
('Torin1 1912', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.00125', 'replicate: ', 'experimentDate: 2014-03-19')		1.0149	1.0203
('Torin1 1913', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.00175', 'replicate: ', 'experimentDate: 2014-03-19')		0.99024	0.98673
('Torin1 1914', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.0025', 'replicate: ', 'experimentDate: 2014-03-19')		0.95216	0.93451
('Torin1 1915', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.0035355', 'replicate: ', 'experimentDate: 2014-03-19')		0.97002	0.95927
('Torin1 1916', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.005', 'replicate: ', 'experimentDate: 2014-03-19')		0.97544	0.96661
('Torin1 1917', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.0070711', 'replicate: ', 'experimentDate: 2014-03-19')		0.99186	0.98893
('Torin1 1918', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.01', 'replicate: ', 'experimentDate: 2014-03-19')		0.916	0.8852
('Torin1 1919', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.014142', 'replicate: ', 'experimentDate: 2014-03-19')		0.94352	0.92331
('Torin1 1920', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.02', 'replicate: ', 'experimentDate: 2014-03-19')		0.87851	0.8341
('Torin1 1921', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.028284', 'replicate: ', 'experimentDate: 2014-03-19')		0.8178	0.75129
('Torin1 1922', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.04', 'replicate: ', 'experimentDate: 2014-03-19')		0.74006	0.64552
('Torin1 1923', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.056569', 'replicate: ', 'experimentDate: 2014-03-19')		0.67414	0.55516
('Torin1 1924', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.08', 'replicate: ', 'experimentDate: 2014-03-19')		0.66623	0.54464
('Torin1 1925', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.11314', 'replicate: ', 'experimentDate: 2014-03-19')		0.62379	0.487
('Torin1 1926', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.16', 'replicate: ', 'experimentDate: 2014-03-19')		0.58365	0.43203
('Torin1 1927', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.22627', 'replicate: ', 'experimentDate: 2014-03-19')		0.54047	0.37304
('Torin1 1928', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.32', 'replicate: ', 'experimentDate: 2014-03-19')		0.51979	0.34489
('Torin1 1929', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.45255', 'replicate: ', 'experimentDate: 2014-03-19')		0.47293	0.28125
('Torin1 1930', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.000333333333333', 'replicate: 1', 'experimentDate: 2014-04-01')	3000.0		
('Torin1 1931', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.000458333333333', 'replicate: 1', 'experimentDate: 2014-04-01')	3014.0		
('Torin1 1932', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.000625', 'replicate: 1', 'experimentDate: 2014-04-01')	3059.0		
('Torin1 1933', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.000875', 'replicate: 1', 'experimentDate: 2014-04-01')	2949.0		
('Torin1 1934', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.00125', 'replicate: 1', 'experimentDate: 2014-04-01')	3214.0		
('Torin1 1935', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.00175', 'replicate: 1', 'experimentDate: 2014-04-01')	2919.0		
('Torin1 1936', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.0025', 'replicate: 1', 'experimentDate: 2014-04-01')	2488.0		
('Torin1 1937', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.00353553390593', 'replicate: 1', 'experimentDate: 2014-04-01')	2652.0		
('Torin1 1938', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.005', 'replicate: 1', 'experimentDate: 2014-04-01')	2477.0		
('Torin1 1939', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.00707106781187', 'replicate: 1', 'experimentDate: 2014-04-01')	2876.0		
('Torin1 1940', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.01', 'replicate: 1', 'experimentDate: 2014-04-01')	2766.0		
('Torin1 1941', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.0141421356237', 'replicate: 1', 'experimentDate: 2014-04-01')	2673.0		
('Torin1 1942', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.02', 'replicate: 1', 'experimentDate: 2014-04-01')	2090.0		
('Torin1 1943', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.0282842712475', 'replicate: 1', 'experimentDate: 2014-04-01')	1945.0		
('Torin1 1944', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.04', 'replicate: 1', 'experimentDate: 2014-04-01')	1558.0		
('Torin1 1945', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.0565685424949', 'replicate: 1', 'experimentDate: 2014-04-01')	1103.0		
('Torin1 1946', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.08', 'replicate: 1', 'experimentDate: 2014-04-01')	1589.0		
('Torin1 1947', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.11313708499', 'replicate: 1', 'experimentDate: 2014-04-01')	1605.0		
('Torin1 1948', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.16', 'replicate: 1', 'experimentDate: 2014-04-01')	1415.0		
('Torin1 1949', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.22627416998', 'replicate: 1', 'experimentDate: 2014-04-01')	1066.0		
('Torin1 1950', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.32', 'replicate: 1', 'experimentDate: 2014-04-01')	1179.0		
('Torin1 1951', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.452548339959', 'replicate: 1', 'experimentDate: 2014-04-01')	1029.0		
('Torin1 1952', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.000333333333333', 'replicate: 2', 'experimentDate: 2014-04-01')	3585.0		
('Torin1 1953', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.000458333333333', 'replicate: 2', 'experimentDate: 2014-04-01')	2050.0		
('Torin1 1954', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.000625', 'replicate: 2', 'experimentDate: 2014-04-01')	2770.0		
('Torin1 1955', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.000875', 'replicate: 2', 'experimentDate: 2014-04-01')	3189.0		
('Torin1 1956', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.00125', 'replicate: 2', 'experimentDate: 2014-04-01')	3286.0		
('Torin1 1957', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.00175', 'replicate: 2', 'experimentDate: 2014-04-01')	2271.0		
('Torin1 1958', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.0025', 'replicate: 2', 'experimentDate: 2014-04-01')	2536.0		
('Torin1 1959', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.00353553390593', 'replicate: 2', 'experimentDate: 2014-04-01')	2702.0		
('Torin1 1960', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.005', 'replicate: 2', 'experimentDate: 2014-04-01')	3334.0		
('Torin1 1961', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.00707106781187', 'replicate: 2', 'experimentDate: 2014-04-01')	3017.0		
('Torin1 1962', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.01', 'replicate: 2', 'experimentDate: 2014-04-01')	2396.0		
('Torin1 1963', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.0141421356237', 'replicate: 2', 'experimentDate: 2014-04-01')	2638.0		
('Torin1 1964', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.02', 'replicate: 2', 'experimentDate: 2014-04-01')	2638.0		
('Torin1 1965', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.0282842712475', 'replicate: 2', 'experimentDate: 2014-04-01')	2147.0		
('Torin1 1966', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.04', 'replicate: 2', 'experimentDate: 2014-04-01')	2430.0		
('Torin1 1967', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.0565685424949', 'replicate: 2', 'experimentDate: 2014-04-01')	1740.0		
('Torin1 1968', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.08', 'replicate: 2', 'experimentDate: 2014-04-01')	2136.0		
('Torin1 1969', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.11313708499', 'replicate: 2', 'experimentDate: 2014-04-01')	1580.0		
('Torin1 1970', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.16', 'replicate: 2', 'experimentDate: 2014-04-01')	1352.0		
('Torin1 1971', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.22627416998', 'replicate: 2', 'experimentDate: 2014-04-01')	1218.0		
('Torin1 1972', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.32', 'replicate: 2', 'experimentDate: 2014-04-01')	1226.0		
('Torin1 1973', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.452548339959', 'replicate: 2', 'experimentDate: 2014-04-01')	1270.0		
('Torin1 1974', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.000333333333333', 'replicate: 3', 'experimentDate: 2014-04-01')	2158.0		
('Torin1 1975', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.000458333333333', 'replicate: 3', 'experimentDate: 2014-04-01')	3611.0		
('Torin1 1976', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.000625', 'replicate: 3', 'experimentDate: 2014-04-01')	3448.0		
('Torin1 1977', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.000875', 'replicate: 3', 'experimentDate: 2014-04-01')	3575.0		
('Torin1 1978', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.00125', 'replicate: 3', 'experimentDate: 2014-04-01')	2620.0		
('Torin1 1979', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.00175', 'replicate: 3', 'experimentDate: 2014-04-01')	3171.0		
('Torin1 1980', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.0025', 'replicate: 3', 'experimentDate: 2014-04-01')	3515.0		
('Torin1 1981', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.00353553390593', 'replicate: 3', 'experimentDate: 2014-04-01')	3070.0		
('Torin1 1982', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.005', 'replicate: 3', 'experimentDate: 2014-04-01')	2482.0		
('Torin1 1983', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.00707106781187', 'replicate: 3', 'experimentDate: 2014-04-01')	3102.0		
('Torin1 1984', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.01', 'replicate: 3', 'experimentDate: 2014-04-01')	3051.0		
('Torin1 1985', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.0141421356237', 'replicate: 3', 'experimentDate: 2014-04-01')	2591.0		
('Torin1 1986', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.02', 'replicate: 3', 'experimentDate: 2014-04-01')	2656.0		
('Torin1 1987', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.0282842712475', 'replicate: 3', 'experimentDate: 2014-04-01')	2942.0		
('Torin1 1988', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.04', 'replicate: 3', 'experimentDate: 2014-04-01')	2155.0		
('Torin1 1989', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.0565685424949', 'replicate: 3', 'experimentDate: 2014-04-01')	1994.0		
('Torin1 1990', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.08', 'replicate: 3', 'experimentDate: 2014-04-01')	2086.0		
('Torin1 1991', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.11313708499', 'replicate: 3', 'experimentDate: 2014-04-01')	1586.0		
('Torin1 1992', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.16', 'replicate: 3', 'experimentDate: 2014-04-01')	1510.0		
('Torin1 1993', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.22627416998', 'replicate: 3', 'experimentDate: 2014-04-01')	1352.0		
('Torin1 1994', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.32', 'replicate: 3', 'experimentDate: 2014-04-01')	1319.0		
('Torin1 1995', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.452548339959', 'replicate: 3', 'experimentDate: 2014-04-01')	885.0		
('Torin1 1996', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.00033333', 'replicate: ', 'experimentDate: 2014-04-01')		0.9765	0.96804
('Torin1 1997', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.00045833', 'replicate: ', 'experimentDate: 2014-04-01')		0.97207	0.96347
('Torin1 1998', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.000625', 'replicate: ', 'experimentDate: 2014-04-01')		1.0367	1.0536
('Torin1 1999', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.000875', 'replicate: ', 'experimentDate: 2014-04-01')		1.0822	1.1162
('Torin1 2000', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.00125', 'replicate: ', 'experimentDate: 2014-04-01')		1.0203	1.0312
('Torin1 2001', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.00175', 'replicate: ', 'experimentDate: 2014-04-01')		0.93649	0.91276
('Torin1 2002', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.0025', 'replicate: ', 'experimentDate: 2014-04-01')		0.95079	0.92958
('Torin1 2003', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.0035355', 'replicate: ', 'experimentDate: 2014-04-01')		0.93972	0.91502
('Torin1 2004', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.005', 'replicate: ', 'experimentDate: 2014-04-01')		0.92244	0.88899
('Torin1 2005', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.0070711', 'replicate: ', 'experimentDate: 2014-04-01')		1.0036	1.0058
('Torin1 2006', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.01', 'replicate: ', 'experimentDate: 2014-04-01')		0.91854	0.88643
('Torin1 2007', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.014142', 'replicate: ', 'experimentDate: 2014-04-01')		0.88327	0.83615
('Torin1 2008', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.02', 'replicate: ', 'experimentDate: 2014-04-01')		0.82071	0.74454
('Torin1 2009', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.028284', 'replicate: ', 'experimentDate: 2014-04-01')		0.782	0.68981
('Torin1 2010', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.04', 'replicate: ', 'experimentDate: 2014-04-01')		0.68043	0.5446
('Torin1 2011', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.056569', 'replicate: ', 'experimentDate: 2014-04-01')		0.53477	0.33814
('Torin1 2012', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.08', 'replicate: ', 'experimentDate: 2014-04-01')		0.64518	0.49572
('Torin1 2013', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.11314', 'replicate: ', 'experimentDate: 2014-04-01')		0.53322	0.33956
('Torin1 2014', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.16', 'replicate: ', 'experimentDate: 2014-04-01')		0.47787	0.26096
('Torin1 2015', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.22627', 'replicate: ', 'experimentDate: 2014-04-01')		0.40467	0.15617
('Torin1 2016', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.32', 'replicate: ', 'experimentDate: 2014-04-01')		0.41543	0.17201
('Torin1 2017', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.45255', 'replicate: ', 'experimentDate: 2014-04-01')		0.35501	0.086294
('Torin1 2018', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.000333333333333', 'replicate: 1', 'experimentDate: 2014-04-08')	4863.0		
('Torin1 2019', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.000458333333333', 'replicate: 1', 'experimentDate: 2014-04-08')	4371.0		
('Torin1 2020', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.000625', 'replicate: 1', 'experimentDate: 2014-04-08')	5225.0		
('Torin1 2021', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.000875', 'replicate: 1', 'experimentDate: 2014-04-08')	4587.0		
('Torin1 2022', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.00125', 'replicate: 1', 'experimentDate: 2014-04-08')	4467.0		
('Torin1 2023', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.00175', 'replicate: 1', 'experimentDate: 2014-04-08')	4974.0		
('Torin1 2024', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.0025', 'replicate: 1', 'experimentDate: 2014-04-08')	4169.0		
('Torin1 2025', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.00353553390593', 'replicate: 1', 'experimentDate: 2014-04-08')	4447.0		
('Torin1 2026', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.005', 'replicate: 1', 'experimentDate: 2014-04-08')	4838.0		
('Torin1 2027', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.00707106781187', 'replicate: 1', 'experimentDate: 2014-04-08')	4836.0		
('Torin1 2028', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.01', 'replicate: 1', 'experimentDate: 2014-04-08')	4523.0		
('Torin1 2029', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.0141421356237', 'replicate: 1', 'experimentDate: 2014-04-08')	2671.0		
('Torin1 2030', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.02', 'replicate: 1', 'experimentDate: 2014-04-08')	3834.0		
('Torin1 2031', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.0282842712475', 'replicate: 1', 'experimentDate: 2014-04-08')	3479.0		
('Torin1 2032', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.04', 'replicate: 1', 'experimentDate: 2014-04-08')	2788.0		
('Torin1 2033', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.0565685424949', 'replicate: 1', 'experimentDate: 2014-04-08')	2901.0		
('Torin1 2034', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.08', 'replicate: 1', 'experimentDate: 2014-04-08')	3172.0		
('Torin1 2035', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.11313708499', 'replicate: 1', 'experimentDate: 2014-04-08')	1560.0		
('Torin1 2036', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.16', 'replicate: 1', 'experimentDate: 2014-04-08')	2394.0		
('Torin1 2037', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.22627416998', 'replicate: 1', 'experimentDate: 2014-04-08')	2091.0		
('Torin1 2038', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.32', 'replicate: 1', 'experimentDate: 2014-04-08')	2438.0		
('Torin1 2039', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.452548339959', 'replicate: 1', 'experimentDate: 2014-04-08')	2088.0		
('Torin1 2040', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.000333333333333', 'replicate: 2', 'experimentDate: 2014-04-08')	4909.0		
('Torin1 2041', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.000458333333333', 'replicate: 2', 'experimentDate: 2014-04-08')	4281.0		
('Torin1 2042', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.000625', 'replicate: 2', 'experimentDate: 2014-04-08')	3983.0		
('Torin1 2043', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.000875', 'replicate: 2', 'experimentDate: 2014-04-08')	4667.0		
('Torin1 2044', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.00125', 'replicate: 2', 'experimentDate: 2014-04-08')	4360.0		
('Torin1 2045', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.00175', 'replicate: 2', 'experimentDate: 2014-04-08')	4540.0		
('Torin1 2046', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.0025', 'replicate: 2', 'experimentDate: 2014-04-08')	4473.0		
('Torin1 2047', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.00353553390593', 'replicate: 2', 'experimentDate: 2014-04-08')	4698.0		
('Torin1 2048', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.005', 'replicate: 2', 'experimentDate: 2014-04-08')	4614.0		
('Torin1 2049', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.00707106781187', 'replicate: 2', 'experimentDate: 2014-04-08')	4106.0		
('Torin1 2050', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.01', 'replicate: 2', 'experimentDate: 2014-04-08')	3490.0		
('Torin1 2051', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.0141421356237', 'replicate: 2', 'experimentDate: 2014-04-08')	3903.0		
('Torin1 2052', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.02', 'replicate: 2', 'experimentDate: 2014-04-08')	3940.0		
('Torin1 2053', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.0282842712475', 'replicate: 2', 'experimentDate: 2014-04-08')	3268.0		
('Torin1 2054', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.04', 'replicate: 2', 'experimentDate: 2014-04-08')	3228.0		
('Torin1 2055', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.0565685424949', 'replicate: 2', 'experimentDate: 2014-04-08')	3342.0		
('Torin1 2056', 'smSalt: 101.0', 'smName: Torin1', 'clName: MDA-MB-231', 'drugConcentration: 0.08', 'replicate: 2', 'experimentDate: 2014-04-08')	2892.0		
