	('totalCellCountBeforeTreatment 0',)	('totalCellCountAfterTreatment 1',)	('totalControlCellCount 2',)	('relativeCellCount 3',)	('normalizedGrowthRateInhibitionValue 4',)
('Flavopiridol 6819', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A13')	1657.0	957.0	5244.0	0.18247	-0.28153
('Flavopiridol 6820', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A13')	1657.0	1119.0	5360.0	0.20876	-0.20716
('Flavopiridol 6821', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A13')	1657.0	1432.0	5546.0	0.2582	-0.080587
('GW843682 6822', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B18')	1657.0	4763.0	5244.0	0.90814	0.88732
('GW843682 6823', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B18')	1657.0	4918.0	5360.0	0.9175	0.90083
('GW843682 6824', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B18')	1657.0	4977.0	5546.0	0.89739	0.8795
('GW843682 6825', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B17')	1657.0	3418.0	5244.0	0.65169	0.54568
('GW843682 6826', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B17')	1657.0	3364.0	5360.0	0.62759	0.51889
('GW843682 6827', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B17')	1657.0	3647.0	5546.0	0.65758	0.57231
('GW843682 6828', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B16')	1657.0	2066.0	5244.0	0.39392	0.14167
('GW843682 6829', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B16')	1657.0	1995.0	5360.0	0.37219	0.11559
('GW843682 6830', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B16')	1657.0	2451.0	5546.0	0.44193	0.25163
('GW843682 6831', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B15')	1657.0	1355.0	5244.0	0.25835	-0.11428
('GW843682 6832', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B15')	1657.0	1404.0	5360.0	0.26193	-0.093463
('GW843682 6833', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B15')	1657.0	1492.0	5546.0	0.26902	-0.058669
('GW843682 6834', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B14')	1657.0	1085.0	5244.0	0.20687	-0.22515
('GW843682 6835', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B14')	1657.0	1224.0	5360.0	0.22835	-0.16403
('GW843682 6836', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B14')	1657.0	1415.0	5546.0	0.25514	-0.086867
('GW843682 6837', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B13')	1657.0	1642.0	5244.0	0.31307	-0.0057248
('GW843682 6838', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B13')	1657.0	1626.0	5360.0	0.30335	-0.011353
('GW843682 6839', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B13')	1657.0	1922.0	5546.0	0.34655	0.088605
('HG-5-113-01 6840', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B12')	1657.0	5549.0	5624.0	0.98663	0.98478
('HG-5-113-01 6841', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: B12')	1657.0	4928.0	5610.0	0.87831	0.85777
('HG-5-113-01 6842', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B12')	1657.0	5279.0	5529.0	0.9547	0.94735
('HG-5-113-01 6843', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B11')	1657.0	5031.0	5624.0	0.89452	0.87743
('HG-5-113-01 6844', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: B11')	1657.0	4861.0	5610.0	0.86637	0.84337
('HG-5-113-01 6845', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B11')	1657.0	5125.0	5529.0	0.92685	0.91446
('HG-5-113-01 6846', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B10')	1657.0	4491.0	5624.0	0.79851	0.76029
('HG-5-113-01 6847', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: B10')	1657.0	3763.0	5610.0	0.67067	0.59367
('HG-5-113-01 6848', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B10')	1657.0	4917.0	5529.0	0.88923	0.86936
('HG-5-113-01 6849', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B09')	1657.0	3892.0	5624.0	0.69201	0.62297
('HG-5-113-01 6850', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: B09')	1657.0	3664.0	5610.0	0.65303	0.5697
('HG-5-113-01 6851', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B09')	1657.0	3923.0	5529.0	0.70947	0.64156
('HG-5-113-01 6852', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B08')	1657.0	2905.0	5624.0	0.51652	0.37479
('HG-5-113-01 6853', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: B08')	1657.0	2351.0	5610.0	0.41901	0.21973
('HG-5-113-01 6854', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B08')	1657.0	2927.0	5529.0	0.52934	0.38698
('HG-5-113-01 6855', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B07')	1657.0	1296.0	5624.0	0.23043	-0.13036
('HG-5-113-01 6856', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: B07')	1657.0	1415.0	5610.0	0.25219	-0.086078
('HG-5-113-01 6857', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B07')	1657.0	1418.0	5529.0	0.25644	-0.08596
('HG-5-88-01 6858', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A24')	1657.0	4745.0	5244.0	0.90471	0.88303
('HG-5-88-01 6859', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A24')	1657.0	4698.0	5360.0	0.87646	0.85014
('HG-5-88-01 6860', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A24')	1657.0	4464.0	5546.0	0.80489	0.76574
('HG-5-88-01 6861', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A23')	1657.0	5003.0	5244.0	0.9539	0.94399
('HG-5-88-01 6862', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A23')	1657.0	5262.0	5360.0	0.98168	0.97827
('HG-5-88-01 6863', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A23')	1657.0	5546.0	5546.0	0.99999	0.99999
('HG-5-88-01 6864', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A22')	1657.0	5395.0	5244.0	1.0286	1.0343
('HG-5-88-01 6865', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A22')	1657.0	5074.0	5360.0	0.9466	0.93622
('HG-5-88-01 6866', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A22')	1657.0	5411.0	5546.0	0.97565	0.9719
('HG-5-88-01 6867', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A21')	1657.0	4637.0	5244.0	0.88412	0.85712
('HG-5-88-01 6868', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A21')	1657.0	5234.0	5360.0	0.97645	0.97205
('HG-5-88-01 6869', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A21')	1657.0	5085.0	5546.0	0.91687	0.90281
('HG-5-88-01 6870', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A20')	1657.0	4343.0	5244.0	0.82806	0.78533
('HG-5-88-01 6871', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A20')	1657.0	4615.0	5360.0	0.86097	0.83076
('HG-5-88-01 6872', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A20')	1657.0	4459.0	5546.0	0.80399	0.7646
('HG-5-88-01 6873', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A19')	1657.0	3100.0	5244.0	0.59106	0.45746
('HG-5-88-01 6874', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A19')	1657.0	2791.0	5360.0	0.52069	0.36028
('HG-5-88-01 6875', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A19')	1657.0	3129.0	5546.0	0.56418	0.43997
('HG-6-64-01 6876', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M06')	1657.0	6210.0	5244.0	1.184	1.214
('HG-6-64-01 6877', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M06')	1657.0	5862.0	5360.0	1.0936	1.1086
('HG-6-64-01 6878', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M06')	1657.0	5400.0	5546.0	0.97366	0.96959
('HG-6-64-01 6879', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M05')	1657.0	5526.0	5244.0	1.0536	1.0639
('HG-6-64-01 6880', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M05')	1657.0	5658.0	5360.0	1.0556	1.0649
('HG-6-64-01 6881', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M05')	1657.0	5126.0	5546.0	0.92426	0.9116
('HG-6-64-01 6882', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M04')	1657.0	4342.0	5244.0	0.82787	0.78509
('HG-6-64-01 6883', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M04')	1657.0	4746.0	5360.0	0.88541	0.86128
('HG-6-64-01 6884', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M04')	1657.0	4788.0	5546.0	0.86331	0.8382
('HG-6-64-01 6885', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M03')	1657.0	3926.0	5244.0	0.74855	0.68011
('HG-6-64-01 6886', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M03')	1657.0	4106.0	5360.0	0.76601	0.70866
('HG-6-64-01 6887', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M03')	1657.0	3899.0	5546.0	0.70302	0.63378
('HG-6-64-01 6888', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M02')	1657.0	2935.0	5244.0	0.5596	0.41027
('HG-6-64-01 6889', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M02')	1657.0	3216.0	5360.0	0.59998	0.47906
('HG-6-64-01 6890', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M02')	1657.0	2831.0	5546.0	0.51045	0.35958
('HG-6-64-01 6891', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M01')	1657.0	907.0	5244.0	0.17293	-0.30436
('HG-6-64-01 6892', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M01')	1657.0	840.0	5360.0	0.15671	-0.3307
('HG-6-64-01 6893', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M01')	1657.0	965.0	5546.0	0.174	-0.26697
('Neratinib 6894', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Neratinib', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A18')	1657.0	4303.0	5624.0	0.76508	0.71809
('Neratinib 6895', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Neratinib', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: A18')	1657.0	4338.0	5610.0	0.77315	0.72786
('Neratinib 6896', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Neratinib', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A18')	1657.0	4916.0	5529.0	0.88905	0.86914
('Neratinib 6897', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Neratinib', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A17')	1657.0	4366.0	5624.0	0.77629	0.73232
('Neratinib 6898', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Neratinib', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: A17')	1657.0	4442.0	5610.0	0.79169	0.75129
('Neratinib 6899', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Neratinib', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A17')	1657.0	4415.0	5529.0	0.79844	0.75704
('Neratinib 6900', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Neratinib', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A16')	1657.0	4008.0	5624.0	0.71263	0.65024
('Neratinib 6901', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Neratinib', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: A16')	1657.0	4336.0	5610.0	0.7728	0.72741
('Neratinib 6902', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Neratinib', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A16')	1657.0	4388.0	5529.0	0.79356	0.75085
('Neratinib 6903', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Neratinib', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A15')	1657.0	3874.0	5624.0	0.68881	0.6187
('Neratinib 6904', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Neratinib', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: A15')	1657.0	3988.0	5610.0	0.71077	0.64717
('Neratinib 6905', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Neratinib', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A15')	1657.0	3521.0	5529.0	0.63677	0.54256
('Neratinib 6906', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Neratinib', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A14')	1657.0	3369.0	5624.0	0.59902	0.49537
('Neratinib 6907', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Neratinib', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: A14')	1657.0	3387.0	5610.0	0.60366	0.50109
('Neratinib 6908', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Neratinib', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A14')	1657.0	3190.0	5529.0	0.57691	0.45737
('Neratinib 6909', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Neratinib', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A13')	1657.0	3203.0	5624.0	0.5695	0.45311
('Neratinib 6910', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Neratinib', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: A13')	1657.0	2698.0	5610.0	0.48086	0.31903
('Neratinib 6911', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Neratinib', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A13')	1657.0	2750.0	5529.0	0.49733	0.33808
('JW-7-24-1 6912', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JW-7-24-1', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B24')	1657.0	4605.0	5244.0	0.87801	0.84939
('JW-7-24-1 6913', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JW-7-24-1', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B24')	1657.0	5099.0	5360.0	0.95127	0.94185
('JW-7-24-1 6914', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JW-7-24-1', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B24')	1657.0	4607.0	5546.0	0.83068	0.79799
('JW-7-24-1 6915', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JW-7-24-1', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B23')	1657.0	4887.0	5244.0	0.93178	0.91674
