	('totalCellCountBeforeTreatment 0',)	('totalCellCountAfterTreatment 1',)	('totalControlCellCount 2',)	('relativeCellCount 3',)	('normalizedGrowthRateInhibitionValue 4',)
('GDC-0941 6882', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GDC-0941', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: D24')	1334.0	3178.0	3921.0	0.81043	0.74712
('GDC-0941 6883', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GDC-0941', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: D23')	1334.0	2300.0	3955.0	0.58143	0.41509
('GDC-0941 6884', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GDC-0941', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: D23')	1334.0	3275.0	3899.0	0.83993	0.78669
('GDC-0941 6885', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GDC-0941', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: D23')	1334.0	3375.0	3921.0	0.86067	0.81602
('GDC-0941 6886', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GDC-0941', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: D22')	1334.0	2444.0	3955.0	0.61783	0.47099
('GDC-0941 6887', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GDC-0941', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: D22')	1334.0	3239.0	3899.0	0.8307	0.77396
('GDC-0941 6888', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GDC-0941', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: D22')	1334.0	3306.0	3921.0	0.84308	0.79206
('GDC-0941 6889', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GDC-0941', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: D21')	1334.0	1943.0	3955.0	0.49118	0.27072
('GDC-0941 6890', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GDC-0941', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: D21')	1334.0	2539.0	3899.0	0.65117	0.51556
('GDC-0941 6891', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GDC-0941', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: D21')	1334.0	2813.0	3921.0	0.71735	0.61527
('GDC-0941 6892', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GDC-0941', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: D20')	1334.0	1546.0	3955.0	0.39082	0.098307
('GDC-0941 6893', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GDC-0941', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: D20')	1334.0	1665.0	3899.0	0.42702	0.1537
('GDC-0941 6894', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GDC-0941', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: D20')	1334.0	1969.0	3921.0	0.50212	0.28413
('GDC-0941 6895', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GDC-0941', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: D19')	1334.0	1101.0	3955.0	0.27833	-0.11555
('GDC-0941 6896', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GDC-0941', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: D19')	1334.0	1313.0	3899.0	0.33674	-0.010531
('GDC-0941 6897', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GDC-0941', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: D19')	1334.0	1509.0	3921.0	0.38482	0.082151
('PD184352 6898', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD184352', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: L12')	1334.0	4031.0	3930.0	1.0255	1.0326
('PD184352 6899', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD184352', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: L12')	1334.0	3910.0	4051.0	0.96518	0.95623
('PD184352 6900', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD184352', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: L12')	1334.0	4372.0	4117.0	1.0618	1.0751
('PD184352 6901', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD184352', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: L11')	1334.0	4201.0	3930.0	1.0687	1.0872
('PD184352 6902', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD184352', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: L11')	1334.0	4217.0	4051.0	1.041	1.0508
('PD184352 6903', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD184352', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: L11')	1334.0	3969.0	4117.0	0.9639	0.95527
('PD184352 6904', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD184352', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: L10')	1334.0	4067.0	3930.0	1.0347	1.0442
('PD184352 6905', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD184352', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: L10')	1334.0	3945.0	4051.0	0.97382	0.96714
('PD184352 6906', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD184352', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: L10')	1334.0	4226.0	4117.0	1.0263	1.0322
('PD184352 6907', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD184352', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: L09')	1334.0	3952.0	3930.0	1.0054	1.0069
('PD184352 6908', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD184352', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: L09')	1334.0	4051.0	4051.0	0.99998	0.99998
('PD184352 6909', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD184352', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: L09')	1334.0	3980.0	4117.0	0.96657	0.9586
('PD184352 6910', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD184352', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: L08')	1334.0	4085.0	3930.0	1.0392	1.05
('PD184352 6911', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD184352', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: L08')	1334.0	3671.0	4051.0	0.90618	0.8807
('PD184352 6912', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD184352', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: L08')	1334.0	3950.0	4117.0	0.95929	0.9495
('PD184352 6913', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD184352', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: L07')	1334.0	1595.0	3930.0	0.40577	0.12114
('PD184352 6914', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD184352', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: L07')	1334.0	1495.0	4051.0	0.36904	0.073386
('PD184352 6915', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD184352', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: L07')	1334.0	1468.0	4117.0	0.35651	0.06033
('PLX-4720 6916', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PLX-4720', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: K06')	1334.0	4016.0	3930.0	1.0217	1.0277
('PLX-4720 6917', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PLX-4720', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: K06')	1334.0	4205.0	4051.0	1.038	1.0471
('PLX-4720 6918', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PLX-4720', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: K06')	1334.0	4206.0	4117.0	1.0215	1.0263
('PLX-4720 6919', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PLX-4720', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: K05')	1334.0	4165.0	3930.0	1.0596	1.0757
('PLX-4720 6920', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PLX-4720', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: K05')	1334.0	4232.0	4051.0	1.0447	1.0553
('PLX-4720 6921', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PLX-4720', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: K05')	1334.0	3736.0	4117.0	0.90732	0.88382
('PLX-4720 6922', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PLX-4720', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: K04')	1334.0	3985.0	3930.0	1.0138	1.0177
('PLX-4720 6923', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PLX-4720', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: K04')	1334.0	4085.0	4051.0	1.0084	1.0104
('PLX-4720 6924', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PLX-4720', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: K04')	1334.0	3993.0	4117.0	0.96973	0.96253
('PLX-4720 6925', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PLX-4720', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: K03')	1334.0	4056.0	3930.0	1.0319	1.0407
('PLX-4720 6926', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PLX-4720', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: K03')	1334.0	3934.0	4051.0	0.9711	0.96372
('PLX-4720 6927', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PLX-4720', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: K03')	1334.0	3703.0	4117.0	0.8993	0.87357
('PLX-4720 6928', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PLX-4720', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: K02')	1334.0	3481.0	3930.0	0.88557	0.84996
('PLX-4720 6929', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PLX-4720', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: K02')	1334.0	3327.0	4051.0	0.82126	0.76865
('PLX-4720 6930', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PLX-4720', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: K02')	1334.0	3361.0	4117.0	0.81624	0.76513
('PLX-4720 6931', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PLX-4720', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: K01')	1334.0	2564.0	3930.0	0.65229	0.52038
('PLX-4720 6932', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PLX-4720', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: K01')	1334.0	2275.0	4051.0	0.56158	0.39505
('PLX-4720 6933', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PLX-4720', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: K01')	1334.0	2541.0	4117.0	0.6171	0.48609
('Lapatinib 6934', 'smallmolecule_smSalt: 104.0', 'smallmolecule_smName: Lapatinib', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M24')	1334.0	3605.0	3955.0	0.91132	0.88496
('Lapatinib 6935', 'smallmolecule_smSalt: 104.0', 'smallmolecule_smName: Lapatinib', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M24')	1334.0	3642.0	3899.0	0.93405	0.9137
('Lapatinib 6936', 'smallmolecule_smSalt: 104.0', 'smallmolecule_smName: Lapatinib', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M24')	1334.0	3694.0	3921.0	0.94202	0.92463
('Lapatinib 6937', 'smallmolecule_smSalt: 104.0', 'smallmolecule_smName: Lapatinib', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M23')	1334.0	4066.0	3955.0	1.0279	1.0354
('Lapatinib 6938', 'smallmolecule_smSalt: 104.0', 'smallmolecule_smName: Lapatinib', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M23')	1334.0	4004.0	3899.0	1.0269	1.0346
('Lapatinib 6939', 'smallmolecule_smSalt: 104.0', 'smallmolecule_smName: Lapatinib', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M23')	1334.0	3915.0	3921.0	0.99838	0.99791
('Lapatinib 6940', 'smallmolecule_smSalt: 104.0', 'smallmolecule_smName: Lapatinib', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M22')	1334.0	4109.0	3955.0	1.0387	1.0491
('Lapatinib 6941', 'smallmolecule_smSalt: 104.0', 'smallmolecule_smName: Lapatinib', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M22')	1334.0	3894.0	3899.0	0.99868	0.99829
('Lapatinib 6942', 'smallmolecule_smSalt: 104.0', 'smallmolecule_smName: Lapatinib', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M22')	1334.0	3686.0	3921.0	0.93998	0.92195
('Lapatinib 6943', 'smallmolecule_smSalt: 104.0', 'smallmolecule_smName: Lapatinib', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M21')	1334.0	4076.0	3955.0	1.0304	1.0386
('Lapatinib 6944', 'smallmolecule_smSalt: 104.0', 'smallmolecule_smName: Lapatinib', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M21')	1334.0	4195.0	3899.0	1.0759	1.0968
('Lapatinib 6945', 'smallmolecule_smSalt: 104.0', 'smallmolecule_smName: Lapatinib', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M21')	1334.0	4061.0	3921.0	1.0356	1.0455
('Lapatinib 6946', 'smallmolecule_smSalt: 104.0', 'smallmolecule_smName: Lapatinib', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M20')	1334.0	4148.0	3955.0	1.0486	1.0615
('Lapatinib 6947', 'smallmolecule_smSalt: 104.0', 'smallmolecule_smName: Lapatinib', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M20')	1334.0	4411.0	3899.0	1.1313	1.166
('Lapatinib 6948', 'smallmolecule_smSalt: 104.0', 'smallmolecule_smName: Lapatinib', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M20')	1334.0	3954.0	3921.0	1.0083	1.0107
('Lapatinib 6949', 'smallmolecule_smSalt: 104.0', 'smallmolecule_smName: Lapatinib', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M19')	1334.0	3738.0	3955.0	0.94495	0.92904
('Lapatinib 6950', 'smallmolecule_smSalt: 104.0', 'smallmolecule_smName: Lapatinib', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M19')	1334.0	3613.0	3899.0	0.92661	0.90383
('Lapatinib 6951', 'smallmolecule_smSalt: 104.0', 'smallmolecule_smName: Lapatinib', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M19')	1334.0	3586.0	3921.0	0.91448	0.88825
('Rapamycin 6952', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: L18')	1334.0	2420.0	3955.0	0.61176	0.46176
('Rapamycin 6953', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: L18')	1334.0	2631.0	3899.0	0.67476	0.55084
('Rapamycin 6954', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: L18')	1334.0	2515.0	3921.0	0.64136	0.50303
('Rapamycin 6955', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: L17')	1334.0	2297.0	3955.0	0.58067	0.41392
('Rapamycin 6956', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: L17')	1334.0	2466.0	3899.0	0.63245	0.48724
('Rapamycin 6957', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: L17')	1334.0	2474.0	3921.0	0.6309	0.48723
('Rapamycin 6958', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: L16')	1334.0	2373.0	3955.0	0.59988	0.44358
('Rapamycin 6959', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: L16')	1334.0	2643.0	3899.0	0.67784	0.55541
('Rapamycin 6960', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: L16')	1334.0	2457.0	3921.0	0.62657	0.48065
('Rapamycin 6961', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: L15')	1334.0	2424.0	3955.0	0.61277	0.4633
('Rapamycin 6962', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: L15')	1334.0	2508.0	3899.0	0.64322	0.50357
('Rapamycin 6963', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: L15')	1334.0	2446.0	3921.0	0.62376	0.47638
('Rapamycin 6964', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: L14')	1334.0	2398.0	3955.0	0.6062	0.45327
('Rapamycin 6965', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: L14')	1334.0	2462.0	3899.0	0.63142	0.48568
('Rapamycin 6966', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: L14')	1334.0	2485.0	3921.0	0.63371	0.49148
('Rapamycin 6967', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: L13')	1334.0	2790.0	3955.0	0.7053	0.60065
('Rapamycin 6968', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: L13')	1334.0	2758.0	3899.0	0.70733	0.59884
('Rapamycin 6969', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Rapamycin', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: L13')	1334.0	2698.0	3921.0	0.68803	0.57249
('ZSTK474 6970', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: ZSTK474', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M18')	1334.0	4328.0	3955.0	1.0941	1.1181
('ZSTK474 6971', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: ZSTK474', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M18')	1334.0	3535.0	3899.0	0.90661	0.87715
('ZSTK474 6972', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: ZSTK474', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M18')	1334.0	3672.0	3921.0	0.93641	0.91725
('ZSTK474 6973', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: ZSTK474', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M17')	1334.0	4099.0	3955.0	1.0362	1.0459
('ZSTK474 6974', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: ZSTK474', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M17')	1334.0	3840.0	3899.0	0.98483	0.98033
('ZSTK474 6975', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: ZSTK474', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M17')	1334.0	3814.0	3921.0	0.97262	0.96461
('ZSTK474 6976', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: ZSTK474', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M16')	1334.0	3756.0	3955.0	0.9495	0.93496
('ZSTK474 6977', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: ZSTK474', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M16')	1334.0	3507.0	3899.0	0.89943	0.86753
('ZSTK474 6978', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: ZSTK474', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M16')	1334.0	3792.0	3921.0	0.96701	0.95731
('ZSTK474 6979', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: ZSTK474', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M15')	1334.0	1724.0	3955.0	0.43582	0.17738
('ZSTK474 6980', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: ZSTK474', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M15')	1334.0	2531.0	3899.0	0.64912	0.51247
